year_week,Date,retorno acumulado,GSRAII Index,pct_1_sem,pct_2_sem,pct_3_sem,pct_4_sem,pct_5_sem,mean,gsrai_gt_up,gsrai_gt_down,gsrai_lt_up,gsrai_lt_down,gsrai_diff,classe
1997-27,1997-07-11,1.1036156144262705,-0.05,-0.0654436283319404,1.2913672438433998,0.6458538985721463,1.1395602570155372,2.210087398998062,0.00666666666666665,0,0,0,1,-0.1,gsrai_lt_down
1997-28,1997-07-18,1.1087791346197586,-0.06,0.46787306431619324,0.40212324287496326,1.765282267654933,1.1167487393145992,1.6127650168259455,-0.020000000000000018,0,0,0,1,-0.009999999999999995,gsrai_lt_down
1997-29,1997-07-25,1.130620987430487,-0.09,1.9699011397990018,2.446990840941976,2.379945813018769,3.769957722965156,3.1086487252580453,-0.0666666666666667,0,0,0,1,-0.03,gsrai_lt_down
1997-30,1997-08-01,1.1434506115616168,-0.12,1.1347413743209467,3.1269957973864893,3.6094992327609488,3.5416934171664805,4.947478367363001,-0.09000000000000002,0,0,0,1,-0.03,gsrai_lt_down
1997-31,1997-08-08,1.1276415443144447,0.12,-1.382575433282729,-0.26352271443442765,1.7011872884093115,2.1770197498215405,2.110151400775817,-0.030000000000000023,1,0,0,0,0.24,gsrai_gt_up
1997-32,1997-08-15,1.109374298863945,-0.1,-1.6199514413603344,-2.9801298239837015,-1.8792052157839634,0.053677439050159315,0.5218016456452812,-0.033333333333333354,0,0,0,1,-0.22,gsrai_lt_down
1997-33,1997-08-22,1.1058685133746806,0.01,-0.3160146663623298,-1.9308468235800236,-3.2867268430256114,-2.189281318053382,-0.2625068558921084,0.00999999999999998,1,0,0,0,0.11,gsrai_gt_up
1997-34,1997-08-29,1.0894657805196382,-0.14,-1.4832444053396232,-1.7945718018430923,-3.385452051433213,-4.721221056347257,-3.6400533307258343,-0.07666666666666669,0,0,0,1,-0.15000000000000002,gsrai_lt_down
1997-35,1997-09-05,1.106984801658634,0.06,1.6080377605471874,0.10094222508849615,-0.21539143350967072,-1.83185363823829,-3.1891023131450424,-0.023333333333333355,1,0,0,0,0.2,gsrai_gt_up
1997-36,1997-09-12,1.0967706216727078,-0.22,-0.9227028203659171,0.6704975304121508,-0.8226919920352516,-1.1361068310437705,-2.737653893419212,-0.10000000000000002,0,0,0,1,-0.28,gsrai_lt_down
1997-37,1997-09-19,1.1210341064875955,-0.45,2.212266114302275,1.2691506521056883,2.8975968343769587,1.3713739861021423,1.0510255768130472,-0.20333333333333337,0,0,0,1,-0.23,gsrai_lt_down
1997-38,1997-09-26,1.136408024136757,-0.28,1.3714049876083267,3.614010229741327,2.6579608350572714,4.308739609492718,2.7615860649546464,-0.3166666666666667,0,0,1,0,0.16999999999999998,gsrai_lt_up
1997-39,1997-10-03,1.1619307756059378,-0.47,2.2459144010857024,3.6481199708079393,5.941092207033494,4.96357076131273,6.651424613973322,-0.4000000000000001,0,0,0,1,-0.18999999999999995,gsrai_lt_down
1997-40,1997-10-10,1.1537282118968697,-0.17,-0.7059425467744074,1.5241169889899098,2.916423793002232,5.193208962626539,4.22258825669497,-0.3066666666666667,0,0,1,0,0.29999999999999993,gsrai_lt_up
1997-41,1997-10-17,1.1309093607919927,-0.24,-1.9778359296042547,-2.6698160910461954,-0.4838634740317982,0.8809057857604552,3.112659880260038,-0.2933333333333334,0,0,1,0,-0.06999999999999998,gsrai_lt_up
1997-42,1997-10-24,1.1213028940881262,-0.41,-0.8494462100073985,-2.810481487267469,-3.4965836494540325,-1.3291995240974241,0.023976754942167666,-0.2733333333333334,0,0,0,1,-0.16999999999999998,gsrai_lt_down
1997-43,1997-10-31,1.102395275695682,-1.18,-1.6862186383475253,-2.5213413280390395,-4.449309262949375,-5.123842242599041,-2.9930049523287816,-0.61,0,0,0,1,-0.77,gsrai_lt_down
1997-44,1997-11-07,1.09766367637149,-1.08,-0.42921077661605134,-2.1081919828504714,-2.93973023595987,-4.859423124723872,-5.531060936133059,-0.89,0,0,0,1,0.09999999999999987,gsrai_lt_down
1997-45,1997-11-14,1.087471735689166,-1.11,-0.9285121573864075,-1.3537376597607675,-3.017129321375067,-3.8409466407110293,-5.742814947618369,-1.1233333333333333,0,0,1,0,-0.030000000000000027,gsrai_lt_up
1997-46,1997-11-21,1.1087508345138397,-1.0,1.9567495987551586,1.0100687834547095,0.576522682768843,-1.1194173885098357,-1.9593547499363706,-1.0633333333333335,0,0,1,0,0.1100000000000001,gsrai_lt_up
1997-47,1997-11-28,1.0895832011321052,-0.98,-1.7287593195038364,0.1941627882035002,-0.7361521942764959,-1.1622033263424258,-2.8288246755856616,-1.03,0,0,1,0,0.020000000000000018,gsrai_lt_up
1997-48,1997-12-05,1.0987973421124182,-0.74,0.8456574009896078,-0.8977212996449158,1.041462141181504,0.10327988119964715,-0.326374183796585,-0.9066666666666666,0,0,1,0,0.24,gsrai_lt_up
1997-49,1997-12-12,1.0783121527940545,-1.32,-1.8643282553797658,-1.0344366842605313,-2.7453130831808448,-0.8422823871653939,-1.7629738501874437,-1.0133333333333334,0,0,0,1,-0.5800000000000001,gsrai_lt_down
1997-50,1997-12-19,1.0742362513537351,-1.18,-0.3779890108590589,-2.235270310307158,-1.4085156381287933,-3.112925112271814,-1.2170876631605765,-1.08,0,0,0,1,0.14000000000000012,gsrai_lt_down
1997-51,1997-12-26,1.0690106698404152,-1.1,-0.48644620833963037,-0.862596505987423,-2.7108431309761594,-1.8881101755528706,-3.584228614434337,-1.2,0,0,1,0,0.07999999999999985,gsrai_lt_up
1997-52,1997-12-31,1.0795875161781765,-0.8,0.9894051234624612,0.49814599141462246,0.11827404344997294,-1.7482592283406095,-0.9173861109039616,-1.0266666666666666,0,0,1,0,0.30000000000000004,gsrai_lt_up
1998-00,1998-01-02,1.0803048792036585,-0.81,0.06644788076297647,1.056510442962133,0.5649248796320006,0.18480051480831428,-1.6829730287851175,-0.9033333333333333,0,0,1,0,-0.010000000000000009,gsrai_lt_up
1998-01,1998-01-09,1.0490191245601608,-1.28,-2.8960116024431826,-2.8314880600166847,-1.8700978244902577,-2.3474470128704072,-2.7165629319850892,-0.9633333333333334,0,0,0,1,-0.47,gsrai_lt_down
1998-02,1998-01-16,1.0696802853738114,-0.94,1.969569508307445,-0.9834810556144991,-0.9176866771706926,0.06263880729051596,-0.42411210515213016,-1.01,0,0,1,0,0.3400000000000001,gsrai_lt_up
1998-03,1998-01-23,1.0693202531186086,-0.96,-0.033657931264674534,1.9352486606914576,-1.0168079675014652,-0.9510357340843378,0.028959793099136988,-1.0599999999999998,0,0,1,0,-0.020000000000000018,gsrai_lt_up
1998-04,1998-01-30,1.102630728795716,-0.69,3.1151075255480665,3.0804011135336262,5.11064126290679,2.0666248965306,2.13444600574062,-0.8633333333333333,0,0,1,0,0.27,gsrai_lt_up
1998-05,1998-02-06,1.12062319949792,-0.41,1.6317766440134829,4.797715766599353,4.762443023459673,6.825812157407696,3.7321242429250168,-0.6866666666666666,0,0,1,0,0.27999999999999997,gsrai_lt_up
1998-06,1998-02-13,1.1171701329200086,-0.58,-0.3081380592030114,1.3186104599290704,4.474794119147063,4.439630064753541,6.496641173098028,-0.5599999999999999,0,0,0,1,-0.16999999999999998,gsrai_lt_down
1998-07,1998-02-20,1.1131373756080514,-0.48,-0.3609796926289599,-0.6680054360129861,0.952870851314902,4.097661328461033,4.062624209162968,-0.49,0,0,1,0,0.09999999999999998,gsrai_lt_up
1998-08,1998-02-27,1.1172384882893969,-0.29,0.3684282615256995,0.006118617690731298,-0.30203829530208726,1.3248097583526741,4.481186532382386,-0.45,0,0,1,0,0.19,gsrai_lt_up
1998-09,1998-03-06,1.1059890442351064,-0.26,-1.006897289361608,-0.6421787220144526,-1.000840279866555,-1.305894369255467,0.30457299544501826,-0.3433333333333333,0,0,1,0,0.02999999999999997,gsrai_lt_up
1998-10,1998-03-13,1.1219864036924403,-0.24,1.446430192118009,0.4249688363594517,0.7949628031809874,0.43111345626858366,0.12164697242846856,-0.26333333333333336,0,0,1,0,0.020000000000000018,gsrai_lt_up
1998-11,1998-03-20,1.1341683747553264,-0.16,1.0857503284171122,2.547885141096362,1.5153332653130125,1.8893444428444317,1.5215446004529953,-0.21999999999999997,0,0,1,0,0.07999999999999999,gsrai_lt_up
1998-12,1998-03-27,1.1527989807401458,-0.24,1.642666679789806,2.7462522670775424,4.232405081138291,3.182891819739897,3.5630467542633104,-0.21333333333333335,0,0,0,1,-0.07999999999999999,gsrai_lt_down
1998-13,1998-04-03,1.1574809304036113,-0.26,0.4061375609873963,2.0554757271656454,3.1635433900410126,4.655732028893311,3.6019562999328514,-0.22,0,0,0,1,-0.020000000000000018,gsrai_lt_down
1998-14,1998-04-10,1.158242333273402,-0.25,0.06578102928445073,0.4721857517397732,2.1226088695401213,3.231405430729284,4.724575646627094,-0.25,0,0,0,0,0.010000000000000009,
1998-15,1998-04-17,1.1584714093194899,-0.14,0.019777903078410652,0.08557194247107436,0.4920570432584981,2.142806580143475,3.2518224380418514,-0.21666666666666667,0,0,1,0,0.10999999999999999,gsrai_lt_up
1998-16,1998-04-24,1.1428857096237939,-0.19,-1.3453676603768172,-1.3258558428103306,-1.2609469751461155,-0.859930593448921,0.7686102930129834,-0.19333333333333336,0,0,1,0,-0.04999999999999999,gsrai_lt_up
1998-17,1998-05-01,1.150057816594467,-0.14,0.6275436739019202,-0.7262667561183211,-0.7066324933750256,-0.6413162942179862,-0.23778335958614116,-0.15666666666666668,0,0,1,0,0.04999999999999999,gsrai_lt_up
1998-18,1998-05-08,1.131825939575384,-0.21,-1.5853009088769965,-0.967705690541043,-2.3000541515097006,-2.2807311509121297,-2.2164504100539717,-0.18000000000000002,0,0,0,1,-0.06999999999999998,gsrai_lt_down
1998-19,1998-05-15,1.1187675590444526,-0.35,-1.1537445886626752,-2.720755174089484,-2.110285427164915,-3.4272619898630174,-3.408161927339204,-0.2333333333333333,0,0,0,1,-0.13999999999999999,gsrai_lt_down
1998-20,1998-05-22,1.11594292518357,-0.43,-0.25247727627132344,-1.4033089220214179,-2.9663631618032538,-2.3574347122681916,-3.671086208411656,-0.33,0,0,0,1,-0.08000000000000002,gsrai_lt_down
1998-21,1998-05-29,1.0998629219272427,-0.37,-1.4409341995409108,-1.6897734443923729,-2.824022363379708,-4.36455402006316,-3.7643998288081737,-0.3833333333333333,0,0,1,0,0.06,gsrai_lt_up
1998-22,1998-06-05,1.101250734550784,-0.53,0.12618050812274184,-1.3165718695128725,-1.5657251009878914,-2.7014052210245887,-4.243880728380223,-0.44333333333333336,0,0,0,1,-0.16000000000000003,gsrai_lt_down
1998-23,1998-06-12,1.0722380861438363,-0.62,-2.6345179618683656,-2.511661701896495,-3.916404508998017,-4.1589937538372475,-5.26475417712221,-0.5066666666666667,0,0,0,1,-0.08999999999999997,gsrai_lt_down
1998-24,1998-06-19,1.0872286730768512,-0.68,1.398065143062266,-1.2732850961186926,-1.1487112256000964,-2.5730932522373684,-2.819074052749526,-0.61,0,0,0,1,-0.06000000000000005,gsrai_lt_down
1998-25,1998-06-26,1.0955637363961008,-0.43,0.7666338761708191,2.175417060230722,-0.5164126548349635,-0.390883758824101,-1.8261855806036675,-0.5766666666666667,0,0,1,0,0.25000000000000006,gsrai_lt_up
1998-26,1998-07-03,1.1074704396317099,-0.4,1.0868106382177833,1.861776372911006,3.2858703624847108,0.5647855557129766,0.6916787131197033,-0.5033333333333333,0,0,1,0,0.02999999999999997,gsrai_lt_up
1998-27,1998-07-10,1.0975320728409803,-0.19,-0.8973934143140294,0.17966425681033016,0.9476755000372261,2.358989763934849,-0.3376762069830175,-0.34,0,0,1,0,0.21000000000000002,gsrai_lt_up
1998-28,1998-07-17,1.1175099819864336,-0.03,1.8202574339117206,0.9065291492621919,2.0031920427127092,2.785183067687713,4.2221868843898,-0.2066666666666667,0,0,1,0,0.16,gsrai_lt_up
1998-29,1998-07-24,1.0874370233865904,-0.31,-2.691068454385248,-0.9197953940661363,-1.808934625088643,-0.7417836808147338,0.019163430371049728,-0.17666666666666667,0,0,0,1,-0.28,gsrai_lt_down
1998-30,1998-07-31,1.0626575191098095,-0.35,-2.27870706476504,-4.90845395216255,-3.1775430162051976,-4.046421368754805,-3.0035876684397667,-0.22999999999999998,0,0,0,1,-0.03999999999999998,gsrai_lt_down
1998-31,1998-08-07,1.0382144133535944,-0.67,-2.3001865903787277,-4.526479140806028,-7.0957369429387125,-5.4046401882216655,-6.253532717419219,-0.44333333333333336,0,0,0,1,-0.32000000000000006,gsrai_lt_down
1998-32,1998-08-14,1.0061797369002918,-0.92,-3.0855549721974684,-5.314768040866946,-7.472367110808875,-9.96234905107929,-8.323432016362077,-0.6466666666666666,0,0,0,1,-0.25,gsrai_lt_down
1998-33,1998-08-21,0.9959195061577861,-1.26,-1.0197214638921315,-4.073812369757912,-6.280293674290283,-8.415891243411277,-10.880482303389716,-0.9500000000000001,0,0,0,1,-0.33999999999999997,gsrai_lt_down
1998-34,1998-08-28,0.9595277360487388,-1.64,-3.654087492416458,-4.6365474418390225,-7.579039193906533,-9.704893741067478,-11.76245470652687,-1.2733333333333334,0,0,0,1,-0.3799999999999999,gsrai_lt_down
1998-35,1998-09-04,0.9682257486669575,-1.93,0.9064889206888971,-2.7807224699985977,-3.7720883100128777,-6.741253423805071,-8.886378606905987,-1.61,0,0,0,1,-0.29000000000000004,gsrai_lt_down
1998-36,1998-09-11,0.9866002883427667,-2.05,1.8977536696485275,2.821445517094756,-0.935740063067203,-1.9459195846900035,-4.971432138387099,-1.873333333333333,0,0,0,1,-0.11999999999999988,gsrai_lt_down
1998-37,1998-09-18,1.004535959408208,-2.07,1.8179268014981487,3.7501802437336362,4.690664132837852,0.8651756690321033,-0.1633681768575257,-2.0166666666666666,0,0,0,1,-0.020000000000000018,gsrai_lt_down
1998-38,1998-09-25,1.0201773261468572,-1.53,1.5570738500853443,3.4033071144233373,5.365647169725252,6.32077508753095,2.4357209432172455,-1.883333333333333,0,0,1,0,0.5399999999999998,gsrai_lt_up
1998-39,1998-10-02,0.9985847937838562,-2.19,-2.116546977627365,-0.5924293270554215,1.2147275429262638,3.1355337490969193,4.070445935825839,-1.9299999999999997,0,0,0,1,-0.6599999999999999,gsrai_lt_down
1998-40,1998-10-09,0.977223405572369,-2.03,-2.1391661824274655,-4.210436702874231,-2.718922461663731,-0.9504236803081101,0.9292932890701655,-1.9166666666666667,0,0,0,1,0.16000000000000014,gsrai_lt_down
1998-41,1998-10-16,1.0396547031777026,-1.89,6.388641251256866,4.112811415665907,1.9092148523247587,3.496016587617601,5.377498411646897,-2.0366666666666666,0,0,1,0,0.1399999999999999,gsrai_lt_up
1998-42,1998-10-23,1.0301248779568448,-1.09,-0.916633685369761,5.413447128140669,3.158478315444424,0.9750806604925222,2.5473372365596436,-1.67,0,0,1,0,0.7999999999999998,gsrai_lt_up
1998-43,1998-10-30,1.0451437110301403,-1.12,1.4579623689007448,0.5279645093376306,6.9503355190300375,4.662490109614237,2.44725933848966,-1.3666666666666665,0,0,1,0,-0.030000000000000027,gsrai_lt_up
1998-44,1998-11-06,1.055129570459356,-0.71,0.9554532380406489,2.4273457556044598,1.4884622013784377,7.972195962841955,5.66249126038052,-0.9733333333333335,0,0,1,0,0.41000000000000014,gsrai_lt_up
1998-45,1998-11-13,1.0412009731466823,-0.85,-1.320084063856708,-0.3772436117490341,1.0752186872533098,0.14872918520481004,6.546872210540333,-0.8933333333333334,0,0,1,0,-0.14,gsrai_lt_up
1998-46,1998-11-20,1.0563834762222606,-0.81,1.458172194143681,0.11883903152849484,1.0754277209439334,2.54906942132076,1.6090701069717328,-0.79,0,0,0,1,0.039999999999999925,gsrai_lt_down
1998-47,1998-11-27,1.0608083117918599,-0.53,0.41886641254773593,1.8831464002498022,0.5382032208643084,1.4987987390059354,2.978613029506949,-0.73,0,0,1,0,0.28,gsrai_lt_up
1998-48,1998-12-04,1.036139114983684,-0.71,-2.3255093812854732,-1.9163837464565958,-0.48615572723682554,-1.7998221268127557,-0.8615653475617102,-0.6833333333333332,0,0,0,1,-0.17999999999999994,gsrai_lt_down
1998-49,1998-12-11,1.0200434714666318,-0.75,-1.5534249488598606,-3.842809287228377,-3.440039112083093,-2.032028611739478,-3.3252881897196107,-0.6633333333333332,0,0,0,1,-0.040000000000000036,gsrai_lt_down
1998-50,1998-12-18,1.0303344869623305,-0.63,1.0088800902673611,-0.5602170536188056,-2.8726985347668155,-2.4658648915149683,-1.0436492535645048,-0.6966666666666667,0,0,1,0,0.12,gsrai_lt_up
1998-51,1998-12-25,1.0303574893141887,-0.16,0.002232513047872864,1.0111351266948843,-0.5579970474897444,-2.8705301550885576,-2.4636874292225386,-0.5133333333333333,0,0,1,0,0.47,gsrai_lt_up
1998-52,1998-12-31,1.0522990832408183,-0.42,2.129512732637484,2.131792787334974,3.1621801105994995,1.559633066973709,-0.8021457275978694,-0.4033333333333333,0,0,0,1,-0.26,gsrai_lt_down
1999-00,1999-01-01,1.052394474248105,-0.48,0.009065009065012397,2.1387707822247526,2.141051043609399,3.1715317715781843,1.5688394569176145,-0.35333333333333333,0,0,0,1,-0.06,gsrai_lt_down
1999-01,1999-01-08,1.0804472042248316,-0.31,2.6656097749628627,2.6749164217956034,4.861391840222651,4.863732884477656,5.921682207460299,-0.4033333333333333,0,0,1,0,0.16999999999999998,gsrai_lt_up
1999-02,1999-01-15,1.05178800475262,-0.67,-2.6525312259725986,-0.057627582653196896,-0.04856779753379392,2.0799106776712595,2.0821896249964,-0.48666666666666664,0,0,0,1,-0.36000000000000004,gsrai_lt_down
1999-03,1999-01-22,1.045180353146157,-0.45,-0.6282303635909203,-3.2640975829982266,-0.6854959122720827,-0.6764930434736693,1.4386136836676444,-0.4766666666666666,0,0,1,0,0.22000000000000003,gsrai_lt_up
1999-04,1999-01-29,1.0601414814966543,-0.34,1.4314398759469604,0.7942167724187987,-1.8793813014441274,0.7361315018386216,0.7452632412910054,-0.48666666666666664,0,0,1,0,0.10999999999999999,gsrai_lt_up
1999-05,1999-02-05,1.0325374449449716,-0.18,-2.6038068534694814,-1.2096389071157176,-1.8302699518023324,-4.43425269578378,-1.8868427941262755,-0.3233333333333333,0,0,1,0,0.16000000000000003,gsrai_lt_up
1999-06,1999-02-12,1.0162451276735656,-0.16,-1.5778911797503237,-4.140612794541165,-2.768443301243828,-3.3792814634175383,-5.942176193359483,-0.22666666666666668,0,0,1,0,0.01999999999999999,gsrai_lt_up
1999-07,1999-02-19,1.0075185330228784,-0.18,-0.8587096176947417,-2.423051294127787,-4.963766571937689,-3.6033800300503738,-4.208972866176941,-0.17333333333333334,0,0,0,1,-0.01999999999999999,gsrai_lt_down
1999-08,1999-02-25,1.0033406891531191,0.04,-0.41466670168581743,-1.2698155365318042,-2.8276704089320925,-5.357850186500269,-4.003104714616368,-0.09999999999999999,1,0,0,0,0.22,gsrai_gt_up
1999-09,1999-03-05,1.016677987255235,0.12,1.3292890686386283,0.909110247816014,0.04259401298782883,-1.535969253936531,-4.099782434704824,-0.006666666666666664,1,0,0,0,0.07999999999999999,gsrai_gt_up
1999-10,1999-03-12,1.0523684567997467,0.15,3.510498898561454,4.886452645313333,4.451523451613748,3.554588173906059,1.920609460883238,0.10333333333333333,1,0,0,0,0.03,gsrai_gt_up
1999-11,1999-03-19,1.0670244828405266,0.22,1.392670594227896,4.952059178660306,6.347175428633367,5.9061891039474235,4.996762472377858,0.16333333333333333,1,0,0,0,0.07,gsrai_gt_up
1999-12,1999-03-26,1.0672158043159983,0.14,0.017930373533925348,1.4108506788014452,4.970877474902569,6.366243874430499,5.925178479249293,0.17,0,1,0,0,-0.07999999999999999,gsrai_gt_down
1999-13,1999-04-02,1.0764813106365352,0.39,0.8681942567815959,0.8862803007887443,2.291293860148169,5.882228604432904,7.2897094949025965,0.25,1,0,0,0,0.25,gsrai_gt_up
1999-14,1999-04-09,1.105954915055992,0.4,2.737957838025884,3.6299228875103173,3.648504119776952,5.091986358010181,8.78123938158446,0.31,1,0,0,0,0.010000000000000009,gsrai_gt_up
1999-15,1999-04-16,1.102698412378829,0.52,-0.2944516664133645,2.4354442091327533,3.3247828526651535,3.343309372183745,4.782541252912109,0.4366666666666667,1,0,0,0,0.12,gsrai_gt_up
1999-16,1999-04-23,1.11485221778236,0.58,1.102187621483175,0.8044905452513573,3.564474995217126,4.463615819191613,4.4823465357150205,0.5,1,0,0,0,0.05999999999999994,gsrai_gt_up
1999-17,1999-04-30,1.1181638674099732,0.79,0.29704830602574894,1.4025099571677746,1.1039285768139173,3.872111513834886,4.773923220395759,0.63,1,0,0,0,0.21000000000000008,gsrai_gt_up
1999-18,1999-05-07,1.1080652254601517,0.73,-0.903145079550205,-0.608779550684202,0.48669817794921855,0.1908134206404677,2.9339956496727826,0.7000000000000001,1,0,0,0,-0.06000000000000005,gsrai_gt_up
1999-19,1999-05-14,1.0897449789188731,0.83,-1.6533545246554149,-2.5415674141686773,-2.252068791093209,-1.1747031930527396,-1.4656959263387503,0.7833333333333333,1,0,0,0,0.09999999999999998,gsrai_gt_up
1999-20,1999-05-21,1.0728144316131687,0.57,-1.55362471341699,-3.1812923135769666,-4.0557057081309855,-3.7707048072086247,-2.7100774273531636,0.71,0,1,0,0,-0.26,gsrai_gt_down
1999-21,1999-05-28,1.0417802620033068,0.6,-2.8927807732038513,-4.4014625296233785,-5.982045274394244,-6.8311638063922935,-6.55440735673527,0.6666666666666666,0,1,0,0,0.030000000000000027,gsrai_gt_down
1999-22,1999-06-04,1.0542252348699486,0.91,1.1945871236522132,-1.7327504361838164,-3.2594547106024163,-4.858918893320996,-5.71818088596684,0.6933333333333334,1,0,0,0,0.31000000000000005,gsrai_gt_up
1999-23,1999-06-11,1.05896234734046,1.06,0.44934538785685874,1.6493003336531364,-1.2911910824950135,-2.8247555321569306,-4.431406833410967,0.8566666666666668,1,0,0,0,0.15000000000000002,gsrai_gt_up
1999-24,1999-06-18,1.0780968953214356,0.94,1.8069148567020576,2.264379533130012,3.4860166431156303,0.49239305070902795,-1.0688816028309178,0.9700000000000001,0,1,0,0,-0.1200000000000001,gsrai_gt_down
1999-25,1999-06-25,1.059939407470227,1.02,-1.6842166905410516,0.0922658045605651,0.5420257845548004,1.743087878436178,-1.2001166057751256,1.0066666666666666,1,0,0,0,0.08000000000000007,gsrai_gt_up
