Date,ACWI,BCOM Index,JPEGCOMP Index,SP500BDT Index
2003-02-11,180.944,121.4465,230.382,199.12
2003-02-12,179.137,119.9877,230.078,199.48
2003-02-13,178.95,119.9546,229.827,199.77
2003-02-14,181.684,120.5706,230.113,199.01
2003-02-17,182.755,,,198.93
2003-02-18,185.078,120.3155,230.953,199.28
2003-02-19,183.44,120.8563,231.613,199.98
2003-02-20,182.514,120.4792,232.4,200.43
2003-02-21,184.022,122.2218,232.8,199.97
2003-02-24,181.651,125.0492,233.862,200.57
2003-02-25,180.253,121.6766,234.147,200.83
2003-02-26,178.779,123.8826,234.772,201.17
2003-02-27,180.02,122.4166,235.207,201.43
2003-02-28,181.416,122.5258,236.103,202.21
2003-03-03,181.468,121.9321,236.259,202.64
2003-03-04,179.035,122.289,236.172,202.88
2003-03-05,179.695,121.77,237.194,203.06
2003-03-06,178.095,122.4157,238.775,202.75
2003-03-07,177.795,124.0064,239.031,202.89
2003-03-10,173.856,122.9589,238.394,203.37
2003-03-11,172.63,121.612,238.596,203.13
2003-03-12,171.386,121.5551,238.915,203.03
2003-03-13,176.429,118.8484,238.702,201.84
2003-03-14,178.365,117.9232,238.739,202.07
2003-03-17,182.818,116.6705,237.812,201.24
2003-03-18,183.617,114.5515,238.508,200.7
2003-03-19,184.989,114.09,236.164,200.08
2003-03-20,185.557,113.0508,235.969,199.71
2003-03-21,189.072,111.3801,236.819,199.11
2003-03-24,184.122,112.3054,236.001,200.36
2003-03-25,185.708,111.1976,237.498,200.47
2003-03-26,185.335,111.2529,238.04,200.74
2003-03-27,184.492,112.6423,237.535,201.05
2003-03-28,183.645,112.3557,238.79,201.5
2003-03-31,180.201,113.1709,239.925,202.23
2003-04-01,182.09,112.076,241.475,202.44
2003-04-02,185.994,111.3525,242.529,201.98
2003-04-03,185.656,111.0008,244.119,202.3
2003-04-04,186.496,111.2417,243.987,202.18
2003-04-07,188.504,111.6282,244.497,201.94
2003-04-08,187.527,111.2958,244.133,202.62
2003-04-09,185.854,112.352,243.886,202.94
2003-04-10,186.12,111.5809,243.12,202.55
2003-04-11,185.535,112.2939,243.713,202.27
2003-04-14,188.094,112.152,245.143,202.15
2003-04-15,190.039,113.4736,246.704,202.91
2003-04-16,188.648,113.443,246.82,203.56
2003-04-17,190.96,114.9768,247.776,203.72
2003-04-18,191.059,,,203.63
2003-04-21,190.567,115.4188,247.775,203.82
2003-04-22,193.542,114.5212,248.37,204.07
2003-04-23,195.147,113.3289,248.953,204.54
2003-04-24,193.768,112.8714,249.284,205.63
2003-04-25,191.139,112.6237,249.642,205.89
2003-04-28,194.023,110.9664,250.266,205.86
2003-04-29,194.53,111.2272,251.227,205.78
2003-04-30,195.753,112.3595,253.596,206.65
2003-05-01,196.137,112.6475,254.294,206.79
2003-05-02,197.919,112.0247,255.762,206.45
2003-05-05,198.376,113.6193,255.813,206.99
2003-05-06,200.84,112.9911,255.331,208.01
2003-05-07,199.95,113.7732,257.695,209.01
2003-05-08,197.807,114.8506,259.033,209.2
2003-05-09,200.126,116.6231,259.663,209.16
2003-05-12,202.198,117.3944,261.317,209.62
2003-05-13,201.868,119.0341,262.555,209.74
2003-05-14,201.726,119.7218,261.706,210.49
2003-05-15,202.891,119.2124,259.66,210.03
2003-05-16,203.122,119.4883,259.567,210.86
2003-05-19,198.887,118.4772,259.362,210.88
2003-05-20,198.841,118.7891,258.343,211.72
2003-05-21,198.878,119.6561,260.601,211.35
2003-05-22,200.776,118.7275,262.59,212.09
2003-05-23,201.529,118.8481,263.871,212.28
2003-05-26,201.821,,,212.37
2003-05-27,204.079,118.2385,263.517,211.83
2003-05-28,204.852,117.2862,262.571,211.61
2003-05-29,205.335,118.1188,264.405,212.59
2003-05-30,206.535,118.8213,264.111,212.5
2003-06-02,208.458,120.2647,263.784,211.98
2003-06-03,208.507,119.7001,265.044,212.94
2003-06-04,210.885,119.0409,266.844,213.34
2003-06-05,212.295,120.1219,268.371,213.13
2003-06-06,212.701,120.8258,268.917,213.18
2003-06-09,210.963,120.0098,269.545,214.11
2003-06-10,211.853,120.5273,269.937,215.07
2003-06-11,214.801,120.5653,269.843,215.17
2003-06-12,215.366,118.5449,270.884,215.53
2003-06-13,213.811,116.9823,272.533,216.37
2003-06-16,217.509,117.0069,273.382,215.78
2003-06-17,218.581,117.8018,273.091,214.95
2003-06-18,218.09,117.2839,270.093,214.31
2003-06-19,215.321,117.6122,268.695,214.43
2003-06-20,215.523,117.5395,267.015,213.87
2003-06-23,212.334,116.8044,267.055,214.61
2003-06-24,211.573,115.9031,268.654,215.15
2003-06-25,211.327,117.2477,267.53,214.09
2003-06-26,211.639,114.7077,264.337,212.5
2003-06-27,210.822,115.2883,262.885,212.17
2003-06-30,210.079,115.7878,264.102,212.66
2003-07-01,210.962,116.3971,264.896,212.33
2003-07-02,213.84,116.4456,264.508,212.58
2003-07-03,213.763,116.1357,262.379,211.66
2003-07-04,213.302,,,211.38
2003-07-07,216.746,116.6832,259.315,211.36
2003-07-08,216.934,117.2276,259.473,211.3
2003-07-09,216.002,118.2649,260.464,211.54
2003-07-10,213.662,117.0629,260.948,211.85
2003-07-11,214.703,117.015,260.762,212.24
2003-07-14,216.714,117.1648,261.356,211.57
2003-07-15,215.531,116.1077,259.198,209.75
2003-07-16,214.081,115.4121,258.835,209.7
2003-07-17,211.291,115.7128,260.602,209.69
2003-07-18,212.835,116.1704,261.572,209.6
2003-07-21,211.169,116.0647,260.979,207.89
2003-07-22,212.54,114.0209,261.397,208.22
2003-07-23,213.365,114.7523,261.644,208.59
2003-07-24,213.91,115.3716,260.645,208.14
2003-07-25,215.98,115.7571,260.952,207.93
2003-07-28,216.505,116.2341,259.672,206.97
2003-07-29,215.378,116.1758,257.695,205.78
2003-07-30,214.189,116.0358,257.21,206.12
2003-07-31,214.455,116.3948,254.751,204.28
2003-08-01,212.852,118.3628,251.79,204.45
2003-08-04,212.851,117.2502,251.127,205.2
2003-08-05,210.969,117.4481,251.61,204.14
2003-08-06,210.192,117.6922,251.244,205.28
2003-08-07,211.547,119.1438,253.537,205.76
2003-08-08,212.207,118.6134,256.452,205.86
2003-08-11,213.293,118.6707,255.839,205.36
2003-08-12,214.79,118.9983,256.404,205.53
2003-08-13,214.58,118.5316,254.488,203.65
2003-08-14,216.288,118.2921,254.485,203.34
2003-08-15,216.429,117.9608,254.579,203.69
2003-08-18,217.885,118.9354,256.329,204.28
2003-08-19,218.233,118.8727,258.575,205.4
2003-08-20,218.385,120.0973,259.045,205.03
2003-08-21,218.817,120.8397,258.731,204.48
2003-08-22,217.275,121.3215,259.921,205.03
2003-08-25,216.946,120.5607,259.262,204.54
2003-08-26,216.587,120.5459,260.464,205.04
2003-08-27,217.066,119.9864,260.707,204.62
2003-08-28,218.052,120.3947,261.342,205.74
2003-08-29,219.098,120.8984,260.953,205.69
2003-09-01,220.415,,,205.49
2003-09-02,221.787,118.7809,260.584,204.61
2003-09-03,223.323,119.5484,260.966,204.84
2003-09-04,223.711,119.3071,262.829,205.62
2003-09-05,223.395,119.634,265.067,207.14
2003-09-08,225.444,119.5951,265.34,206.89
2003-09-09,224.531,119.982,264.729,207.21
2003-09-10,222.237,120.65,266.71,208.15
2003-09-11,222.559,120.5949,266.687,207.71
2003-09-12,223.402,119.6774,267.236,208.41
2003-09-15,222.993,119.2095,267.597,208.74
2003-09-16,225.445,117.8064,267.174,208.44
2003-09-17,225.812,117.6904,268.453,209.48
2003-09-18,228.295,117.4459,268.813,209.63
2003-09-19,227.884,117.8979,269.642,209.93
2003-09-22,225.529,118.6188,267.724,209.38
2003-09-23,226.246,118.5064,267.357,209.64
2003-09-24,224.007,120.0715,269.29,210.4
2003-09-25,222.342,120.0378,269.616,210.74
2003-09-26,220.716,119.0097,269.785,211.54
2003-09-29,221.816,120.4262,269.392,211.2
2003-09-30,220.151,120.8978,270.104,212.63
2003-10-01,224.594,121.1389,270.09,212.67
2003-10-02,225.873,121.9345,269.744,212.07
2003-10-03,228.479,121.9401,269.184,210.22
2003-10-06,229.169,122.2614,270.035,210.81
2003-10-07,230.325,123.3978,270.069,210.01
2003-10-08,229.415,123.0738,272.085,210.13
2003-10-09,231.039,125.2255,271.94,209.78
2003-10-10,231.716,127.1809,272.59,210.3
2003-10-13,233.004,128.4169,,210.4
2003-10-14,233.594,127.3968,272.765,209.68
2003-10-15,233.327,127.5947,272.636,209.32
2003-10-16,234.306,126.9644,272.188,208.92
2003-10-17,232.491,125.516,270.84,209.69
2003-10-20,233.377,124.8853,270.776,209.97
2003-10-21,233.804,125.0666,271.314,209.94
2003-10-22,231.11,125.6225,270.586,210.62
2003-10-23,229.405,126.8193,269.842,210.16
2003-10-24,229.181,126.6318,270.342,211.19
2003-10-27,230.086,126.3351,269.541,210.84
2003-10-28,232.676,126.3617,270.249,211.63
2003-10-29,233.486,127.0427,270.683,210.91
2003-10-30,233.691,125.825,270.023,210.42
2003-10-31,233.236,126.5708,271.421,210.89
2003-11-03,234.356,125.1608,271.809,210.35
2003-11-04,234.497,125.1634,273.139,210.95
2003-11-05,233.773,127.3027,272.384,210.33
2003-11-06,233.771,126.1467,271.878,209.66
2003-11-07,234.494,127.0949,271.547,209.35
2003-11-10,233.389,127.0738,271.991,209.22
2003-11-11,232.236,128.109,,209.26
2003-11-12,234.604,128.4753,273.019,210.13
2003-11-13,235.772,129.2333,273.82,211.73
2003-11-14,235.147,130.8534,274.38,212.35
2003-11-17,232.157,128.4987,274.398,212.93
2003-11-18,231.841,129.986,274.645,213.18
2003-11-19,231.888,127.7588,273.866,212.51
2003-11-20,231.044,127.0058,274.561,213.28
2003-11-21,231.541,126.8988,275.269,213.38
2003-11-24,233.683,124.817,275.055,212.64
2003-11-25,234.408,125.0512,275.453,213.13
2003-11-26,236.01,126.0868,275.451,212.69
2003-11-27,236.229,,,212.5
2003-11-28,236.424,,274.761,212.02
2003-12-01,239.463,129.0389,275.09,211.55
2003-12-02,239.748,131.144,275.512,211.83
2003-12-03,240.046,132.102,276.289,211.73
2003-12-04,240.382,132.777,277.382,212.21
2003-12-05,239.318,131.8001,278.723,213.8
2003-12-08,239.957,135.0055,279.444,213.26
2003-12-09,239.326,134.7972,279.669,212.69
2003-12-10,238.277,134.7467,279.003,213.05
2003-12-11,239.799,133.9217,278.704,213.7
2003-12-12,241.201,136.6262,279.169,213.79
2003-12-15,241.437,136.3283,279.635,213.65
2003-12-16,241.608,135.7671,280.371,214.02
2003-12-17,241.728,136.7907,281.564,214.44
2003-12-18,243.951,137.3204,282.492,215.04
2003-12-19,244.315,136.7654,282.639,215.18
2003-12-22,245.298,133.8889,282.784,215.04
2003-12-23,246.093,133.6801,282.374,214.1
2003-12-24,246.324,134.6716,282.108,214.91
2003-12-25,246.336,,,214.94
2003-12-26,246.722,,282.228,215.35
2003-12-29,249.082,135.0991,282.474,214.78
2003-12-30,250.164,135.892,282.492,214.35
2003-12-31,251.131,135.2686,282.829,214.56
2004-01-01,251.14,,,214.59
2004-01-02,251.738,,282.704,213.58
2004-01-05,255.235,140.4199,284.618,213.63
2004-01-06,255.764,140.0785,286.318,214.77
2004-01-07,255.218,139.2188,287.604,215.19
2004-01-08,256.969,141.1928,288.683,215.31
2004-01-09,256.516,142.2182,290.692,216.99
2004-01-12,256.781,142.3097,291.243,217.11
2004-01-13,256.0,140.6606,290.379,217.67
2004-01-14,257.089,140.6059,289.743,218.11
2004-01-15,256.26,137.4144,290.57,218.24
2004-01-16,256.943,139.9493,289.572,217.88
2004-01-19,257.294,,,217.86
2004-01-20,258.391,142.1683,289.035,217.63
2004-01-21,260.086,141.9049,289.654,217.83
2004-01-22,260.367,141.3028,290.19,218.59
2004-01-23,259.96,141.2073,289.486,217.75
2004-01-26,260.505,139.8684,288.483,217.07
2004-01-27,259.571,139.2503,289.133,217.65
2004-01-28,257.593,138.5638,287.088,216.53
2004-01-29,255.613,136.818,283.233,216.18
2004-01-30,255.195,137.6197,284.281,216.87
2004-02-02,255.959,138.4654,282.303,216.61
2004-02-03,256.466,138.5208,283.976,217.08
2004-02-04,254.251,137.3499,283.798,216.86
2004-02-05,254.887,137.7148,282.069,216.24
2004-02-06,258.021,137.2969,283.015,217.11
2004-02-09,258.644,138.0455,284.573,217.62
2004-02-10,259.543,138.4054,283.712,217.23
2004-02-11,261.125,139.3714,285.79,218.12
2004-02-12,261.671,140.0161,286.368,217.77
2004-02-13,260.882,140.5043,286.338,218.13
2004-02-16,261.11,,,218.0
2004-02-17,263.631,142.0288,285.796,218.31
2004-02-18,262.805,140.9828,285.262,218.28
2004-02-19,261.977,141.8762,283.881,218.27
2004-02-20,259.935,140.9482,283.132,217.73
2004-02-23,259.806,141.5784,284.38,218.18
2004-02-24,259.097,143.1398,285.063,218.33
2004-02-25,259.075,143.8365,284.707,218.47
2004-02-26,258.775,145.6168,284.86,218.21
2004-02-27,259.511,146.4448,285.274,218.97
2004-03-01,262.581,148.6982,286.207,218.94
2004-03-02,261.215,146.7784,285.369,218.44
2004-03-03,259.797,144.084,286.099,218.27
2004-03-04,260.987,144.8247,286.823,218.67
2004-03-05,262.911,146.0612,289.403,220.66
2004-03-08,261.325,143.9637,291.341,221.32
2004-03-09,260.301,144.2988,291.798,221.83
2004-03-10,256.326,143.8865,290.828,221.64
2004-03-11,251.995,146.7277,289.973,221.46
2004-03-12,253.05,145.6506,290.019,221.25
2004-03-15,250.258,148.2916,290.437,221.15
2004-03-16,252.483,149.2709,290.884,222.05
2004-03-17,254.897,150.223,291.709,222.15
2004-03-18,255.314,151.1638,291.621,221.49
2004-03-19,253.78,151.2636,292.577,221.21
2004-03-22,250.395,151.6906,292.278,221.9
2004-03-23,249.965,151.4422,292.516,221.91
2004-03-24,249.301,150.0681,292.163,221.9
2004-03-25,252.483,147.6662,292.241,221.68
2004-03-26,252.595,148.0687,291.422,220.65
2004-03-29,255.704,148.002,290.595,220.36
2004-03-30,256.549,150.4147,291.704,220.29
2004-03-31,257.43,150.8372,292.391,220.93
2004-04-01,259.668,149.9662,292.69,220.38
2004-04-02,260.835,150.0802,288.964,218.07
2004-04-05,261.786,148.6681,287.945,217.39
2004-04-06,261.523,149.7132,289.865,217.84
2004-04-07,261.37,150.8711,289.513,218.03
2004-04-08,261.057,151.5674,289.364,217.74
2004-04-09,260.635,,,217.78
2004-04-12,261.627,151.4755,288.931,217.63
2004-04-13,259.003,148.6087,288.066,216.63
2004-04-14,256.91,149.8324,286.493,215.98
2004-04-15,256.419,148.488,283.277,215.73
2004-04-16,258.232,148.8454,284.667,216.3
2004-04-19,258.28,148.4744,284.671,216.09
2004-04-20,256.407,147.624,283.405,215.69
2004-04-21,255.659,144.1939,281.289,215.48
2004-04-22,257.774,145.1531,282.737,216.1
2004-04-23,258.378,145.4855,282.678,215.3
2004-04-26,258.27,146.6349,282.73,215.58
2004-04-27,258.304,148.6018,281.021,215.92
2004-04-28,254.429,146.6732,276.882,215.21
2004-04-29,252.826,147.72,274.873,214.43
2004-04-30,250.932,148.0462,276.515,214.85
2004-05-03,252.312,150.422,273.827,214.92
2004-05-04,254.218,151.9315,274.148,214.35
2004-05-05,255.273,152.3684,274.309,213.97
2004-05-06,252.249,150.9853,269.087,213.31
2004-05-07,248.295,151.2121,263.974,211.57
2004-05-10,242.332,148.2491,260.308,211.29
2004-05-11,244.014,150.0953,264.72,211.36
2004-05-12,244.968,149.8107,264.149,211.09
2004-05-13,244.209,150.0466,264.453,210.54
2004-05-14,243.452,149.0783,268.581,211.21
2004-05-17,240.813,148.2263,269.617,212.19
2004-05-18,242.587,146.9016,270.317,211.94
2004-05-19,245.386,150.6122,270.171,211.57
2004-05-20,243.972,148.3661,268.028,212.24
2004-05-21,245.889,148.3287,268.668,211.94
2004-05-24,246.279,151.6245,269.652,212.33
2004-05-25,248.641,151.4083,271.44,212.5
2004-05-26,249.925,151.1075,271.421,213.14
2004-05-27,252.623,149.5937,272.528,213.92
2004-05-28,252.174,150.4365,272.41,213.4
2004-05-31,252.278,,,213.46
2004-06-01,252.058,154.9942,271.067,212.93
2004-06-02,252.77,151.1132,272.086,212.63
2004-06-03,250.877,148.9622,271.819,212.72
2004-06-04,252.225,148.1654,272.824,212.13
2004-06-07,256.756,148.5661,274.902,212.36
2004-06-08,256.991,146.2231,274.338,212.43
2004-06-09,254.327,145.5523,273.274,212.08
2004-06-10,255.161,145.7751,272.496,212.23
2004-06-11,254.161,,272.555,212.18
2004-06-14,251.713,144.8755,270.18,211.5
2004-06-15,253.16,144.1411,273.064,213.36
2004-06-16,254.096,145.1781,273.363,212.96
2004-06-17,254.374,147.2173,274.727,213.4
2004-06-18,255.143,147.2155,274.562,213.31
2004-06-21,254.79,146.0277,275.696,213.59
2004-06-22,254.355,145.4771,275.578,213.5
2004-06-23,255.876,146.3834,276.318,213.6
2004-06-24,257.272,147.6814,276.973,214.2
2004-06-25,256.206,147.0314,275.401,214.2
2004-06-28,257.051,144.2503,274.3,213.33
2004-06-29,256.439,143.2893,275.091,213.75
2004-06-30,256.895,144.0336,276.406,214.61
2004-07-01,255.519,145.7458,277.362,215.17
2004-07-02,255.044,145.1736,280.425,216.28
2004-07-05,254.34,,,216.24
2004-07-06,252.813,146.9548,280.464,216.16
2004-07-07,253.647,147.3126,279.998,216.14
2004-07-08,252.635,147.4818,278.974,216.26
2004-07-09,253.403,147.0961,279.705,216.37
2004-07-12,253.658,145.9244,280.918,216.68
2004-07-13,253.256,145.1352,281.382,216.47
2004-07-14,252.614,147.8004,282.272,216.52
2004-07-15,251.056,146.4657,282.889,216.54
2004-07-16,251.415,146.6498,285.957,217.81
2004-07-19,251.118,146.7271,286.288,217.93
2004-07-20,251.455,145.4165,284.881,216.97
2004-07-21,249.339,144.2294,282.895,216.66
2004-07-22,248.635,145.3411,283.3,216.89
2004-07-23,246.047,145.2327,283.728,217.16
2004-07-26,245.076,144.3599,282.183,216.85
2004-07-27,245.95,144.3411,280.517,215.7
2004-07-28,246.263,145.7462,281.366,215.83
2004-07-29,247.722,145.9746,283.07,215.96
2004-07-30,248.451,146.4138,284.619,216.97
2004-08-02,248.984,146.0031,284.54,217.29
2004-08-03,248.581,146.1775,285.256,217.57
2004-08-04,247.347,144.126,285.685,217.54
2004-08-05,245.325,145.7562,285.975,217.87
2004-08-06,243.049,144.8048,288.927,219.7
2004-08-09,242.379,145.432,289.18,219.52
2004-08-10,244.76,145.1417,289.267,219.08
2004-08-11,243.297,144.1249,288.993,219.23
2004-08-12,241.627,144.9543,289.75,219.5
2004-08-13,242.028,146.8723,291.293,220.03
2004-08-16,244.141,146.1515,290.986,219.69
2004-08-17,244.779,147.0224,292.32,220.24
2004-08-18,246.456,146.8546,292.559,220.1
2004-08-19,247.195,149.1038,292.565,220.34
2004-08-20,247.852,148.4827,293.807,220.16
2004-08-23,247.747,147.8061,293.644,219.8
2004-08-24,247.286,146.0865,294.549,219.93
2004-08-25,248.616,143.9274,294.748,220.17
2004-08-26,249.363,143.0653,294.444,220.63
2004-08-27,250.148,142.6336,295.054,220.67
2004-08-30,248.873,143.0396,296.064,221.19
2004-08-31,249.507,143.5561,296.365,221.8
2004-09-01,250.693,145.3767,296.552,221.93
2004-09-02,252.399,144.1697,295.838,221.39
2004-09-03,251.106,142.8045,295.163,220.3
2004-09-06,252.035,,,220.27
2004-09-07,253.224,141.6087,296.762,220.99
2004-09-08,252.887,140.9914,297.789,221.82
2004-09-09,252.608,142.9435,297.83,221.55
2004-09-10,254.39,141.6543,297.875,221.77
2004-09-13,255.233,143.4442,297.8,222.23
2004-09-14,255.855,143.9151,298.615,222.66
2004-09-15,253.399,143.0102,299.382,222.29
2004-09-16,254.252,143.1109,301.154,223.35
2004-09-17,255.147,144.9174,301.26,222.83
2004-09-20,254.289,145.6079,302.545,223.64
2004-09-21,256.31,148.1959,302.569,223.83
2004-09-22,253.739,150.1015,303.466,224.25
2004-09-23,253.012,150.3496,302.729,223.83
2004-09-24,252.834,149.3367,301.502,223.68
2004-09-27,251.405,150.3402,301.413,224.14
2004-09-28,252.59,150.8987,301.456,224.02
2004-09-29,253.616,152.7568,301.32,223.38
2004-09-30,254.373,153.1752,301.304,223.18
2004-10-01,258.005,153.3178,300.999,222.57
2004-10-04,259.024,152.0052,302.634,222.91
2004-10-05,259.368,154.5738,303.193,222.91
2004-10-06,260.361,155.7094,302.932,222.42
2004-10-07,258.767,156.3972,302.496,222.29
2004-10-08,258.596,157.7358,305.285,223.56
2004-10-11,258.678,157.671,,223.67
2004-10-12,256.667,154.7387,306.319,224.02
2004-10-13,255.343,153.0945,305.546,224.29
2004-10-14,254.188,154.1115,304.377,224.95
2004-10-15,255.21,154.9765,304.746,224.5
2004-10-18,255.74,153.1181,304.907,224.57
2004-10-19,255.559,154.4894,303.867,224.62
2004-10-20,255.098,156.3498,304.244,224.96
2004-10-21,255.995,157.1432,305.053,225.01
2004-10-22,254.934,158.1304,305.23,225.21
2004-10-25,254.2,157.255,303.934,225.46
2004-10-26,256.387,159.2942,304.485,225.44
2004-10-27,259.236,155.9892,304.891,224.58
2004-10-28,260.319,154.03,305.073,224.83
2004-10-29,260.379,155.5494,306.146,225.44
2004-11-01,261.096,153.2528,306.395,224.91
2004-11-02,261.943,152.453,307.479,225.12
2004-11-03,264.771,154.2203,307.83,225.4
2004-11-04,267.481,152.1742,309.107,225.57
2004-11-05,269.076,152.2651,307.291,224.48
2004-11-08,268.8,151.1296,306.764,224.25
2004-11-09,268.351,149.589,306.8,224.21
2004-11-10,268.231,151.9703,306.448,223.87
2004-11-11,269.994,150.3709,,223.91
2004-11-12,272.585,150.6085,308.537,224.5
2004-11-15,273.094,151.5834,308.966,224.73
2004-11-16,271.85,149.9211,309.081,224.56
2004-11-17,274.095,152.4963,310.634,225.35
2004-11-18,273.843,151.2362,311.364,225.67
2004-11-19,272.426,153.0469,309.995,224.91
2004-11-22,272.129,152.0046,310.222,225.36
2004-11-23,272.556,152.942,310.774,225.21
2004-11-24,273.859,156.2232,311.296,225.13
2004-11-25,275.272,,,225.05
2004-11-26,275.272,,310.577,224.74
2004-11-29,275.289,154.7398,308.297,223.94
2004-11-30,274.17,153.406,308.286,223.68
2004-12-01,276.985,149.8825,309.109,223.61
2004-12-02,277.433,145.2785,308.571,223.44
2004-12-03,278.166,145.2207,310.168,224.87
2004-12-06,277.825,145.6761,311.392,225.4
2004-12-07,276.026,142.8308,311.801,225.57
2004-12-08,274.756,142.3915,312.674,226.73
2004-12-09,274.376,142.9295,311.902,226.37
2004-12-10,273.961,141.2706,311.961,226.46
2004-12-13,276.713,143.4944,312.553,226.64
2004-12-14,277.629,143.9359,313.143,226.87
2004-12-15,279.535,146.8914,315.104,227.57
2004-12-16,278.584,145.9515,314.141,226.42
2004-12-17,277.007,149.5043,314.382,226.24
2004-12-20,278.71,148.6471,315.099,226.47
2004-12-21,279.689,148.622,315.735,226.81
2004-12-22,280.948,146.9099,315.745,226.57
2004-12-23,281.971,147.1413,315.71,226.46
2004-12-24,282.78,,,226.49
2004-12-27,282.775,144.0957,315.644,225.81
2004-12-28,283.933,144.5726,314.85,225.82
2004-12-29,283.547,146.1957,315.183,225.55
2004-12-30,284.576,145.6045,315.602,226.22
2004-12-31,284.521,,316.009,226.74
2005-01-03,282.722,143.2955,316.167,226.9
2005-01-04,279.537,142.393,314.536,226.17
2005-01-05,277.808,142.1799,313.145,226.25
2005-01-06,277.579,144.4881,312.693,226.22
2005-01-07,277.096,144.2124,313.151,226.1
2005-01-10,278.099,144.5722,312.489,226.28
2005-01-11,277.452,145.282,312.967,226.61
2005-01-12,278.57,145.1574,314.505,226.62
2005-01-13,277.008,147.5727,315.378,227.22
2005-01-14,277.617,146.7939,314.088,226.9
2005-01-17,278.195,,,226.94
2005-01-18,278.858,146.0757,313.396,227.13
2005-01-19,277.733,146.5587,314.014,227.24
2005-01-20,275.186,146.0704,314.545,227.4
2005-01-21,274.58,146.9969,315.651,227.55
2005-01-24,274.665,147.8684,316.523,228.01
2005-01-25,274.744,148.3077,316.641,227.43
2005-01-26,277.027,148.174,317.067,227.55
2005-01-27,277.05,147.0154,316.89,227.5
2005-01-28,276.054,145.7699,317.451,228.25
2005-01-31,278.299,146.8208,317.988,228.43
2005-02-01,279.583,145.5364,317.891,228.5
2005-02-02,280.713,144.6097,317.799,228.56
2005-02-03,279.488,143.5457,318.272,228.46
2005-02-04,282.098,143.2307,320.723,229.55
2005-02-07,281.746,142.4124,321.869,230.09
2005-02-08,281.188,143.0877,322.091,230.35
2005-02-09,280.115,143.3517,322.802,230.86
2005-02-10,281.715,145.6395,321.945,229.75
2005-02-11,283.447,145.9448,321.922,229.51
2005-02-14,284.872,146.7951,322.261,229.93
2005-02-15,285.772,147.375,321.863,229.72
2005-02-16,285.149,147.4908,321.377,229.15
2005-02-17,284.7,147.698,322.049,228.92
2005-02-18,285.149,148.4769,320.526,228.09
2005-02-21,285.228,,,228.18
2005-02-22,283.857,152.9005,319.271,227.92
2005-02-23,283.335,154.0207,319.937,228.21
2005-02-24,284.586,153.1839,320.739,228.13
2005-02-25,287.403,155.1462,320.947,228.31
2005-02-28,287.494,156.8857,320.113,227.64
2005-03-01,288.197,155.779,319.722,227.52
2005-03-02,287.552,157.2687,320.216,227.43
2005-03-03,287.79,157.9671,320.518,227.45
2005-03-04,291.026,158.7195,322.353,228.27
2005-03-07,291.058,158.4455,323.625,228.49
2005-03-08,291.204,160.5986,322.898,227.78
2005-03-09,289.501,161.341,320.197,226.33
2005-03-10,288.833,160.7206,319.605,226.94
2005-03-11,288.517,162.4011,318.401,226.12
2005-03-14,288.125,162.4136,316.673,226.27
2005-03-15,287.213,164.2978,314.654,225.99
2005-03-16,285.821,165.246,314.038,225.76
2005-03-17,285.469,164.501,315.353,226.05
2005-03-18,285.085,163.7396,314.877,225.61
2005-03-21,283.329,162.0901,313.363,225.34
2005-03-22,282.184,161.3231,311.451,224.41
2005-03-23,279.648,158.1566,309.048,224.22
2005-03-24,279.366,158.6448,308.326,224.37
2005-03-25,279.549,,,224.57
2005-03-28,279.139,158.2618,307.47,224.22
2005-03-29,277.669,159.2339,308.275,224.42
2005-03-30,279.622,160.477,310.374,224.59
2005-03-31,280.512,162.0939,311.958,225.1
2005-04-01,280.012,162.3892,312.579,225.42
2005-04-04,278.545,161.2859,311.029,225.37
2005-04-05,280.111,160.3236,311.54,225.19
2005-04-06,280.988,160.4364,314.176,225.53
2005-04-07,282.632,158.2932,313.869,225.24
2005-04-08,281.268,156.7287,313.672,225.09
2005-04-11,281.673,157.5328,314.284,225.26
2005-04-12,281.292,155.7024,315.83,226.1
2005-04-13,280.255,153.5752,316.449,225.9
2005-04-14,277.194,153.3467,314.087,225.81
2005-04-15,273.854,152.8844,312.479,226.32
2005-04-18,272.019,151.9609,313.129,226.55
2005-04-19,274.384,155.7303,315.44,226.92
2005-04-20,272.571,156.9556,315.376,226.98
2005-04-21,275.225,156.7352,316.577,226.38
2005-04-22,275.29,157.6812,316.558,226.99
2005-04-25,276.347,157.6979,316.615,227.16
2005-04-26,274.634,157.7086,316.66,226.91
2005-04-27,273.872,154.119,317.051,227.17
2005-04-28,271.682,153.484,316.469,227.86
2005-04-29,273.702,152.2941,316.878,227.44
2005-05-02,274.236,152.5702,317.091,227.55
2005-05-03,274.686,150.0403,318.253,227.43
2005-05-04,277.824,150.6197,319.513,227.55
2005-05-05,278.013,151.1526,320.064,227.63
2005-05-06,278.132,151.3207,319.462,226.47
2005-05-09,278.427,152.0806,319.976,226.58
2005-05-10,276.566,152.61,318.906,227.16
2005-05-11,276.196,151.4438,318.968,227.17
2005-05-12,274.167,148.499,319.321,227.31
2005-05-13,272.639,147.3258,319.492,227.55
2005-05-16,273.125,146.7103,319.369,227.38
2005-05-17,274.039,147.4324,318.704,227.37
