year_week,CPALTT01USM657N,VIXCLS,DGS10,AAA10Y,BAMLH0A0HYM2EY,GEPUCURRENT,DGS3MO,acwi_log_diff,std_5_acwi_log_diff,mean_5_acwi_log_diff,std_15_acwi_log_diff,mean_15_acwi_log_diff,pmi_us_gt_50_up,pmi_us_gt_50_down,pmi_us_lt_50_up,pmi_us_lt_50_down,BAMLEMCBPIOAS,USTREASURY/HQMYC_10.0-20.0,USTREASURY/YIELD_10 YR-20 YR,dxy_log_diff,std_5_dxy_log_diff,mean_5_dxy_log_diff,std_15_dxy_log_diff,mean_15_dxy_log_diff
2017-22,0.0907111014861139,9.75,2.15,1.55,5.49,168.99306544018324,0.98,0.010406464950348554,0.7187910501842548,0.7187910501842548,0.25863238331447497,0.25863238331447497,1.0,0.0,0.0,0.0,2.62,-0.7799999999999998,-0.3799999999999999,-0.007488819848441499,0.5267912691155343,0.5267912691155343,-0.6477393290073492,-0.6477393290073492
2017-23,0.0907111014861139,10.7,2.21,1.53,5.57,168.99306544018324,1.01,-0.005372825212892118,-1.2108667625017278,-1.2108667625017278,-0.34831703109644796,-0.34831703109644796,,,,,2.6,,-0.3799999999999999,0.005763229330073438,-0.17138115960229902,-0.17138115960229902,-0.6732564191679884,-0.6732564191679884
2017-24,0.0907111014861139,10.38,2.16,1.51,5.56,168.99306544018324,1.03,-0.0014662444909575468,0.727507962425603,0.727507962425603,-0.24824106305143384,-0.24824106305143384,,,,,2.6,,-0.3599999999999999,-0.0011314661921570125,-0.22351414428770114,-0.22351414428770114,-0.0635240064045342,-0.0635240064045342
2017-25,0.0907111014861139,10.02,2.15,1.45,5.66,168.99306544018324,0.97,0.0017703709756506792,0.039462933815610834,0.039462933815610834,-0.32072331063458637,-0.32072331063458637,,,,,2.65,,-0.33000000000000007,0.001028658514388928,-0.09214210485898344,-0.09214210485898344,0.2889678579787828,0.2889678579787828
2017-26,-0.0689922638852295,11.18,2.31,1.4,5.71,147.25480686189366,1.03,-0.004064078034675295,-0.042625266629653234,-0.042625266629653234,0.08146070654725225,0.08146070654725225,1.0,0.0,0.0,0.0,2.61,-0.7300000000000004,-0.2999999999999998,-0.01696326680275524,1.4299898218349496,1.4299898218349496,0.7270106926285844,0.7270106926285844
2017-27,-0.0689922638852295,11.19,2.39,1.4,5.84,147.25480686189366,1.05,-0.0024326041062274102,-0.15628626005971816,-0.15628626005971816,0.13258589187055742,0.13258589187055742,,,,,2.61,,-0.31999999999999984,0.00396585712552872,-1.3142433396979851,-1.3142433396979851,0.11247380994003521,0.11247380994003521
2017-28,-0.0689922638852295,9.51,2.33,1.38,5.65,147.25480686189366,1.04,0.020957490743533095,1.0828288573839242,1.0828288573839242,0.5699469347914013,0.5699469347914013,,,,,2.59,,-0.33999999999999986,-0.008945398919538198,0.45862874034428613,0.45862874034428613,-0.4478543700257783,-0.4478543700257783
2017-29,-0.0689922638852295,9.36,2.24,1.37,5.49,147.25480686189366,1.16,0.006278477773452127,-0.8639390107273615,-0.8639390107273615,0.6122186978110521,0.6122186978110521,,,,,2.58,,-0.3299999999999996,-0.013703120601913714,0.41662683381149823,0.41662683381149823,0.3976216549606322,0.3976216549606322
2017-30,-0.0689922638852295,10.29,2.3,1.38,5.47,147.25480686189366,1.08,0.000999986456681305,-0.7242462293771492,-0.7242462293771492,-0.18080941432424621,-0.18080941432424621,,,,,2.55,,-0.3500000000000001,-0.006402433195703439,-0.4164163419920453,-0.4164163419920453,0.14950976262416713,0.14950976262416713
2017-31,0.299445229710857,10.03,2.27,1.38,5.51,140.25735348948874,1.08,0.003820913405816105,0.14447778250625196,0.14447778250625196,-0.9548972897994711,-0.9548972897994711,1.0,0.0,0.0,0.0,2.52,-0.6699999999999999,-0.33999999999999986,0.0030299646844625465,-0.05059244575438673,-0.05059244575438673,-0.19286282132871108,-0.19286282132871108
2017-32,0.299445229710857,15.51,2.19,1.44,5.8,140.25735348948874,1.03,-0.016283927052861052,1.5371421488858175,1.5371421488858175,0.4224062433583503,0.4224062433583503,,,,,2.61,,-0.3599999999999999,-0.0050693797573899985,-0.3210649734764311,-0.3210649734764311,-0.5772375574565364,-0.5772375574565364
2017-33,0.299445229710857,14.26,2.19,1.45,5.79,140.25735348948874,1.02,-0.001501124001442213,-0.6468729121133068,-0.6468729121133068,0.2887033029386925,0.2887033029386925,,,,,2.55,,-0.3500000000000001,0.003914151150392446,-0.20413575247466456,-0.20413575247466456,-0.2267787308127893,-0.2267787308127893
2017-34,0.299445229710857,11.28,2.17,1.45,5.69,140.25735348948874,1.03,0.009284744654774642,-0.38668522735375693,-0.38668522735375693,-0.16252091493370735,-0.16252091493370735,,,,,2.53,,-0.33999999999999986,-0.007455425726135192,0.4948206542246276,0.4948206542246276,-0.15158219117362448,-0.15158219117362448
2017-35,0.529490589323034,10.13,2.16,1.48,5.63,156.29470462299287,1.02,0.010222988452715033,0.3951068727861229,0.3951068727861229,-0.19165814370006992,-0.19165814370006992,1.0,0.0,0.0,0.0,2.51,-0.7099999999999995,-0.34999999999999964,0.0007976115192679601,0.08027517214122327,0.08027517214122327,0.5727638153818986,0.5727638153818986
2017-36,0.529490589323034,12.12,2.06,1.54,5.64,156.29470462299287,1.04,-0.000589882592953093,-0.7203489730297377,-0.7203489730297377,0.08114767539056812,0.08114767539056812,,,,,2.51,,-0.3500000000000001,-0.0158773140832358,0.49222457874430864,0.49222457874430864,0.18451568016240288,0.18451568016240288
2017-37,0.529490589323034,10.17,2.2,1.43,5.58,156.29470462299287,1.05,0.01153831846585205,-0.46610655605645146,-0.46610655605645146,0.3487658911468105,0.3487658911468105,,,,,2.42,,-0.31999999999999984,0.005676127539306447,-0.6117940880521359,-0.6117940880521359,-0.30734598872731617,-0.30734598872731617
2017-38,0.529490589323034,9.59,2.26,1.36,5.55,156.29470462299287,1.03,0.0030457649373544808,0.20264641567341463,0.20264641567341463,-0.0021393542933105646,-0.0021393542933105646,,,,,2.38,,-0.31000000000000005,0.003249243525260348,-0.06463390526963783,-0.06463390526963783,-0.2259647187209852,-0.2259647187209852
2017-39,0.529490589323034,9.51,2.33,1.29,5.53,156.29470462299287,1.06,0.0004478501215023995,0.548995903464601,0.548995903464601,-0.9392850031382886,-0.9392850031382886,,,,,2.31,-0.7100000000000004,-0.2999999999999998,0.009770816260786925,-0.025240411246102306,-0.025240411246102306,0.3878455167911858,0.3878455167911858
2017-40,-0.0632042103727646,9.65,2.37,1.26,5.53,148.71279526050952,1.07,0.008204437856545524,-0.029517970781533287,-0.029517970781533287,0.5590812622347031,0.5590812622347031,0.0,1.0,0.0,0.0,2.26,,-0.31000000000000005,0.007748492287478271,-0.22418299662681815,-0.22418299662681815,0.27793309353443707,0.27793309353443707
2017-41,-0.0632042103727646,9.61,2.28,1.26,5.55,148.71279526050952,1.09,0.00851343459198072,0.2213730572830177,0.2213730572830177,0.44489190152412733,0.44489190152412733,,,,,2.28,,-0.30000000000000027,-0.007587346649073324,0.28178838927068633,0.28178838927068633,-0.6375349999058235,-0.6375349999058235
2017-42,-0.0632042103727646,9.97,2.39,1.21,5.47,148.71279526050952,1.11,0.002634446999106545,-1.1855361937284714,-1.1855361937284714,-0.36976194314248506,-0.36976194314248506,,,,,2.21,,-0.2799999999999998,0.006531352182912731,-0.44572561605022426,-0.44572561605022426,-0.2578785283516105,-0.2578785283516105
2017-43,-0.0632042103727646,9.8,2.42,1.21,5.51,148.71279526050952,1.1,-0.001417220368992092,0.623499244829156,0.623499244829156,-0.600515550093239,-0.600515550093239,,,,,2.23,,-0.29000000000000004,0.0128834283834925,1.132871671251521,1.132871671251521,0.6758035324238387,0.6758035324238387
2017-44,0.0024324685907436,9.14,2.34,1.19,5.56,154.99339714440185,1.18,0.0063727593612007945,0.24596295363769063,0.24596295363769063,0.04312439864325633,0.04312439864325633,0.0,1.0,0.0,0.0,2.29,-0.6299999999999999,-0.25,0.0002633561063801,-1.1726600264271343,-1.1726600264271343,0.1449293250516608,0.1449293250516608
2017-45,0.0024324685907436,11.29,2.4,1.27,5.85,154.99339714440185,1.23,-0.0020106034969858667,-0.23184400721557372,-0.23184400721557372,0.34571316800375235,0.34571316800375235,,,,,2.33,,-0.27,-0.005809916412536621,0.36600982393651593,0.36600982393651593,-0.4292808166815731,-0.4292808166815731
2017-46,0.0024324685907436,11.43,2.35,1.26,5.84,154.99339714440185,1.29,-0.0022300319415084935,0.5388122777351009,0.5388122777351009,-0.1329470647953657,-0.1329470647953657,,,,,2.3,,-0.23999999999999977,-0.007753172262935516,0.2790387201916451,0.2790387201916451,0.051054708023443626,0.051054708023443626
2017-47,0.0024324685907436,9.67,2.34,1.19,5.76,154.99339714440185,1.29,0.013200911230560901,0.2969110009624136,0.2969110009624136,0.3591902953025689,0.3591902953025689,,,,,2.27,,-0.2400000000000002,-0.009439901899249313,0.5390175734267856,0.5390175734267856,0.38234104230621213,0.38234104230621213
2017-48,-0.05878322772623,11.43,2.37,1.15,5.77,148.59467036523515,1.27,0.0002423471933356943,-0.5795117567523621,-0.5795117567523621,0.34360129923848365,0.34360129923848365,1.0,0.0,0.0,0.0,2.22,-0.5999999999999996,-0.20999999999999996,0.0011095133821978713,-1.195792882418292,-1.195792882418292,-0.20851089946436344,-0.20851089946436344
2017-49,-0.05878322772623,9.58,2.38,1.16,5.8,148.59467036523515,1.28,0.0012068881421270587,0.24417432332898245,0.24417432332898245,-0.6281658565937178,-0.6281658565937178,,,,,2.22,,-0.20999999999999996,0.010878866941405751,0.5708139300932482,0.5708139300932482,-0.2190685350568869,-0.2190685350568869
2017-50,-0.05878322772623,9.42,2.35,1.08,5.79,148.59467036523515,1.31,0.00593775232425461,-0.9747137418699918,-0.9747137418699918,-0.009182045491755532,-0.009182045491755532,,,,,2.22,,-0.16999999999999993,0.0003300804467954765,-0.005905375587703339,-0.005905375587703339,-0.05529252028458829,-0.05529252028458829
2017-51,-0.05878322772623,9.9,2.48,1.07,5.82,148.59467036523515,1.33,0.008258366381874284,0.2172021409486692,0.2172021409486692,0.5913494919181115,0.5913494919181115,,,,,2.17,,-0.20000000000000018,-0.006247383878617235,-0.551408514704874,-0.551408514704874,-0.3329634726695728,-0.3329634726695728
2017-52,-0.05878322772623,11.04,2.4,1.05,5.78,148.59467036523515,1.39,0.0033974056218077963,0.3115974420836926,0.3115974420836926,-0.32009779718688486,-0.32009779718688486,,,,,2.19,,-0.18000000000000016,-0.013188236719189844,1.0696155717598037,1.0696155717598037,0.5797072917151628,0.5797072917151628
2017-53,-0.05878322772623,11.04,2.4,1.05,5.84,148.59467036523515,1.39,,,,,,,,,,2.1,-0.5100000000000002,,,,,,
2018-00,0.544774545277541,9.22,2.47,1.03,5.64,150.52580037109837,1.39,0.026278019392233048,1.6446306074483426,1.6446306074483426,0.6223228772620055,0.6223228772620055,1.0,0.0,0.0,0.0,2.01,,-0.16999999999999993,-0.001901420118372131,-1.025505880593074,-1.025505880593074,0.2807719901055321,0.2807719901055321
2018-01,0.544774545277541,10.16,2.55,0.95,5.72,150.52580037109837,1.43,0.012357682020694595,-0.789758567061566,-0.789758567061566,0.4491945044084809,0.4491945044084809,,,,,1.98,,-0.16000000000000014,-0.010660324108356534,1.2789331945456028,1.2789331945456028,-0.09989873132773473,-0.09989873132773473
2018-02,0.544774545277541,11.27,2.64,0.94,5.77,150.52580037109837,1.44,0.011246728107620464,-0.2617120749509562,-0.2617120749509562,-0.0025707886713044084,-0.0025707886713044084,,,,,1.96,,-0.13999999999999968,-0.004428636896757987,-1.0438180354115354,-1.0438180354115354,0.26692189608635364,0.26692189608635364
2018-03,0.544774545277541,11.08,2.66,0.92,5.69,150.52580037109837,1.41,0.02028552016093016,0.4084992102925789,0.4084992102925789,-0.042419444199548906,-0.042419444199548906,,,,,1.91,,-0.1299999999999999,-0.016756219007927228,0.9769067465351551,0.9769067465351551,0.3526112938659448,0.3526112938659448
2018-04,0.45346899748655,17.31,2.84,0.89,5.96,123.74681653877234,1.48,-0.03486277636979329,0.6835883196832332,0.6835883196832332,-0.3367685630227655,-0.3367685630227655,1.0,0.0,0.0,0.0,1.91,-0.45999999999999996,-0.13000000000000034,0.0014360887008830546,-0.87727650877388,-0.87727650877388,-0.4134556021889454,-0.4134556021889454
2018-05,0.45346899748655,29.06,2.83,0.99,6.36,123.74681653877234,1.55,-0.05921124434815812,0.2662040514178918,0.2662040514178918,1.1997944867608774,1.1997944867608774,,,,,2.11,,-0.18999999999999995,0.013883777070826405,0.5213538131048514,0.5213538131048514,-0.2680991934603754,-0.2680991934603754
2018-06,0.45346899748655,19.46,2.87,1.0,6.13,123.74681653877234,1.62,0.04239589797530972,-0.0171064767240449,-0.0171064767240449,-0.13408557975581917,-0.13408557975581917,,,,,2.03,,-0.1499999999999999,-0.014949426797293592,0.4092258956093078,0.4092258956093078,0.030191724860467964,0.030191724860467964
2018-07,0.45346899748655,16.49,2.88,1.01,6.2,123.74681653877234,1.64,0.002902404688043216,-1.06992097549272,-1.06992097549272,-0.7229754527246198,-0.7229754527246198,,,,,2.06,,-0.16000000000000014,0.00874949012045334,-0.5813206653196842,-0.5813206653196842,-0.10543253410716169,-0.10543253410716169
2018-08,0.226112590414904,19.59,2.86,1.04,6.29,167.16124758200564,1.65,-0.024687938090355733,1.1046554529481318,1.1046554529481318,-0.1965872652169376,-0.1965872652169376,0.0,1.0,0.0,0.0,2.08,-0.3999999999999999,-0.16000000000000014,0.0005783625827171019,-0.09635833300295174,-0.09635833300295174,0.06433666382908612,0.06433666382908612
2018-09,0.226112590414904,14.64,2.9,1.0,6.2,167.16124758200564,1.67,0.027214702928882353,-0.6124212614447382,-0.6124212614447382,-0.2595464382612315,-0.2595464382612315,,,,,2.07,,-0.14000000000000012,0.0017552829622808424,-0.15327834074335298,-0.15327834074335298,-0.420349906134143,-0.420349906134143
2018-10,0.226112590414904,15.8,2.85,1.02,6.24,167.16124758200564,1.78,-0.0056703007777739005,-0.6300555613640305,-0.6300555613640305,0.10420550000692634,0.10420550000692634,,,,,2.11,,-0.10999999999999988,0.0015527436767686276,-0.06415650260558313,-0.06415650260558313,-0.2098582563258436,-0.2098582563258436
2018-11,0.226112590414904,24.87,2.82,1.06,6.36,167.16124758200564,1.74,-0.04524193564104172,1.3011921942649696,1.3011921942649696,0.29416779856461617,0.29416779856461617,,,,,2.22,,-0.1200000000000001,-0.008871928131426291,0.2819394975234961,0.2819394975234961,-0.0914501955969562,-0.0914501955969562
2018-12,0.226112590414904,19.97,2.74,1.03,6.3,167.16124758200564,1.73,0.012823864444790658,-1.2942179814856307,-1.2942179814856307,0.2793771796282531,0.2793771796282531,,,,,2.21,-0.3999999999999999,-0.10999999999999988,0.0059974540173857735,0.37709193674822705,0.37709193674822705,0.27703102573836685,0.27703102573836685
2018-13,0.397509156334893,21.49,2.77,1.01,6.24,155.65314843646112,1.73,-0.006929737697044039,0.4295602392571637,0.4295602392571637,-0.4363205032228464,-0.4363205032228464,0.0,1.0,0.0,0.0,2.18,,-0.1200000000000001,0.0014882112008043067,-1.128709075861288,-1.128709075861288,0.08655613533339558,0.08655613533339558
2018-14,0.397509156334893,17.41,2.82,0.97,6.05,155.65314843646112,1.76,0.01620827751656858,-0.11984925712405649,-0.11984925712405649,-0.4859724485430179,-0.4859724485430179,,,,,2.17,,-0.0900000000000003,-0.0034239755975933135,-0.24865564703086668,-0.24865564703086668,-0.058101604914380316,-0.058101604914380316
2018-15,0.397509156334893,16.88,2.96,0.94,6.11,155.65314843646112,1.81,0.004325402366888105,-0.12030849220566318,-0.12030849220566318,0.4366814720392755,0.4366814720392755,,,,,2.15,,-0.08000000000000007,0.005729656572927393,1.0791901598727027,1.0791901598727027,-0.15329730175924386,-0.15329730175924386
2018-16,0.397509156334893,15.41,2.96,0.98,6.22,155.65314843646112,1.82,-0.0027772099291595172,-0.14855154609739477,-0.14855154609739477,-0.4268792519513278,-0.4268792519513278,,,,,2.23,,-0.06999999999999984,0.013483251478038796,-0.030098159410074665,-0.030098159410074665,0.8865793180368569,0.8865793180368569
2018-17,0.4158916925435,14.77,2.95,1.06,6.27,174.5896584740025,1.84,-0.004862049203643796,-0.1680114099325786,-0.1680114099325786,0.036730289733315956,0.036730289733315956,1.0,0.0,0.0,0.0,2.37,-0.34999999999999964,-0.06999999999999984,0.011124020243024767,-0.185463517194215,-0.185463517194215,0.3987768073199431,0.3987768073199431
2018-18,0.4158916925435,12.65,2.97,1.01,6.23,174.5896584740025,1.92,0.020671826914246988,0.7477529459474883,0.7477529459474883,-0.015962545163431513,-0.015962545163431513,,,,,2.36,,-0.05999999999999961,-0.00031333906243837597,-0.1571862572176664,-0.1571862572176664,-0.4072777598867882,-0.4072777598867882
2018-19,0.4158916925435,13.42,3.06,0.98,6.29,174.5896584740025,1.91,-0.00735378411305419,-0.7309909654691916,-0.7309909654691916,0.21792346786876898,0.21792346786876898,,,,,2.41,,-0.08000000000000007,0.011817039979015766,0.4789208256233962,0.4789208256233962,-0.44746603339250496,-0.44746603339250496
2018-20,0.4158916925435,13.22,2.93,1.0,6.29,174.5896584740025,1.9,-0.004291118075760411,-0.05936716135861956,-0.05936716135861956,-0.5141790335808323,-0.5141790335808323,,,,,2.45,,-0.07999999999999963,0.0065570515415534145,-0.42967335625391884,-0.42967335625391884,0.08798405383077598,0.08798405383077598
2018-21,0.159387570154372,13.46,2.89,1.03,6.3,176.5062446768434,1.92,-0.0013272074564567723,0.3187495618128659,0.3187495618128659,0.2552890660149322,0.2552890660149322,1.0,0.0,0.0,0.0,2.6,-0.3600000000000003,-0.06999999999999984,-0.001029674894194932,0.2516622136564804,0.2516622136564804,0.015885300503239306,0.015885300503239306
2018-22,0.159387570154372,12.18,2.93,1.03,6.24,176.5062446768434,1.93,0.012379012660382618,-0.23722604467011285,-0.23722604467011285,0.06878515938507661,0.06878515938507661,,,,,2.6,,-0.06999999999999984,-0.006617283365212784,-0.3056094939393584,-0.3056094939393584,-0.3766763553918895,-0.3766763553918895
2018-23,0.159387570154372,11.98,2.93,0.98,6.12,176.5062446768434,1.94,-0.003761249330989398,-0.26392608006339535,-0.26392608006339535,0.16294172165024554,0.16294172165024554,,,,,2.64,,-0.04999999999999982,0.013307121169414442,0.9604309773912335,0.9604309773912335,0.27925956227752835,0.27925956227752835
2018-24,0.159387570154372,13.77,2.9,1.09,6.15,176.5062446768434,1.93,-0.010735975960151353,0.3306216556311313,0.3306216556311313,-0.181272943929468,-0.181272943929468,,,,,2.67,,-0.07000000000000028,-0.002831366651575247,-1.0258435454116954,-1.0258435454116954,0.25680055991581496,0.25680055991581496
2018-25,0.159387570154372,16.09,2.85,1.08,6.44,176.5062446768434,1.93,-0.012752906690570599,-0.17638023671915007,-0.17638023671915007,0.5829341795975552,0.5829341795975552,,,,,2.76,-0.3799999999999999,-0.06000000000000005,-0.0005291285376640693,0.6986811643678218,0.6986811643678218,-0.11161797060487681,-0.11161797060487681
2018-26,0.0067463262285171,13.37,2.82,1.06,6.47,220.732380786052,1.97,0.00926223525001728,0.5336601668616694,0.5336601668616694,-0.4761132983272905,-0.4761132983272905,0.0,1.0,0.0,0.0,2.78,,-0.050000000000000266,-0.005381236019829699,-0.3486591466509944,-0.3486591466509944,-0.40503920435420016,-0.40503920435420016
2018-27,0.0067463262285171,12.18,2.83,0.97,6.35,220.732380786052,1.98,0.010375504249837806,-0.4979337488515531,-0.4979337488515531,0.18943861071743298,0.18943861071743298,,,,,2.73,,-0.040000000000000036,0.007570010704494901,0.04325191052047112,0.04325191052047112,0.043041962024073774,0.043041962024073774
2018-28,0.0067463262285171,12.86,2.89,1.01,6.32,220.732380786052,1.99,0.0013034549214992984,-0.7286237440100559,-0.7286237440100559,-0.012676644073143109,-0.012676644073143109,,,,,2.65,,-0.06999999999999984,-0.002125264475377612,-0.06071113680280536,-0.06071113680280536,-0.0952845312780372,-0.0952845312780372
2018-29,0.0067463262285171,13.03,2.96,0.94,6.26,220.732380786052,2.0,0.00934004719689576,1.0237246714977883,1.0237246714977883,-0.5220236782434986,-0.5220236782434986,,,,,2.51,,-0.06999999999999984,0.0020407630863357325,-0.4486466608262363,-0.4486466608262363,-0.1178078008334617,-0.1178078008334617
2018-30,0.0555542328357295,11.64,2.95,0.94,6.26,178.9496330874859,2.01,-0.0022994173151614688,-1.033717509774952,-1.033717509774952,-0.21902335610667323,-0.21902335610667323,1.0,0.0,0.0,0.0,2.59,-0.33000000000000007,-0.07999999999999963,0.0051835969199416285,0.5747893591201849,0.5747893591201849,-0.03134717941999256,-0.03134717941999256
2018-31,0.0555542328357295,13.16,2.87,0.99,6.25,178.9496330874859,2.05,-0.007581590186696131,1.1638950300427684,1.1638950300427684,-0.14677492542140577,-0.14677492542140577,,,,,2.76,,-0.08999999999999986,0.012489850015101717,0.3094718327599809,0.3094718327599809,0.5581525646491574,0.5581525646491574
2018-32,0.0555542328357295,12.64,2.87,1.0,6.24,178.9496330874859,2.05,-0.004918887325055741,-0.2633061986058199,-0.2633061986058199,0.7115796872089801,0.7115796872089801,,,,,2.81,,-0.08000000000000007,-0.0026603222623397785,-0.6407876730171018,-0.6407876730171018,0.42200009551831597,0.42200009551831597
2018-33,0.0555542328357295,11.99,2.82,1.01,6.19,178.9496330874859,2.09,0.012619808105755677,-0.26071257441931467,-0.26071257441931467,-0.02700212729672054,-0.02700212729672054,,,,,2.83,,-0.07000000000000028,-0.009987167776839518,0.25131587631329544,0.25131587631329544,-0.272643162687476,-0.272643162687476
2018-34,0.116202517589025,12.86,2.86,1.05,6.25,194.06980300890916,2.11,0.0063023181770489505,-0.11938306871560599,-0.11938306871560599,0.30730959799172497,0.30730959799172497,0.0,1.0,0.0,0.0,2.88,-0.35999999999999943,-0.0900000000000003,-6.30629683948587e-05,-0.5119302017652607,-0.5119302017652607,0.2198662638549499,0.2198662638549499
2018-35,0.116202517589025,14.88,2.94,1.05,6.31,194.06980300890916,2.14,-0.019144338543208416,0.9226014682694281,0.9226014682694281,-0.27305551530311134,-0.27305551530311134,,,,,2.84,,-0.08999999999999986,0.0023621438242544157,-0.18627922583433756,-0.18627922583433756,-0.7771826189213855,-0.7771826189213855
2018-36,0.116202517589025,12.07,2.99,0.95,6.19,194.06980300890916,2.16,0.012582169365185249,-0.3499697249182257,-0.3499697249182257,0.09379776459613193,0.09379776459613193,,,,,2.77,,-0.07999999999999963,-0.004603459667268283,0.5341938196726383,0.5341938196726383,-0.23500225291229201,-0.23500225291229201
2018-37,0.116202517589025,11.68,3.07,0.92,6.2,194.06980300890916,2.18,0.016045044804774547,0.4846092152135759,0.4846092152135759,-0.05783487663453202,-0.05783487663453202,,,,,2.68,,-0.07000000000000028,-0.0074757018892266216,0.016715355476642175,0.016715355476642175,0.4478309746487108,0.4478309746487108
2018-38,0.116202517589025,12.12,3.05,0.94,6.19,194.06980300890916,2.19,-0.0068623881148917095,-1.7889206607597783,-1.7889206607597783,0.0748416675549113,0.0748416675549113,,,,,2.61,,-0.08000000000000007,0.009632927587555738,0.46455372183877514,0.46455372183877514,-0.060078137273683205,-0.060078137273683205
2018-39,0.176676345572587,14.82,3.23,0.94,6.4,219.2837158972665,2.23,-0.018417386248401175,1.8119217168199382,1.8119217168199382,-0.2585092651856191,-0.2585092651856191,0.0,1.0,0.0,0.0,2.61,-0.35000000000000053,-0.10999999999999988,0.005158433716228803,-0.8901016757150614,-0.8901016757150614,0.4399924317118807,0.4399924317118807
2018-40,0.176676345572587,21.31,3.15,0.97,6.54,219.2837158972665,2.28,-0.039486230655133896,0.8550695040209988,0.8550695040209988,1.1686030117784088,1.1686030117784088,,,,,2.67,,-0.10000000000000009,-0.004223328869073532,0.4771490734722788,0.4771490734722788,-0.0969536937403361,-0.0969536937403361
2018-41,0.176676345572587,19.89,3.2,0.98,6.56,219.2837158972665,2.31,-0.0014401209601363318,-0.9559884609333436,-0.9559884609333436,0.03344053300882595,0.03344053300882595,,,,,2.64,,-0.10999999999999988,0.005153624697049817,0.22115385182770977,0.22115385182770977,-0.695213173111607,-0.695213173111607
2018-42,0.176676345572587,24.16,3.08,1.1,6.77,219.2837158972665,2.33,-0.03909271732928407,0.6196326986355222,0.6196326986355222,-0.1408053496553597,-0.1408053496553597,,,,,2.78,,-0.1499999999999999,0.006726669539061394,-0.25408373865462097,-0.25408373865462097,0.563131084859556,0.563131084859556
2018-43,-0.334934851810097,19.51,3.22,1.05,6.78,244.192647313286,2.33,0.03081439143902709,-0.018796474386933465,-0.018796474386933465,-0.20955330399905225,-0.20955330399905225,1.0,0.0,0.0,0.0,2.78,-0.3600000000000003,-0.1499999999999999,0.001897346876365222,0.1590968869513247,0.1590968869513247,0.1958724397524139,0.1958724397524139
2018-44,-0.334934851810097,17.36,3.19,0.97,6.78,244.192647313286,2.36,0.009158421523421327,-0.5257144276765967,-0.5257144276765967,-0.03590478314610479,-0.03590478314610479,,,,,2.79,,-0.1299999999999999,0.003752970333628237,0.03565414915157391,0.03565414915157391,-0.5473208177023382,-0.5473208177023382
2018-45,-0.334934851810097,18.14,3.08,1.13,7.1,244.192647313286,2.36,-0.012494769929960084,-0.9431438274690245,-0.9431438274690245,-0.1883068186384066,-0.1883068186384066,,,,,2.96,,-0.1499999999999999,-0.004550868897774802,0.14629603910390715,0.14629603910390715,0.16175448422800015,0.16175448422800015
2018-46,-0.334934851810097,21.52,3.05,1.13,7.2,244.192647313286,2.41,-0.027076108268874445,0.7069682634876144,0.7069682634876144,0.1206951318805519,0.1206951318805519,,,,,3.05,,-0.16000000000000014,0.0046643756902461355,-0.4038872834948194,-0.4038872834948194,-0.034671252806839206,-0.034671252806839206
2018-47,-0.319396281513109,18.07,3.01,1.21,7.19,267.9916981330357,2.37,0.03221297121572942,0.3531275046664089,0.3531275046664089,-0.43762794846554715,-0.43762794846554715,0.0,1.0,0.0,0.0,3.11,-0.40999999999999925,-0.18000000000000016,0.003666554048934823,-0.03897185941886608,-0.03897185941886608,-0.14837128538318553,-0.14837128538318553
2018-48,-0.319396281513109,23.23,2.85,1.21,7.25,267.9916981330357,2.4,-0.03519871792614359,0.6200304184920797,0.6200304184920797,0.2649086570484589,0.2649086570484589,,,,,3.16,,-0.1599999999999997,-0.00782310245172447,-0.17547087338062928,-0.17547087338062928,-0.19756193952796308,-0.19756193952796308
2018-49,-0.319396281513109,21.63,2.89,1.13,7.24,267.9916981330357,2.42,-0.011392410075486635,-0.9259623864255668,-0.9259623864255668,0.24022907156037682,0.24022907156037682,,,,,3.1,,-0.13999999999999968,0.009579516122587754,-0.22459894181662657,-0.22459894181662657,-0.11426811492418885,-0.11426811492418885
2018-50,-0.319396281513109,30.11,2.79,1.18,7.91,267.9916981330357,2.39,-0.052033649409672464,0.7340892419106549,0.7340892419106549,0.4883510783074098,0.4883510783074098,,,,,3.18,,-0.1299999999999999,-0.005010324320363646,0.6557842308320102,0.6557842308320102,0.13139306321931066,0.13139306321931066
2018-51,-0.319396281513109,28.34,2.72,1.3,7.91,267.9916981330357,2.4,0.01768612594208134,0.03842452727648805,0.03842452727648805,-0.058411109129510884,-0.058411109129510884,,,,,3.23,,-0.16999999999999993,-0.005730319055363947,-0.3238450400745042,-0.3238450400745042,0.2019321068220984,0.2019321068220984
2018-52,-0.319396281513109,25.42,2.69,1.3,7.89,267.9916981330357,2.45,0.006537115055380081,0.0009015665644072188,0.0009015665644072188,-0.03717013691289624,-0.03717013691289624,,,,,3.28,,-0.18000000000000016,-0.0023782952921285547,0.24330706930180224,0.24330706930180224,0.09411329356953815,0.09411329356953815
