year_week,CPALTT01USM657N,VIXCLS,DGS10,AAA10Y,BAMLH0A0HYM2EY,GEPUCURRENT,DGS3MO,acwi_log_diff,std_5_acwi_log_diff,mean_5_acwi_log_diff,std_15_acwi_log_diff,mean_15_acwi_log_diff,pmi_us_gt_50_up,pmi_us_gt_50_down,pmi_us_lt_50_up,pmi_us_lt_50_down,BAMLEMCBPIOAS,USTREASURY/HQMYC_10.0-20.0,USTREASURY/YIELD_10 YR-20 YR,dxy_log_diff,std_5_dxy_log_diff,mean_5_dxy_log_diff,std_15_dxy_log_diff,mean_15_dxy_log_diff
1996-00,0.586319218241036,13.58,5.69,1.11,,,5.19,,,,,,0.0,0.0,0.0,0.0,,,-0.41999999999999993,,,,,
1996-01,0.586319218241036,14.23,5.75,1.14,,,5.18,,,,,,,,,,,,-0.46999999999999975,,,,,
1996-02,0.586319218241036,12.7,5.54,1.19,,,5.1,,,,,,,,,,,,-0.47999999999999954,,,,,
1996-03,0.586319218241036,12.0,5.65,1.17,,,5.11,,,,,,,,,,,,-0.4499999999999993,,,,,
1996-04,0.323834196891202,13.23,5.66,1.21,,,4.99,,,,,,0.0,0.0,0.0,0.0,,-0.6600000000000001,-0.5,,,,,
1996-05,0.323834196891202,14.63,5.66,1.21,,,4.93,,,,,,,,,,,,-0.5099999999999998,,,,,
1996-06,0.323834196891202,15.37,5.76,1.22,,,4.89,,,,,,,,,,,,-0.5099999999999998,,,,,
1996-07,0.323834196891202,14.78,5.97,1.2,,,4.97,,,,,,,,,,,,-0.5300000000000002,,,,,
1996-08,0.516462233699146,16.72,5.99,1.16,,,4.98,,,,,,0.0,0.0,1.0,0.0,,-0.7800000000000002,-0.4900000000000002,,,,,
1996-09,0.516462233699146,20.7,6.41,1.01,,,5.01,,,,,,,,,,,,-0.4299999999999997,,,,,
1996-10,0.516462233699146,16.54,6.46,1.02,,,5.14,,,,,,,,,,,,-0.4400000000000004,,,,,
1996-11,0.516462233699146,17.05,6.32,1.06,,,5.1,,,,,,,,,,,,-0.47999999999999954,,,,,
1996-12,0.516462233699146,18.88,6.34,1.08,,,5.13,,,,,,,,,,,,-0.4900000000000002,,,,,
1996-13,0.385356454720635,16.18,6.57,0.97,,,5.15,,,,,,0.0,0.0,1.0,0.0,,-0.6900000000000004,-0.4399999999999995,,,,,
1996-14,0.385356454720635,17.38,6.52,0.99,,,5.07,,,,,,,,,,,,-0.4800000000000004,,,,,
1996-15,0.385356454720635,15.12,6.53,0.97,,,5.01,,,,,,,,,,,,-0.46999999999999975,,,,,
1996-16,0.385356454720635,14.75,6.54,0.95,,,5.11,,,,,,,,,,,,-0.41999999999999993,,,,,
1996-17,0.191938579654503,16.7,6.9,0.9,,,5.14,,,,,,0.0,0.0,1.0,0.0,,-0.6200000000000001,-0.3899999999999997,,,,,
1996-18,0.191938579654503,15.61,6.75,0.89,,,5.13,,,,,,,,,,,,-0.3700000000000001,,,,,
1996-19,0.191938579654503,15.13,6.65,0.89,,,5.15,,,,,,,,,,,,-0.3799999999999999,,,,,
1996-20,0.191938579654503,15.54,6.65,0.89,,,5.18,,,,,,,,,,,,-0.35999999999999943,,,,,
1996-21,0.0638569604086764,16.07,6.85,0.82,,,5.18,,,,,,1.0,0.0,0.0,0.0,,-0.5100000000000007,-0.3200000000000003,,,,,
1996-22,0.0638569604086764,16.1,6.93,0.8,,,5.26,,,,,,,,,,,,-0.29000000000000004,,,,,
1996-23,0.0638569604086764,18.64,6.95,0.79,,,5.21,,,,,,,,,,,,-0.3099999999999996,,,,,
1996-24,0.0638569604086764,15.8,6.96,0.8,,,5.26,,,,,,,,,,,,-0.29000000000000004,,,,,
1996-25,0.0638569604086764,13.68,6.73,0.81,,,5.18,,,,,,,,,,,,-0.2999999999999998,,,,,
1996-26,0.191448627951509,16.09,7.06,0.73,,,5.31,,,,,,0.0,0.0,0.0,1.0,,-0.45999999999999996,-0.25,,,,,
1996-27,0.191448627951509,17.09,6.85,0.8,,,5.28,,,,,,,,,,,,-0.3000000000000007,,,,,
1996-28,0.191448627951509,17.26,6.78,0.79,,,5.28,,,,,,,,,,,,-0.2999999999999998,,,,,
1996-29,0.191448627951509,17.45,6.85,0.77,,,5.29,,,,,,,,,,,,-0.27000000000000046,,,,,
1996-30,0.19108280254778,16.19,6.51,0.83,,,5.21,,,,,,0.0,1.0,0.0,0.0,,-0.47000000000000064,-0.3200000000000003,,,,,
1996-31,0.19108280254778,15.77,6.5,0.81,,,5.15,,,,,,,,,,,,-0.33000000000000007,,,,,
1996-32,0.19108280254778,14.81,6.56,0.85,,,5.18,,,,,,,,,,,,-0.34000000000000075,,,,,
1996-33,0.19108280254778,14.18,6.72,0.85,,,5.15,,,,,,,,,,,,-0.33999999999999986,,,,,
1996-34,0.19108280254778,17.01,6.96,0.8,,,5.29,,,,,,,,,,,-0.4900000000000002,-0.3200000000000003,,,,,
1996-35,0.317863954227583,17.1,6.94,0.79,,,5.33,,,,,,1.0,0.0,0.0,0.0,,,-0.3299999999999992,,,,,
1996-36,0.317863954227583,15.2,6.74,0.85,,,5.21,,,,,,,,,,,,-0.35999999999999943,,,,,
1996-37,0.317863954227583,15.65,6.85,0.8,,,5.29,,,,,,,,,,,,-0.33000000000000007,,,,,
1996-38,0.317863954227583,16.1,6.68,0.85,,,5.04,,,,,,,,,,,,-0.35000000000000053,,,,,
1996-39,0.316856780735101,14.8,6.48,0.88,,,5.01,,,,,,0.0,1.0,0.0,0.0,,-0.47999999999999954,-0.34999999999999964,,,,,
1996-40,0.316856780735101,15.07,6.55,0.87,,,5.13,,,,,,,,,,,,-0.3799999999999999,,,,,
1996-41,0.316856780735101,15.08,6.5,0.85,,,5.12,,,,,,,,,,,,-0.3799999999999999,,,,,
1996-42,0.316856780735101,17.29,6.54,0.85,,,5.14,,,,,,,,,,,,-0.3600000000000003,,,,,
1996-43,0.189513581806689,17.89,6.38,0.88,,,5.17,,,,,,1.0,0.0,0.0,0.0,,-0.5299999999999994,-0.3700000000000001,,,,,
1996-44,0.189513581806689,15.78,6.29,0.86,,,5.18,,,,,,,,,,,,-0.33999999999999986,,,,,
1996-45,0.189513581806689,14.36,6.19,0.89,,,5.16,,,,,,,,,,,,-0.35999999999999943,,,,,
1996-46,0.189513581806689,14.92,6.15,0.93,,,5.18,,,,,,,,,,,,-0.3899999999999997,,,,,
1996-47,0.189513581806689,17.14,6.06,0.95,,,5.13,,,,,,,,,,,-0.5600000000000005,-0.39000000000000057,,,,,
1996-48,0.0,18.82,6.26,0.93,,,5.03,,,,,,1.0,0.0,0.0,0.0,,,-0.3600000000000003,,,,,
1996-49,0.0,21.09,6.33,0.9,,,4.92,,,,,,,,,,,,-0.34999999999999964,,,,,
1996-50,0.0,18.85,6.35,0.88,,,5.02,,,,,,,,,,,,-0.34000000000000075,,,,,
1996-51,0.0,19.13,6.3,0.88,,,5.11,,,,,,,,,,,,-0.33000000000000007,,,,,
1996-52,0.0,20.92,6.43,0.84,9.55,,5.21,,,,,,,,,,,-0.5200000000000005,-0.3000000000000007,,,,,
1997-00,0.315258511979816,19.13,6.52,0.83,9.58,76.43619791778241,5.17,,,,,,0.0,1.0,0.0,0.0,,,-0.3200000000000003,,,,,
1997-01,0.315258511979816,19.63,6.63,0.83,9.64,76.43619791778241,5.17,-0.004398451483144248,,,,,,,,,,,-0.3100000000000005,0.005249355886143745,,,,
1997-02,0.315258511979816,18.63,6.56,0.83,9.56,76.43619791778241,5.14,0.022478500910383045,0.5760604181205785,0.5760604181205785,,,,,,,,,-0.34000000000000075,0.012069016562660203,0.25440932754001233,0.25440932754001233,,
1997-03,0.315258511979816,19.33,6.64,0.86,9.53,76.43619791778241,5.16,-0.013039464356939718,-0.22665235940754402,-0.22665235940754402,,,,,,,,,-0.33000000000000007,0.013772214621227309,0.20844459337348153,0.20844459337348153,,
1997-04,0.314267756128231,19.47,6.53,0.86,9.49,79.17008138163669,5.15,0.010742949806241226,0.5104433868044943,0.5104433868044943,0.02178763880273844,0.02178763880273844,0.0,1.0,0.0,0.0,,-0.4899999999999993,-0.33000000000000007,0.009937433257924464,-1.0821058074647605,-1.0821058074647605,0.00544778327249754,0.00544778327249754
1997-05,0.314267756128231,18.9,6.43,0.91,9.39,79.17008138163669,5.14,0.00021964023018725723,-1.0536421735256454,-1.0536421735256454,-0.022426022302479337,-0.022426022302479337,,,,,,,-0.35000000000000053,0.006855211079052872,0.34061124809803073,0.34061124809803073,-0.6576073470869743,-0.6576073470869743
1997-06,0.314267756128231,19.18,6.28,0.89,9.27,79.17008138163669,5.1,0.01973056764913461,0.98319177322521,0.98319177322521,0.5335583873043893,0.5335583873043893,,,,,,,-0.35999999999999943,0.013044354852938908,0.929728969191018,0.929728969191018,0.13769329964796162,0.13769329964796162
1997-07,0.314267756128231,20.55,6.36,0.91,9.23,79.17008138163669,5.09,0.00020573424471208716,-1.8460034020326548,-1.8460034020326548,-0.17722849220986697,-0.17722849220986697,,,,,,,-0.3799999999999999,0.001368781471934092,-0.8920502857302977,-0.8920502857302977,0.15105025145587736,0.15105025145587736
1997-08,0.250626566416041,21.1,6.56,0.87,9.34,68.47249143172527,5.22,-0.008117863432661302,1.882646015995444,1.882646015995444,-0.3267257285267253,-0.3267257285267253,1.0,0.0,0.0,0.0,,-0.5199999999999996,-0.35000000000000053,-0.0015795296286676783,0.3830116582174574,0.3830116582174574,-0.537289628602689,-0.537289628602689
1997-09,0.250626566416041,19.32,6.57,0.89,9.31,68.47249143172527,5.22,0.007151023106159138,-0.868797910486761,-0.868797910486761,-0.23364998718218652,-0.23364998718218652,,,,,,,-0.35999999999999943,0.012879084882601007,-0.164275584508977,-0.164275584508977,0.17323356609866297,0.17323356609866297
1997-10,0.250626566416041,19.81,6.71,0.86,9.36,68.47249143172527,5.24,-0.009932948194553233,1.1174462572360748,1.1174462572360748,0.30141851408924253,0.30141851408924253,,,,,,,-0.3600000000000003,-0.00563381771825602,-0.2531804030506651,-0.2531804030506651,0.04813834886217547,0.04813834886217547
1997-11,0.250626566416041,19.69,6.74,0.87,9.44,68.47249143172527,5.41,-0.009109721422781129,-0.7536424661025194,-0.7536424661025194,0.18422526632530714,0.18422526632530714,,,,,,,-0.33999999999999986,-0.003143668102967414,0.3274553712591948,0.3274553712591948,-0.6015670079185135,-0.6015670079185135
1997-12,0.250626566416041,20.5,6.9,0.81,9.58,68.47249143172527,5.37,0.0005221002209439813,-0.3084623559949591,-0.3084623559949591,0.03947855011545538,0.03947855011545538,,,,,,,-0.2999999999999998,-0.006211527051635911,-0.039535225367409534,-0.039535225367409534,0.09540277842749796,0.09540277842749796
1997-13,0.124999999999984,19.23,6.92,0.84,9.86,73.40283725591888,5.29,-0.021293921410072875,0.39341313927757826,0.39341313927757826,0.10980372079473809,0.10980372079473809,1.0,0.0,0.0,0.0,,-0.5,-0.33000000000000007,0.004530854387117774,0.2953437393374162,0.2953437393374162,0.26372349771993725,0.26372349771993725
1997-14,0.124999999999984,19.76,6.98,0.82,9.87,73.40283725591888,5.31,-0.016586194611179828,0.40831644411041507,0.40831644411041507,0.17246919993331625,0.17246919993331625,,,,,,,-0.3099999999999996,0.0151288815963,-0.34800568851979197,-0.34800568851979197,0.5972714676202716,0.5972714676202716
1997-15,0.124999999999984,18.75,6.84,0.86,9.75,73.40283725591888,5.29,0.026019524991203684,0.2804580128066719,0.2804580128066719,-0.5226491996138497,-0.5226491996138497,,,,,,,-0.33000000000000007,-0.002903662726633758,-0.1381572030983183,-0.1381572030983183,0.15294940734981172,0.15294940734981172
1997-16,0.124999999999984,21.15,6.94,0.85,9.74,73.40283725591888,5.31,0.003724949615387161,-0.7758824788803548,-0.7758824788803548,0.4280629250803926,0.4280629250803926,,,,,,,-0.3099999999999996,0.008376904045086522,0.6147426418122797,0.6147426418122797,-1.1177941614172149,-1.1177941614172149
1997-17,-0.0624219725343241,17.51,6.68,0.91,9.58,71.56122565167195,5.24,0.03922846845717621,1.070121737264288,1.070121737264288,0.4537192903557133,0.4537192903557133,1.0,0.0,0.0,0.0,,-0.4900000000000011,-0.3100000000000005,-0.0006181106614843619,-0.829484729037197,-0.829484729037197,0.14491002038041906,0.14491002038041906
1997-18,-0.0624219725343241,20.11,6.67,0.87,9.48,71.56122565167195,5.19,0.025321118156662433,-0.8612624747492877,-0.8612624747492877,0.28348602969711567,0.28348602969711567,,,,,,,-0.2999999999999998,-0.022299559019912468,1.4354431721950387,1.4354431721950387,0.4986808586855346,0.4986808586855346
1997-19,-0.0624219725343241,21.57,6.7,0.86,9.37,71.56122565167195,5.2,0.018785791899977748,-0.5877180511045835,-0.5877180511045835,0.07902222856409098,0.07902222856409098,,,,,,,-0.2999999999999998,-0.0067667841202973976,-0.5525446750696038,-0.5525446750696038,0.5790218549159929,0.5790218549159929
1997-20,-0.0624219725343241,18.08,6.74,0.9,9.36,71.56122565167195,5.18,0.009273400104265413,0.34599190278111375,0.34599190278111375,-0.5824696892120639,-0.5824696892120639,,,,,,,-0.33000000000000007,-0.00021220159230836674,0.0919072889515153,0.0919072889515153,-0.0434423078286162,-0.0434423078286162
1997-21,-0.0624219725343241,19.19,6.67,0.9,9.35,71.56122565167195,4.96,-0.008802933202433335,-0.1188615590370848,-0.1188615590370848,-1.0019140305113683,-1.0019140305113683,,,,,,-0.5299999999999994,-0.3200000000000003,0.0064519764777466624,-0.6558670467793968,-0.6558670467793968,-0.7760088612888947,-0.7760088612888947
1997-22,0.124921923797643,18.94,6.51,0.92,9.26,78.65927980351083,5.07,0.015829973449371437,0.40736006935614183,0.40736006935614183,-0.13569353988691543,-0.13569353988691543,0.0,0.0,0.0,0.0,,,-0.33999999999999986,0.007038953263268744,-0.950851322143292,-0.950851322143292,0.36199395087616676,0.36199395087616676
1997-23,0.124921923797643,19.27,6.43,0.93,9.12,78.65927980351083,5.0,0.028018520813117547,0.4095424376773914,0.4095424376773914,1.1720263698602311,1.1720263698602311,,,,,,,-0.3600000000000003,0.002822645750508555,1.4824967113687306,1.4824967113687306,-0.35656155218517077,-0.35656155218517077
1997-24,0.124921923797643,20.2,6.37,0.91,9.09,78.65927980351083,5.08,0.005490914096388522,-1.0451491240388568,-1.0451491240388568,0.2686068260460499,0.2686068260460499,,,,,,,-0.34999999999999964,-0.00512848473464402,-1.015592123943344,-1.015592123943344,-0.3998354409990635,-0.3998354409990635
1997-25,0.124921923797643,21.22,6.46,0.91,9.13,78.65927980351083,5.15,0.0015657668142071916,0.7082469640763613,0.7082469640763613,-0.6343449436803758,-0.6343449436803758,,,,,,,-0.3600000000000003,0.002619860026125545,0.4458214112732437,0.4458214112732437,-0.05433557172882565,-0.05433557172882565
1997-26,0.124766063630677,17.82,6.31,0.95,9.19,64.18447776798187,5.14,0.022306263183737508,0.7024388512939208,0.7024388512939208,0.03980430493814032,0.03980430493814032,1.0,0.0,0.0,0.0,,-0.5700000000000003,-0.3600000000000003,0.0010460251999799925,-0.7261453899221666,-0.7261453899221666,-0.01533679477164944,-0.01533679477164944
1997-27,0.124766063630677,19.06,6.23,0.93,9.08,64.18447776798187,5.14,0.00022275412449914247,-1.7961271362126263,-1.7961271362126263,0.19032841115382487,0.19032841115382487,,,,,,,-0.34999999999999964,0.006980285674248799,0.9195571475611891,0.9195571475611891,0.22895132062196183,0.22895132062196183
1997-28,0.124766063630677,22.28,6.24,0.9,8.99,64.18447776798187,5.24,-0.001951835723238817,1.2869939533035952,1.2869939533035952,-0.14721125820124348,-0.14721125820124348,,,,,,,-0.33999999999999986,0.010636750257697796,-0.9776210374751164,-0.9776210374751164,0.6650450885389253,0.6650450885389253
1997-29,0.124766063630677,20.82,6.18,0.9,8.92,64.18447776798187,5.24,0.010846547532633328,0.16918078658375607,0.16918078658375607,-0.4298874329996651,-0.4298874329996651,,,,,,,-0.33000000000000007,0.018119388226597418,1.6794306555495906,1.6794306555495906,0.41341129693888595,0.41341129693888595
1997-30,0.186915887850476,22.29,6.2,0.88,8.85,63.191072308334775,5.28,-0.0008500673481836408,-0.504817600676618,-0.504817600676618,0.06407022720976031,0.06407022720976031,0.0,1.0,0.0,0.0,,-0.5499999999999998,-0.3199999999999994,0.013028847360441635,-0.551085694370453,-0.551085694370453,-0.04122076488334322,-0.04122076488334322
1997-31,0.186915887850476,22.46,6.38,0.91,8.93,63.191072308334775,5.29,-0.0064993411609357244,-0.11711335887335012,-0.11711335887335012,-0.08902415940515253,-0.08902415940515253,,,,,,,-0.3600000000000003,-0.0067939116352748845,0.5439530410115736,0.5439530410115736,0.017843895117394433,0.017843895117394433
1997-32,0.186915887850476,24.45,6.27,0.95,8.91,63.191072308334775,5.29,-0.027829384877897222,0.6435369345350992,0.6435369345350992,0.6506533943224113,0.6506533943224113,,,,,,,-0.3800000000000008,-0.007042282625412923,0.024133620394142387,0.024133620394142387,-0.4840355694893765,-0.4840355694893765
1997-33,0.186915887850476,24.74,6.38,0.94,8.95,63.191072308334775,5.25,0.0011383433161496952,-0.1903690794016162,-0.1903690794016162,0.02978944497776146,0.02978944497776146,,,,,,,-0.3700000000000001,0.00010095401553182681,-0.2143219912528753,-0.2143219912528753,0.05054038608370133,0.05054038608370133
1997-34,0.186915887850476,24.76,6.34,0.91,8.96,63.191072308334775,5.24,-0.031212801558606507,0.4540125814759295,0.4540125814759295,0.10699474988324656,0.10699474988324656,,,,,,,-0.35000000000000053,-0.0006058770255017225,-0.19358242409764717,-0.19358242409764717,0.048920587217352866,0.048920587217352866
1997-35,0.248756218905457,24.31,6.37,0.93,9.03,67.09035006043857,5.17,0.027517088864144477,0.12475595667836192,0.12475595667836192,-0.05338055576072899,-0.05338055576072899,0.0,1.0,0.0,0.0,,-0.5199999999999996,-0.34999999999999964,-0.001415142255776699,0.07697983805085919,0.07697983805085919,-0.19756186009199495,-0.19756186009199495
1997-36,0.248756218905457,25.17,6.29,0.94,8.98,67.09035006043857,5.1,-0.0127938712517062,-0.26577714570319405,-0.26577714570319405,-0.2569918733666184,-0.2569918733666184,,,,,,,-0.3700000000000001,-0.011496133528068804,0.2696194611518217,0.2696194611518217,-0.01280639854789451,-0.01280639854789451
1997-37,0.248756218905457,22.74,6.09,0.95,8.77,67.09035006043857,5.06,0.023476598196921206,-0.11441393661921057,-0.11441393661921057,0.06722732033068893,0.06722732033068893,,,,,,,-0.35000000000000053,0.0010227041185929184,-0.8616044388211042,-0.8616044388211042,0.2997914074629909,0.2997914074629909
1997-38,0.248756218905457,22.26,6.08,0.95,8.76,67.09035006043857,4.99,0.0078051297702804515,-1.3415114954363785,-1.3415114954363785,0.03857795393654965,0.03857795393654965,,,,,,,-0.34999999999999964,-0.00594629597078181,0.8986804600660154,0.8986804600660154,-0.2929809734115855,-0.2929809734115855
1997-39,0.248138957816378,21.54,6.01,0.95,8.72,80.8849393077765,5.03,0.01675021793492105,0.8478135881279015,0.8478135881279015,0.023442333426689513,0.023442333426689513,1.0,0.0,0.0,0.0,,-0.5200000000000005,-0.33999999999999986,-0.0017496016401550908,-0.8866556898460136,-0.8866556898460136,-0.3666419428108798,-0.3666419428108798
1997-40,0.248138957816378,19.75,6.15,0.94,8.71,80.8849393077765,5.14,-0.006123502399617908,0.10391931933245048,0.10391931933245048,-0.20828471805862186,-0.20828471805862186,,,,,,,-0.33999999999999986,-0.004335714441462677,-0.015275991848323766,-0.015275991848323766,0.21803776965204444,0.21803776965204444
1997-41,0.248138957816378,21.69,6.17,0.88,8.72,80.8849393077765,5.06,-0.015214601880510409,0.20139848593144552,0.20139848593144552,-0.2784753836053885,-0.2784753836053885,,,,,,,-0.33999999999999986,0.009062883864968667,0.3987353131566935,0.3987353131566935,-0.3967516240319002,-0.3967516240319002
1997-42,0.248138957816378,23.17,6.01,0.97,8.71,80.8849393077765,5.15,-0.02284151923621801,0.7795465199403346,0.7795465199403346,0.7081871234934634,0.7081871234934634,,,,,,,-0.33999999999999986,0.0019460240688377105,-0.29508327992130345,-0.29508327992130345,0.34424935908062193,0.34424935908062193
1997-43,-0.061881188118804,35.09,5.84,1.03,8.97,94.56388390914024,5.21,-0.030846126599545925,-0.5409982909836171,-0.5409982909836171,0.7829378988350374,0.7829378988350374,1.0,0.0,0.0,0.0,,-0.5299999999999994,-0.3700000000000001,-0.021617431760620472,0.7419283940493289,0.7419283940493289,0.499340330189506,0.499340330189506
1997-44,-0.061881188118804,36.27,5.9,1.02,8.88,94.56388390914024,5.31,-0.0012114963008900653,0.04483216781646976,0.04483216781646976,-0.25334982694698915,-0.25334982694698915,,,,,,,-0.34999999999999964,-0.004086128583313655,-0.7185639593344513,-0.7185639593344513,0.20092845527341063,0.20092845527341063
1997-45,-0.061881188118804,33.66,5.86,1.01,8.89,94.56388390914024,5.27,-0.01460330586423976,-0.14584425244998558,-0.14584425244998558,-0.5248246056175594,-0.5248246056175594,,,,,,,-0.33000000000000007,0.00940445802797842,0.371709744189902,0.371709744189902,-0.8072054897228192,-0.8072054897228192
1997-46,-0.061881188118804,26.65,5.82,1.0,8.86,94.56388390914024,5.25,0.04371070666954212,0.11998878778604119,0.11998878778604119,0.05600013833290105,0.05600013833290105,,,,,,,-0.3099999999999996,0.004669269183683471,-0.5917460526909405,-0.5917460526909405,0.05821181636201388,0.05821181636201388
1997-47,-0.061881188118804,27.43,5.86,0.97,8.85,94.56388390914024,5.22,-0.014119229958759404,-0.9000834105641543,-0.9000834105641543,-0.1169508439091948,-0.1169508439091948,,,,,,,-0.2599999999999998,0.012039040299107625,0.7229096766500216,0.7229096766500216,0.5390152987355701,0.5390152987355701
1997-48,-0.12383900928791,22.65,5.92,0.94,8.87,106.24644640122264,5.3,0.023629191611659557,-0.1552618197633358,-0.1552618197633358,-0.23358061583025289,-0.23358061583025289,0.0,1.0,0.0,0.0,,-0.45999999999999996,-0.2400000000000002,0.011086926361233316,-0.5711433088485238,-0.5711433088485238,0.06446727642505232,0.06446727642505232
1997-49,-0.12383900928791,27.92,5.74,0.99,8.82,106.24644640122264,5.18,-0.030440166239986226,1.4760166902049832,1.4760166902049832,0.06466108626251675,0.06466108626251675,,,,,,,-0.29000000000000004,-0.0014171477217355256,0.42821316315035063,0.42821316315035063,-0.2284414939714744,-0.2284414939714744
1997-50,-0.12383900928791,29.18,5.72,0.98,8.79,106.24644640122264,5.33,-0.003833429832897637,-0.44000301860569185,-0.44000301860569185,-0.06452497097086377,-0.06452497097086377,,,,,,,-0.28000000000000025,-0.0018250030412605956,-0.3571958087538354,-0.3571958087538354,-0.6658722667015399,-0.6658722667015399
1997-51,-0.12383900928791,29.27,5.75,0.94,8.81,106.24644640122264,5.35,-0.005944831096886254,-1.1142314851864945,-1.1142314851864945,0.25367743267794735,0.25367743267794735,,,,,,,-0.2400000000000002,-0.0003044912482292118,-0.7926755057674696,-0.7926755057674696,-0.1648353661872498,-0.1648353661872498
1997-52,-0.12383900928791,24.01,5.75,0.96,8.85,106.24644640122264,5.36,0.028148935353328467,1.6090168415484485,1.6090168415484485,-0.22654697799091986,-0.22654697799091986,,,,,,-0.41000000000000014,-0.2699999999999996,0.011505980791216043,1.302011549879639,1.302011549879639,0.23294859383957223,0.23294859383957223
1998-00,0.185988840669536,23.42,5.67,0.97,8.81,97.8233272026502,5.32,0.0022662178998917263,-0.9333659627611569,-0.9333659627611569,0.1061838052136313,0.1061838052136313,0.0,1.0,0.0,0.0,,,-0.27000000000000046,0.004505639662370975,0.1811339978049281,0.1811339978049281,0.28243526911470795,0.28243526911470795
1998-01,0.185988840669536,28.69,5.4,1.12,8.66,97.8233272026502,5.05,-0.04305164333199295,1.0250292262426595,1.0250292262426595,0.11695248549176712,0.11695248549176712,,,,,,,-0.3699999999999992,0.00825752092959338,-0.7817426646264106,-0.7817426646264106,0.7510273016374464,0.7510273016374464
1998-02,0.185988840669536,21.65,5.54,1.08,8.65,97.8233272026502,5.15,0.029358898571013106,-0.2045415613431201,-0.2045415613431201,0.127660309151816,0.127660309151816,,,,,,,-0.33000000000000007,0.00059429478769724,-0.706064282324482,-0.706064282324482,-0.2479782397880577,-0.2479782397880577
1998-03,0.185988840669536,23.32,5.7,1.07,8.66,97.8233272026502,5.17,0.010443048341508986,-1.4146315736754804,-1.4146315736754804,0.017151940646407602,0.017151940646407602,,,,,,,-0.33999999999999986,-0.02557427651561042,2.1139012451115824,2.1139012451115824,-0.16497944706636233,-0.16497944706636233
1998-04,0.185988840669536,21.47,5.53,1.09,8.64,97.8233272026502,5.19,0.021403298854403476,0.8850737779921559,0.8850737779921559,0.23436391351144012,0.23436391351144012,,,,,,-0.5100000000000007,-0.34999999999999964,0.02289716421323662,-0.33964698967382095,-0.33964698967382095,0.15678599864361847,0.15678599864361847
1998-05,0.185643564356445,20.51,5.62,1.1,8.63,85.67550674396277,5.17,0.03721754260491658,-0.13386131211315955,-0.13386131211315955,0.05112456885021592,0.05112456885021592,0.0,1.0,0.0,0.0,,,-0.3700000000000001,-0.01198576074522244,-0.18308546980042933,-0.18308546980042933,0.002009422058906734,0.002009422058906734
1998-06,0.185643564356445,19.84,5.49,1.14,8.59,85.67550674396277,5.22,-0.0036687693929665323,-0.4756904254722502,-0.4756904254722502,-0.09224195028093052,-0.09224195028093052,,,,,,,-0.4299999999999997,0.00491155199755539,-1.1447860447833258,-1.1447860447833258,-0.37586649587308407,-0.37586649587308407
1998-07,0.185643564356445,19.0,5.54,1.11,8.58,85.67550674396277,5.21,0.011430774728455826,0.13487791101687369,0.13487791101687369,-0.9839431720163183,-0.9839431720163183,,,,,,,-0.3899999999999997,0.003094895896185738,-0.06741077445521415,-0.06741077445521415,-0.1652269622355804,-0.1652269622355804
1998-08,0.185643564356445,18.55,5.62,1.09,8.65,85.67550674396277,5.32,0.019893216657407627,0.6325125181597616,0.6325125181597616,0.23320296303823013,0.23320296303823013,,,,,,-0.5100000000000007,-0.3700000000000001,-0.004896337536276649,0.658436302461305,0.658436302461305,-0.3863955628568333,-0.3863955628568333
1998-09,0.185299567634335,19.14,5.73,1.05,8.72,87.24891858831862,5.15,0.001867985534880875,0.04816919925661917,0.04816919925661917,0.3203621683106216,0.3203621683106216,0.0,1.0,0.0,0.0,,,-0.35999999999999943,0.00798168459690791,0.4516619430376834,0.4516619430376834,0.2779381198448286,0.2779381198448286
1998-10,0.185299567634335,18.71,5.58,1.08,8.66,87.24891858831862,5.09,0.01787032422290317,-0.42357144755553205,-0.42357144755553205,-0.035676886119042406,-0.035676886119042406,,,,,,,-0.3700000000000001,-0.00828224062782356,-0.707582404315532,-0.707582404315532,0.05965571165815591,0.05965571165815591
1998-11,0.185299567634335,18.69,5.57,1.08,8.58,87.24891858831862,5.19,0.01622802153307537,-0.08948265639392368,-0.08948265639392368,0.13857497552197087,0.13857497552197087,,,,,,,-0.3799999999999999,0.008381609634712133,0.15844445441753202,0.15844445441753202,-0.13101699810684855,-0.13101699810684855
1998-12,0.185299567634335,23.47,5.68,1.05,8.57,87.24891858831862,5.21,0.007620972772904898,-0.38765657634896156,-0.38765657634896156,0.05971427201760539,0.05971427201760539,,,,,,,-0.35000000000000053,-0.0030850400146090503,-0.29481910278575024,-0.29481910278575024,-0.37677248145663095,-0.37677248145663095
1998-13,0.184956843403215,21.82,5.47,1.1,8.58,78.90480318073615,5.08,0.005535917684731839,0.5070156027813777,0.5070156027813777,-0.47618262664437205,-0.47618262664437205,0.0,1.0,0.0,0.0,,-0.47999999999999954,-0.3799999999999999,0.015036389735293388,-0.142755533564308,-0.142755533564308,0.9098964363619885,0.9098964363619885
1998-14,0.184956843403215,21.51,5.59,1.06,8.61,78.90480318073615,5.07,0.008819312091240851,-0.22770372855092827,-0.22770372855092827,-0.24177897834346618,-0.24177897834346618,,,,,,,-0.3600000000000003,-0.012945484408385482,1.1128648776794947,1.1128648776794947,-0.025299768653384812,-0.025299768653384812
