Date,ACWI,BCOM Index,JPEGCOMP Index,SP500BDT Index,DGS10,retorno
1997-01-02,,,,,,
1997-01-03,0.003944432519854457,-0.00026881610775486564,0.000316496762937446,0.00013536109562863884,0.0006116207951070374,0.004739095065772714
1997-01-06,0.001657327051822488,0.007752925100768415,-1.7193947730398398e-05,-8.746819338422141e-05,-0.0006134969325153339,0.00869209307896095
1997-01-07,0.0012907565020004342,-0.00014548880218506755,-7.309941520468044e-05,-0.0001034619976124196,-0.0009174311926605672,5.1275094337699476e-05
1997-01-08,-0.0021022295476752495,0.002527900170456343,3.98329170614109e-05,-7.966857871255506e-05,-0.000913242009132409,-0.0005274070480024598
1997-01-09,-0.0007071687498761747,-0.0007387952717102242,0.00012621644686358068,0.0003747408706745281,0.0024242424242424177,0.0014792357201941276
1997-01-10,-0.002763592372604018,-0.0004170135102763428,6.473765156121969e-05,-0.0005401541027881485,-0.003374233128834359,-0.007030255462941649
1997-01-13,0.004231813314073696,-0.002990490089165465,-1.3930959593067005e-05,8.785240795463612e-05,-0.0,0.0013152446732698003
1997-01-14,0.004893634911292422,0.00032024884222381367,0.0004401980891401092,0.0005505904883498447,0.003016591251885359,0.009221263582891548
1997-01-15,0.0010538193592698696,0.006617733009258608,0.0002596179047807845,0.0,-0.0,0.007931170273309262
1997-01-16,0.0025917291907458393,-0.0047944382606674996,1.4094234048855903e-05,-0.00023807634314737536,-0.0012251148545176173,-0.003651806033537797
1997-01-17,0.0007577900229189805,-0.0022163829177046512,0.00012011948542361983,0.00014318669954658248,0.0003044140030441511,-0.0008908727067713173
1997-01-20,-0.0029338281489707627,0.0,0.0,6.354754150448283e-05,-0.0,-0.0028702806074662798
1997-01-21,0.0001820628900037313,-0.0039788494016394504,0.00025442252412446467,0.00026196713503214843,0.0012195121951219523,-0.0020608846573571538
1997-01-22,0.0031058726827048575,0.0009146433216395966,0.00020943030760731674,-0.00015043547110055178,-0.0012269938650306678,0.0028525169758205514
1997-01-23,-0.003820000486748287,0.00014208120549807912,1.0097071153014614e-05,-0.00011894377924035471,-0.0012195121951219523,-0.0050062781844595
1997-01-24,-0.004314749408485419,0.00048253303464174113,-0.00040380130191109423,-0.0001825976500476223,-0.00121212121212122,-0.0056307365379236135
1997-01-27,-0.004914417103750557,0.0020271985170637885,-8.49271802070506e-05,-0.00012725682017021846,-0.001506024096385561,-0.004605426683449598
1997-01-28,-5.074399653743899e-05,-0.002433717834100124,0.00026892493303241064,0.00019112845424862357,0.0014947683109118204,-0.0005296401324447085
1997-01-29,0.0028150374144245483,-0.0003002754418512943,-0.0001807717590455782,9.538192512519306e-05,0.0003012048192771122,0.0027305769579299807
1997-01-30,0.004014162973233892,0.0005026545683098904,0.00022985520876467325,0.00016675931072818173,0.0006033182503770718,0.005516750311413709
1997-01-31,0.00463976860187123,-0.003968929991076509,0.0002267074670243674,0.0004518788647534411,0.0024205748865355537,0.003769999829108084
1997-02-03,-0.00020502006267753003,-0.0005433738240188113,0.0003397433668324235,0.0004182779575408358,0.0018376722817764258,0.0018472997194533439
1997-02-04,0.0016026329667753636,0.0004244482173174635,0.00014679266658377266,0.00011002829298962792,0.0006182380216383177,0.0029021401653045453
1997-02-05,-0.003953539338154721,0.000734486427950376,9.918243368896019e-05,-7.065473386715927e-05,-0.0006201550387596733,-0.0038106802491422176
1997-02-06,0.0002500220607700498,-0.00521430980734533,-0.00020003437016669068,-5.499253672716087e-05,-0.0006182380216383621,-0.0058375526751074935
1997-02-07,0.0024580162397643155,-0.005473115173523724,0.00012319435721532823,0.00034585756956453386,0.001848998459167972,-0.0006970485478115743
1997-02-10,0.002635393332454949,0.001209542493368132,0.0001493975903614442,9.399968666772285e-05,-0.0,0.004088333102852248
1997-02-11,0.0006530517047856676,0.0004403614126859967,0.00026632986463853703,-1.565190170605968e-05,-0.0,0.0013440910804041416
1997-02-12,0.004834317832128843,0.0012122154724438783,0.00016011197596613736,0.0,0.0012441679626749693,0.007450813243213827
1997-02-13,0.0037700963469066372,0.0013698300531255203,0.0002650940250052747,0.00045397620538509823,0.0021909233176838684,0.008049919948106398
1997-02-14,-1.7225539733600748e-05,0.001205565958193211,8.157987380508214e-05,0.00027271310581267194,0.0012658227848101333,0.0028084561828874977
1997-02-17,-0.0005885561712267284,0.0,0.0,6.216489237704792e-05,-0.0,-0.0005263912788496805
1997-02-18,0.0016984304127291238,0.002023979033822454,6.4211316061491e-06,0.0,-0.0,0.003728830578157727
1997-02-19,-0.0008740423743385017,0.00394161688092276,-3.0074070069202597e-05,-6.989205560301582e-05,-0.0006369426751592134,0.002330665705752827
1997-02-20,-0.0008064400407525207,8.727797136631743e-05,-0.00012307359395181128,-0.0002719925396331924,-0.002539682539682531,-0.0036539107426537378
1997-02-21,0.0006983226844711865,0.00045955657479890277,0.00027827678541165747,-1.5584820384950682e-05,0.0006269592476488839,0.00204753047194568
1997-02-24,0.004403216778533059,-0.0031235002758066566,0.000111233955344614,-8.572987296392443e-05,-0.0009433962264150608,0.0003618243586920307
1997-02-25,0.002533208588403557,0.0033411443685934517,0.00021087538509141358,2.3400936037432097e-05,-0.0003129890453834161,0.0057956402327424385
1997-02-26,-0.004525849838261165,0.0028091077316027002,-0.0003874930505783969,-0.0008110426577243924,-0.004999999999999983,-0.007915277814961236
1997-02-27,-0.0031392805577131755,-0.0006770930354987881,-0.0005818977156126781,-7.862253321802016e-05,-0.0006097560975609984,-0.00508664993960366
1997-02-28,-0.00408126116718317,-0.0008535966222715241,-9.59620796109617e-05,0.00016523723345660546,0.0006079027355623268,-0.004257679900046724
1997-03-03,-0.00010996484018925833,0.0036249515603458127,-0.0007797797866298029,-7.069913589945465e-05,-0.0006097560975609984,0.0020547517000662984
1997-03-04,-0.0003183776248063763,0.002969341937690162,1.0427383699829207e-06,-0.00014935932709692068,-0.0006079027355622824,0.0018947449885945654
1997-03-05,0.0028871910459430604,-0.004184974342527237,-0.0004671370477216608,7.085498346717235e-05,-0.0,-0.0016940653608386647
1997-03-06,-0.0008242550002882209,0.004440631617588231,0.00022033386896450625,-0.00015734403272755771,-0.0006060606060606322,0.0030733058474763262
1997-03-07,0.0026695269886773954,0.0020597157271717847,0.0005644862685920682,0.00031518398865337804,0.001510574018126887,0.007119486991221513
1997-03-10,0.004916030973006391,0.001699677145148959,0.00016027080239024996,8.640326761448769e-05,0.0003044140030441511,0.007166796191204239
1997-03-11,0.0002849841833778566,-0.00010380672381204992,-7.023874286422593e-05,-7.848061528803464e-06,-0.0003048780487805214,-0.00020178739360774415
1997-03-12,-0.005172855799998111,-0.004069989012501551,-9.688652897975049e-05,-0.00014912487245899442,-0.000913242009132409,-0.010402098223070817
1997-03-13,-0.007381406173679083,-0.0004271440626574252,-0.0005551563557975314,-0.0005895299481213701,-0.0036363636363636598,-0.01258960017661907
1997-03-14,0.00148361478378507,0.005816133276920765,0.00021239877870702362,0.00018186131098285596,0.00029761904761904656,0.007991627198014762
1997-03-17,-0.0014712496916759797,-0.0072138505931388375,-0.00027098479841375367,-3.1570639305456004e-05,-0.00029806259314453244,-0.00928571831567856
1997-03-18,-0.0009774261112404314,0.0023713740925166427,0.0001892190604102062,-4.73709142586487e-05,-0.0,0.0015357961274277687
1997-03-19,-0.000850815850815878,0.00204642462729987,-3.867676676168053e-05,-0.00011848341232226778,-0.0005952380952380931,0.00044321050216195035
1997-03-20,-0.0052405314451339224,0.002653857911250279,2.0922544739376827e-05,-7.908264136025079e-06,-0.00029673590504448734,-0.002870395158324779
1997-03-21,0.0031084422465560203,-0.003486582038088437,0.00025166264657083826,7.908889591901058e-06,0.00029629629629628344,0.00017772804092660612
1997-03-24,0.0002547733395805718,-0.004069925485304882,0.00012797569502247532,0.0001423487544483848,0.0005934718100890413,-0.0029513558861644085
1997-03-25,0.0023563849249909285,0.0028736581870238975,-2.0755931007310212e-06,-0.0001500434336255241,-0.0008928571428571619,0.004185066942431408
1997-03-26,0.0024900379045582175,-0.001235865093543398,-0.00026983830458517376,-0.000134451123062318,-0.0014814814814814615,-0.0006315980981141335
1997-03-27,-0.004291646098899448,0.003461685246560209,-0.0002333896807674374,-0.0004989308624376299,-0.0029411764705882695,-0.004503457866132576
1997-03-28,-0.00047086119830761495,0.0,0.0,2.3877745940792396e-05,-0.0,-0.0004469834523668226
1997-03-31,-0.0063016171126124565,-0.0008761276752614622,-0.0006353089180877847,-7.957348611443705e-05,-0.0005797101449275033,-0.008472337337003644
1997-04-01,-0.00414707013340434,3.077424810915552e-05,4.849145559315815e-05,0.00015927371187385297,0.000578034682080908,-0.003330496035747265
1997-04-02,-0.0024275218427323385,-0.005759225911441179,0.0001361395766589557,3.180408682517122e-05,0.0005797101449275477,-0.007439093945761843
1997-04-03,-0.0013816822429906228,-0.005927410747207096,-5.642385600631572e-05,6.358795008345464e-05,0.0005813953488371882,-0.006720533547283391
1997-04-04,0.0015377467364097175,-0.0036459198511355484,-0.00028279105236400095,-0.0002939073794582581,-0.0017492711370262093,-0.004434142683574299
1997-04-07,0.00039765592298039997,0.00032189194981624425,0.00034262868991571385,0.00031867431485022024,0.0014450867052023142,0.0028259375827648925
1997-04-08,0.0018286032996528865,-0.00021088686990339278,5.9948655739550105e-05,-0.00011912325285896587,-0.0011644832605531175,0.00039405857207696054
1997-04-09,-0.0022311476956225593,0.002069788504947545,-5.8820214429622376e-05,7.951021706298357e-06,-0.0,-0.00021222838339833832
1997-04-10,-0.0021079173975442123,0.003546771588402109,-0.00016679478951414086,-1.5900779138178224e-05,-0.0,0.0012561586222055777
1997-04-11,-0.0077772832517365885,-0.0035939123525456362,-0.0002381154559221055,-0.00034192111959288065,-0.002026049204052116,-0.013977281383849327
1997-04-14,-0.000401266624445884,0.0037102248708192898,-0.00010914003341747636,4.787361365994336e-05,-0.0,0.0032476918266158726
1997-04-15,0.006883894485482411,-0.0013085688444913757,0.00043787142470321785,0.0004944572932450875,0.0028653295128939996,0.009372983871833341
1997-04-16,0.005329163032690687,-0.0032130174179365034,2.613603452781277e-05,-9.523053725895015e-05,-0.0005813953488372104,0.0014656557631858354
1997-04-17,0.0007213903158815426,0.0028892870269039417,0.00023969048509965286,0.00027007705139407977,0.0011594202898550733,0.00527986516913429
1997-04-18,0.003150059547439499,0.004114057282065375,-1.8268690275430323e-05,7.922047056958538e-05,0.0005830903790087661,0.007908158988807795
1997-04-21,0.0011136451144744708,0.0016763830667066992,-5.9746394129367445e-06,-0.0001266524182696127,-0.0008771929824561653,0.0017802081410424552
1997-04-22,0.004286685652906552,-0.00018344249643420518,7.381318936239278e-06,0.00019021954505824557,0.0008733624454148492,0.00517420646588168
1997-04-23,0.0021545566622962475,0.0010266849152500424,0.000272014170040491,-0.0001740368641721335,-0.0014619883040935646,0.0018172305793210828
1997-04-24,-0.0006668681570455526,1.895878360447245e-05,-8.109279532458325e-05,-0.0001981139551470057,-0.0011611030478955175,-0.0020882191718081867
1997-04-25,-0.004614708896588748,0.0022418919987285957,3.7461313316622395e-05,-0.00010322375734476142,-0.00028860028860031587,-0.0027271796304886064
1997-04-28,0.0019504854082445177,-0.0029036988730548607,7.451669103910597e-05,0.00019871234401080962,0.0005763688760807018,-0.00010361555367972581
1997-04-29,0.009367876663643759,0.002773233810348885,0.0006144591781128251,0.0007694748532444785,0.004335260115606943,0.01786030462095689
1997-04-30,0.005250506805676247,0.004294765864564676,0.00017909767897690277,0.0003148862473431491,0.001477104874446078,0.011516361471007052
1997-05-01,0.0012890383888456201,-0.00035923002111570845,0.00020218413886061715,7.847445656439245e-05,0.0008928571428571176,0.0021033241060120387
1997-05-02,0.00580685822327891,-0.0028392401804296363,0.0003993150684931446,0.00010977809142946882,0.0002989536621823774,0.0037756648649542642
1997-05-05,0.006639271004260694,0.00023728653230581376,8.120082084177583e-05,0.00013315579227697328,0.00029940119760478727,0.007390315347290044
1997-05-06,0.005862241533331103,-0.0010652797330830688,0.0003005325463858011,2.3466833541929688e-05,-0.0,0.005120961180175765
1997-05-07,-0.00364894533529716,0.0016123722267277207,-0.00043225819503543987,-0.0004066630171267738,-0.0026986506746626837,-0.005574144995394337
1997-05-08,0.002359904000745594,0.0040848064569316556,4.523532572836553e-05,0.00029839026305458207,0.001183431952662728,0.007971767999122924
1997-05-09,0.00407466032892505,0.0025095407802361303,7.509752483995103e-05,0.0002583574727941684,0.0014880952380952328,0.008405751344890532
1997-05-12,0.008351622005422055,0.0024966131217341037,0.0002066326011278319,0.0002108386693737474,0.000599700149925031,0.011865406547582768
1997-05-13,-0.00012277694158087103,0.0013106844956438657,-9.3936690725277e-05,-0.00026494194654408387,-0.0018045112781954753,-0.0009754823614018414
1997-05-14,0.0021176534798467814,-0.0017623479994449687,-0.00020244559697752963,0.00020314087038049157,0.0008941877794336862,0.001250188533238461
1997-05-15,0.0019416067657109348,0.0019294691501288153,0.00019816990264861503,0.00010916179337230326,0.00029940119760478727,0.004477808809465455
1997-05-16,-0.0009514085906865199,0.0034761516638190937,-6.7714434686061425e-06,-0.00015577537191369117,-0.0008995502248875465,0.00146264603286273
1997-05-19,-0.00030678038958396046,-0.002191693822863494,-6.77236064174358e-06,2.3402761525859184e-05,-0.00029850746268658137,-0.0027803512742499204
1997-05-20,0.003954873875015874,-0.004736874608647912,0.00016594531255290646,6.239276243955594e-05,0.00029806259314455467,-0.00025560006549502166
1997-05-21,-0.00032381671973662484,0.003215610449056938,0.0004242923397849152,-0.0001714731098986788,-0.001194029850746281,0.0019505831084602686
1997-05-22,-0.0032993142178303846,-5.371499997253171e-05,3.648266905867947e-05,-9.369144284823162e-05,-0.0005934718100890191,-0.004003709801681487
1997-05-23,0.005587178628634515,-0.0019806103307003498,0.0001468276530987689,7.814942169428463e-05,0.0005917159763313418,0.004423261349058561
