BCOM Index|0|2|19970307|N.A.|125.2885|
BCOM Index|0|2|19970310|N.A.|125.7144|
BCOM Index|0|2|19970311|N.A.|125.6883|
BCOM Index|0|2|19970312|N.A.|124.6652|
BCOM Index|0|2|19970313|N.A.|124.5587|
BCOM Index|0|2|19970314|N.A.|126.0076|
BCOM Index|0|2|19970317|N.A.|124.1896|
BCOM Index|0|2|19970318|N.A.|124.7786|
BCOM Index|0|2|19970319|N.A.|125.2893|
BCOM Index|0|2|19970320|N.A.|125.9543|
BCOM Index|0|2|19970321|N.A.|125.076|
BCOM Index|0|2|19970324|N.A.|124.0579|
BCOM Index|0|2|19970325|N.A.|124.7709|
BCOM Index|0|2|19970326|N.A.|124.4625|
BCOM Index|0|2|19970327|N.A.|125.3242|
BCOM Index|0|2|19970331|N.A.|125.1046|
BCOM Index|0|2|19970401|N.A.|125.1123|
BCOM Index|0|2|19970402|N.A.|123.6712|
BCOM Index|0|2|19970403|N.A.|122.2051|
BCOM Index|0|2|19970404|N.A.|121.314|
BCOM Index|0|2|19970407|N.A.|121.3921|
BCOM Index|0|2|19970408|N.A.|121.3409|
BCOM Index|0|2|19970409|N.A.|121.8432|
BCOM Index|0|2|19970410|N.A.|122.7075|
BCOM Index|0|2|19970411|N.A.|121.8255|
BCOM Index|0|2|19970414|N.A.|122.7295|
BCOM Index|0|2|19970415|N.A.|122.4083|
BCOM Index|0|2|19970416|N.A.|121.6217|
BCOM Index|0|2|19970417|N.A.|122.3245|
BCOM Index|0|2|19970418|N.A.|123.331|
BCOM Index|0|2|19970421|N.A.|123.7445|
BCOM Index|0|2|19970422|N.A.|123.6991|
BCOM Index|0|2|19970423|N.A.|123.9531|
BCOM Index|0|2|19970424|N.A.|123.9578|
BCOM Index|0|2|19970425|N.A.|124.5136|
BCOM Index|0|2|19970428|N.A.|123.7905|
BCOM Index|0|2|19970429|N.A.|124.4771|
BCOM Index|0|2|19970430|N.A.|125.5463|
BCOM Index|0|2|19970501|N.A.|125.4561|
BCOM Index|0|2|19970502|N.A.|124.7437|
BCOM Index|0|2|19970505|N.A.|124.8029|
BCOM Index|0|2|19970506|N.A.|124.537|
BCOM Index|0|2|19970507|N.A.|124.9386|
BCOM Index|0|2|19970508|N.A.|125.9593|
BCOM Index|0|2|19970509|N.A.|126.5915|
BCOM Index|0|2|19970512|N.A.|127.2236|
BCOM Index|0|2|19970513|N.A.|127.5571|
BCOM Index|0|2|19970514|N.A.|127.1075|
BCOM Index|0|2|19970515|N.A.|127.598|
BCOM Index|0|2|19970516|N.A.|128.4851|
BCOM Index|0|2|19970519|N.A.|127.9219|
BCOM Index|0|2|19970520|N.A.|126.71|
BCOM Index|0|2|19970521|N.A.|127.5249|
BCOM Index|0|2|19970522|N.A.|127.5112|
BCOM Index|0|2|19970523|N.A.|127.0061|
BCOM Index|0|2|19970527|N.A.|126.1855|
BCOM Index|0|2|19970528|N.A.|127.3436|
BCOM Index|0|2|19970529|N.A.|128.2295|
BCOM Index|0|2|19970530|N.A.|126.8556|
BCOM Index|0|2|19970602|N.A.|125.8048|
BCOM Index|0|2|19970603|N.A.|125.171|
BCOM Index|0|2|19970604|N.A.|123.6343|
BCOM Index|0|2|19970605|N.A.|123.1139|
BCOM Index|0|2|19970606|N.A.|122.287|
BCOM Index|0|2|19970609|N.A.|122.0772|
BCOM Index|0|2|19970610|N.A.|121.3216|
BCOM Index|0|2|19970611|N.A.|121.4346|
BCOM Index|0|2|19970612|N.A.|121.2518|
BCOM Index|0|2|19970613|N.A.|121.2925|
BCOM Index|0|2|19970616|N.A.|121.0698|
BCOM Index|0|2|19970617|N.A.|121.8116|
BCOM Index|0|2|19970618|N.A.|120.4103|
BCOM Index|0|2|19970619|N.A.|120.4421|
BCOM Index|0|2|19970620|N.A.|119.6603|
BCOM Index|0|2|19970623|N.A.|120.0271|
BCOM Index|0|2|19970624|N.A.|119.5856|
BCOM Index|0|2|19970625|N.A.|119.7344|
BCOM Index|0|2|19970626|N.A.|118.7488|
BCOM Index|0|2|19970627|N.A.|119.1478|
BCOM Index|0|2|19970630|N.A.|119.057|
BCOM Index|0|2|19970701|N.A.|118.6653|
BCOM Index|0|2|19970702|N.A.|118.5265|
BCOM Index|0|2|19970703|N.A.|117.2124|
BCOM Index|0|2|19970707|N.A.|115.677|
BCOM Index|0|2|19970708|N.A.|116.0713|
BCOM Index|0|2|19970709|N.A.|116.4032|
BCOM Index|0|2|19970710|N.A.|115.8319|
BCOM Index|0|2|19970711|N.A.|116.1915|
BCOM Index|0|2|19970714|N.A.|116.8834|
BCOM Index|0|2|19970715|N.A.|117.4809|
BCOM Index|0|2|19970716|N.A.|116.8343|
BCOM Index|0|2|19970717|N.A.|117.4867|
BCOM Index|0|2|19970718|N.A.|117.6569|
BCOM Index|0|2|19970721|N.A.|116.8167|
BCOM Index|0|2|19970722|N.A.|117.3955|
BCOM Index|0|2|19970723|N.A.|118.1988|
BCOM Index|0|2|19970724|N.A.|118.8705|
BCOM Index|0|2|19970725|N.A.|119.9562|
BCOM Index|0|2|19970728|N.A.|121.1942|
BCOM Index|0|2|19970729|N.A.|121.246|
BCOM Index|0|2|19970730|N.A.|121.4413|
BCOM Index|0|2|19970731|N.A.|122.3872|
BCOM Index|0|2|19970801|N.A.|122.9392|
BCOM Index|0|2|19970804|N.A.|123.6514|
BCOM Index|0|2|19970805|N.A.|122.8483|
BCOM Index|0|2|19970806|N.A.|122.8538|
BCOM Index|0|2|19970807|N.A.|122.4001|
BCOM Index|0|2|19970808|N.A.|122.1078|
BCOM Index|0|2|19970811|N.A.|121.4933|
BCOM Index|0|2|19970812|N.A.|121.3811|
BCOM Index|0|2|19970813|N.A.|121.7745|
BCOM Index|0|2|19970814|N.A.|121.4909|
BCOM Index|0|2|19970815|N.A.|121.1124|
BCOM Index|0|2|19970818|N.A.|120.2139|
BCOM Index|0|2|19970819|N.A.|121.3039|
BCOM Index|0|2|19970820|N.A.|120.4212|
BCOM Index|0|2|19970821|N.A.|120.6216|
BCOM Index|0|2|19970822|N.A.|121.2316|
BCOM Index|0|2|19970825|N.A.|120.334|
BCOM Index|0|2|19970826|N.A.|120.3655|
BCOM Index|0|2|19970827|N.A.|121.3733|
BCOM Index|0|2|19970828|N.A.|121.2647|
BCOM Index|0|2|19970829|N.A.|121.7564|
BCOM Index|0|2|19970902|N.A.|121.8778|
BCOM Index|0|2|19970903|N.A.|122.3325|
BCOM Index|0|2|19970904|N.A.|121.7394|
BCOM Index|0|2|19970905|N.A.|121.7954|
BCOM Index|0|2|19970908|N.A.|121.1913|
BCOM Index|0|2|19970909|N.A.|121.3429|
BCOM Index|0|2|19970910|N.A.|121.2282|
BCOM Index|0|2|19970911|N.A.|121.4754|
BCOM Index|0|2|19970912|N.A.|120.6129|
BCOM Index|0|2|19970915|N.A.|120.3837|
BCOM Index|0|2|19970916|N.A.|120.4916|
BCOM Index|0|2|19970917|N.A.|120.2935|
BCOM Index|0|2|19970918|N.A.|120.6488|
BCOM Index|0|2|19970919|N.A.|120.4895|
BCOM Index|0|2|19970922|N.A.|120.9329|
BCOM Index|0|2|19970923|N.A.|121.0317|
BCOM Index|0|2|19970924|N.A.|121.1674|
BCOM Index|0|2|19970925|N.A.|122.1588|
BCOM Index|0|2|19970926|N.A.|122.5139|
BCOM Index|0|2|19970929|N.A.|123.0398|
BCOM Index|0|2|19970930|N.A.|122.5685|
BCOM Index|0|2|19971001|N.A.|122.3593|
BCOM Index|0|2|19971002|N.A.|122.9526|
BCOM Index|0|2|19971003|N.A.|124.6579|
BCOM Index|0|2|19971006|N.A.|123.4923|
BCOM Index|0|2|19971007|N.A.|123.7712|
BCOM Index|0|2|19971008|N.A.|124.3043|
BCOM Index|0|2|19971009|N.A.|124.2434|
BCOM Index|0|2|19971010|N.A.|125.2387|
BCOM Index|0|2|19971014|N.A.|123.4821|
BCOM Index|0|2|19971015|N.A.|123.6|
BCOM Index|0|2|19971016|N.A.|123.6058|
BCOM Index|0|2|19971017|N.A.|122.6761|
BCOM Index|0|2|19971020|N.A.|123.2004|
BCOM Index|0|2|19971021|N.A.|123.2548|
BCOM Index|0|2|19971022|N.A.|124.5029|
BCOM Index|0|2|19971023|N.A.|123.4484|
BCOM Index|0|2|19971024|N.A.|122.7068|
BCOM Index|0|2|19971027|N.A.|122.9545|
BCOM Index|0|2|19971028|N.A.|121.6245|
BCOM Index|0|2|19971029|N.A.|121.9827|
BCOM Index|0|2|19971030|N.A.|122.7376|
BCOM Index|0|2|19971031|N.A.|122.5354|
BCOM Index|0|2|19971103|N.A.|122.6259|
BCOM Index|0|2|19971104|N.A.|122.0171|
BCOM Index|0|2|19971105|N.A.|122.006|
BCOM Index|0|2|19971106|N.A.|121.8145|
BCOM Index|0|2|19971107|N.A.|122.198|
BCOM Index|0|2|19971110|N.A.|121.7368|
BCOM Index|0|2|19971112|N.A.|121.9609|
BCOM Index|0|2|19971113|N.A.|122.2252|
BCOM Index|0|2|19971114|N.A.|121.7408|
BCOM Index|0|2|19971117|N.A.|121.0222|
BCOM Index|0|2|19971118|N.A.|120.3444|
BCOM Index|0|2|19971119|N.A.|119.8862|
BCOM Index|0|2|19971120|N.A.|118.449|
BCOM Index|0|2|19971121|N.A.|119.0204|
BCOM Index|0|2|19971124|N.A.|118.6625|
BCOM Index|0|2|19971125|N.A.|117.9746|
BCOM Index|0|2|19971126|N.A.|117.4654|
BCOM Index|0|2|19971128|N.A.|117.1992|
BCOM Index|0|2|19971201|N.A.|116.8652|
BCOM Index|0|2|19971202|N.A.|116.6777|
BCOM Index|0|2|19971203|N.A.|116.1385|
BCOM Index|0|2|19971204|N.A.|115.3643|
BCOM Index|0|2|19971205|N.A.|115.9112|
BCOM Index|0|2|19971208|N.A.|116.2132|
BCOM Index|0|2|19971209|N.A.|116.2038|
BCOM Index|0|2|19971210|N.A.|116.2327|
BCOM Index|0|2|19971211|N.A.|115.2475|
BCOM Index|0|2|19971212|N.A.|114.7467|
BCOM Index|0|2|19971215|N.A.|114.2566|
BCOM Index|0|2|19971216|N.A.|113.7136|
BCOM Index|0|2|19971217|N.A.|114.3539|
BCOM Index|0|2|19971218|N.A.|114.4195|
BCOM Index|0|2|19971219|N.A.|114.0911|
BCOM Index|0|2|19971222|N.A.|113.1784|
BCOM Index|0|2|19971223|N.A.|113.4502|
BCOM Index|0|2|19971224|N.A.|113.8846|
BCOM Index|0|2|19971226|N.A.|113.8098|
BCOM Index|0|2|19971229|N.A.|112.7256|
BCOM Index|0|2|19971230|N.A.|112.7248|
BCOM Index|0|2|19971231|N.A.|111.9836|
BCOM Index|0|2|19980102|N.A.|111.0729|
BCOM Index|0|2|19980105|N.A.|110.1761|
BCOM Index|0|2|19980106|N.A.|109.7168|
BCOM Index|0|2|19980107|N.A.|109.7662|
BCOM Index|0|2|19980108|N.A.|108.9885|
BCOM Index|0|2|19980109|N.A.|108.1058|
BCOM Index|0|2|19980112|N.A.|107.1926|
BCOM Index|0|2|19980113|N.A.|108.7729|
BCOM Index|0|2|19980114|N.A.|108.8202|
BCOM Index|0|2|19980115|N.A.|109.1034|
BCOM Index|0|2|19980116|N.A.|109.7247|
BCOM Index|0|2|19980120|N.A.|109.7031|
BCOM Index|0|2|19980121|N.A.|109.4162|
BCOM Index|0|2|19980122|N.A.|109.4344|
BCOM Index|0|2|19980123|N.A.|109.8445|
BCOM Index|0|2|19980126|N.A.|111.1873|
BCOM Index|0|2|19980127|N.A.|111.6647|
BCOM Index|0|2|19980128|N.A.|112.1156|
BCOM Index|0|2|19980129|N.A.|113.028|
BCOM Index|0|2|19980130|N.A.|111.9258|
BCOM Index|0|2|19980202|N.A.|112.0851|
BCOM Index|0|2|19980203|N.A.|110.8251|
BCOM Index|0|2|19980204|N.A.|110.907|
BCOM Index|0|2|19980205|N.A.|111.5172|
BCOM Index|0|2|19980206|N.A.|111.207|
BCOM Index|0|2|19980209|N.A.|110.6446|
BCOM Index|0|2|19980210|N.A.|110.7801|
BCOM Index|0|2|19980211|N.A.|109.9231|
BCOM Index|0|2|19980212|N.A.|109.8912|
BCOM Index|0|2|19980213|N.A.|109.7909|
BCOM Index|0|2|19980217|N.A.|107.9664|
BCOM Index|0|2|19980218|N.A.|108.7279|
BCOM Index|0|2|19980219|N.A.|108.7789|
BCOM Index|0|2|19980220|N.A.|107.871|
BCOM Index|0|2|19980223|N.A.|106.009|
BCOM Index|0|2|19980224|N.A.|105.3209|
BCOM Index|0|2|19980225|N.A.|105.8196|
BCOM Index|0|2|19980226|N.A.|105.9111|
BCOM Index|0|2|19980227|N.A.|106.6887|
BCOM Index|0|2|19980302|N.A.|107.0037|
BCOM Index|0|2|19980303|N.A.|106.0026|
BCOM Index|0|2|19980304|N.A.|105.8548|
BCOM Index|0|2|19980305|N.A.|105.7894|
BCOM Index|0|2|19980306|N.A.|105.2033|
BCOM Index|0|2|19980309|N.A.|104.4362|
BCOM Index|0|2|19980310|N.A.|104.7218|
BCOM Index|0|2|19980311|N.A.|104.7619|
BCOM Index|0|2|19980312|N.A.|105.1171|
BCOM Index|0|2|19980313|N.A.|104.5067|
BCOM Index|0|2|19980316|N.A.|103.3167|
BCOM Index|0|2|19980317|N.A.|102.9463|
BCOM Index|0|2|19980318|N.A.|104.554|
BCOM Index|0|2|19980319|N.A.|104.2551|
BCOM Index|0|2|19980320|N.A.|104.4689|
BCOM Index|0|2|19980323|N.A.|108.2323|
BCOM Index|0|2|19980324|N.A.|106.9111|
BCOM Index|0|2|19980325|N.A.|107.3358|
BCOM Index|0|2|19980326|N.A.|107.9006|
BCOM Index|0|2|19980327|N.A.|107.8341|
BCOM Index|0|2|19980330|N.A.|107.3797|
BCOM Index|0|2|19980331|N.A.|106.5161|
BCOM Index|0|2|19980401|N.A.|105.4454|
BCOM Index|0|2|19980402|N.A.|106.117|
BCOM Index|0|2|19980403|N.A.|106.2521|
BCOM Index|0|2|19980406|N.A.|104.9399|
BCOM Index|0|2|19980407|N.A.|105.1462|
BCOM Index|0|2|19980408|N.A.|105.7788|
BCOM Index|0|2|19980409|N.A.|106.177|
BCOM Index|0|2|19980413|N.A.|105.4932|
BCOM Index|0|2|19980414|N.A.|105.3111|
BCOM Index|0|2|19980415|N.A.|106.3411|
BCOM Index|0|2|19980416|N.A.|106.6837|
BCOM Index|0|2|19980417|N.A.|106.1627|
BCOM Index|0|2|19980420|N.A.|106.1652|
BCOM Index|0|2|19980421|N.A.|107.1592|
BCOM Index|0|2|19980422|N.A.|105.9944|
BCOM Index|0|2|19980423|N.A.|105.4508|
BCOM Index|0|2|19980424|N.A.|105.2152|
BCOM Index|0|2|19980427|N.A.|105.2837|
BCOM Index|0|2|19980428|N.A.|105.7423|
BCOM Index|0|2|19980429|N.A.|104.9918|
BCOM Index|0|2|19980430|N.A.|104.6834|
BCOM Index|0|2|19980501|N.A.|105.6332|
BCOM Index|0|2|19980504|N.A.|105.8152|
BCOM Index|0|2|19980505|N.A.|105.3429|
BCOM Index|0|2|19980506|N.A.|104.6983|
BCOM Index|0|2|19980507|N.A.|104.0688|
BCOM Index|0|2|19980508|N.A.|103.797|
BCOM Index|0|2|19980511|N.A.|103.0378|
BCOM Index|0|2|19980512|N.A.|103.1049|
BCOM Index|0|2|19980513|N.A.|102.4689|
BCOM Index|0|2|19980514|N.A.|102.6911|
BCOM Index|0|2|19980515|N.A.|101.6644|
BCOM Index|0|2|19980518|N.A.|100.3793|
BCOM Index|0|2|19980519|N.A.|100.1043|
BCOM Index|0|2|19980520|N.A.|99.309|
BCOM Index|0|2|19980521|N.A.|99.5416|
BCOM Index|0|2|19980522|N.A.|99.9109|
BCOM Index|0|2|19980526|N.A.|98.5436|
BCOM Index|0|2|19980527|N.A.|98.419|
BCOM Index|0|2|19980528|N.A.|98.319|
BCOM Index|0|2|19980529|N.A.|99.122|
BCOM Index|0|2|19980601|N.A.|98.2145|
BCOM Index|0|2|19980602|N.A.|98.2203|
BCOM Index|0|2|19980603|N.A.|98.0888|
BCOM Index|0|2|19980604|N.A.|98.1857|
BCOM Index|0|2|19980605|N.A.|97.8407|
BCOM Index|0|2|19980608|N.A.|97.1064|
BCOM Index|0|2|19980609|N.A.|96.058|
BCOM Index|0|2|19980610|N.A.|95.8845|
BCOM Index|0|2|19980611|N.A.|94.9574|
BCOM Index|0|2|19980612|N.A.|95.0908|
BCOM Index|0|2|19980615|N.A.|93.7367|
BCOM Index|0|2|19980616|N.A.|94.1088|
BCOM Index|0|2|19980617|N.A.|95.8739|
BCOM Index|0|2|19980618|N.A.|95.1049|
BCOM Index|0|2|19980619|N.A.|96.5545|
BCOM Index|0|2|19980622|N.A.|96.8384|
BCOM Index|0|2|19980623|N.A.|98.1992|
BCOM Index|0|2|19980624|N.A.|98.1955|
BCOM Index|0|2|19980625|N.A.|97.1752|
BCOM Index|0|2|19980626|N.A.|96.8984|
BCOM Index|0|2|19980629|N.A.|95.7807|
BCOM Index|0|2|19980630|N.A.|96.5615|
BCOM Index|0|2|19980701|N.A.|96.0117|
BCOM Index|0|2|19980702|N.A.|95.7201|
BCOM Index|0|2|19980706|N.A.|94.6385|
BCOM Index|0|2|19980707|N.A.|94.9689|
BCOM Index|0|2|19980708|N.A.|95.0962|
BCOM Index|0|2|19980709|N.A.|94.4241|
BCOM Index|0|2|19980710|N.A.|93.5262|
BCOM Index|0|2|19980713|N.A.|93.4452|
BCOM Index|0|2|19980714|N.A.|93.979|
BCOM Index|0|2|19980715|N.A.|93.956|
BCOM Index|0|2|19980716|N.A.|93.4677|
BCOM Index|0|2|19980717|N.A.|93.8584|
BCOM Index|0|2|19980720|N.A.|92.5853|
BCOM Index|0|2|19980721|N.A.|92.2607|
BCOM Index|0|2|19980722|N.A.|92.3144|
BCOM Index|0|2|19980723|N.A.|91.8043|
BCOM Index|0|2|19980724|N.A.|92.1214|
BCOM Index|0|2|19980727|N.A.|91.8236|
BCOM Index|0|2|19980728|N.A.|91.6442|
BCOM Index|0|2|19980729|N.A.|91.1402|
BCOM Index|0|2|19980730|N.A.|91.202|
BCOM Index|0|2|19980731|N.A.|90.3537|
BCOM Index|0|2|19980803|N.A.|88.8784|
BCOM Index|0|2|19980804|N.A.|89.2943|
BCOM Index|0|2|19980805|N.A.|89.1288|
BCOM Index|0|2|19980806|N.A.|89.3534|
BCOM Index|0|2|19980807|N.A.|89.5983|
BCOM Index|0|2|19980810|N.A.|88.5483|
BCOM Index|0|2|19980811|N.A.|87.1848|
BCOM Index|0|2|19980812|N.A.|87.0209|
BCOM Index|0|2|19980813|N.A.|87.7034|
BCOM Index|0|2|19980814|N.A.|87.7628|
BCOM Index|0|2|19980817|N.A.|87.9664|
BCOM Index|0|2|19980818|N.A.|87.5114|
BCOM Index|0|2|19980819|N.A.|87.4593|
BCOM Index|0|2|19980820|N.A.|88.1448|
BCOM Index|0|2|19980821|N.A.|86.8303|
BCOM Index|0|2|19980824|N.A.|87.2459|
BCOM Index|0|2|19980825|N.A.|86.9479|
BCOM Index|0|2|19980826|N.A.|86.2147|
BCOM Index|0|2|19980827|N.A.|85.1868|
BCOM Index|0|2|19980828|N.A.|84.7805|
BCOM Index|0|2|19980831|N.A.|84.2667|
BCOM Index|0|2|19980901|N.A.|85.747|
BCOM Index|0|2|19980902|N.A.|85.6189|
BCOM Index|0|2|19980903|N.A.|87.4753|
BCOM Index|0|2|19980904|N.A.|87.6141|
BCOM Index|0|2|19980908|N.A.|87.954|
BCOM Index|0|2|19980909|N.A.|87.4138|
BCOM Index|0|2|19980910|N.A.|88.7877|
BCOM Index|0|2|19980911|N.A.|88.3648|
BCOM Index|0|2|19980914|N.A.|88.4314|
BCOM Index|0|2|19980915|N.A.|89.3636|
BCOM Index|0|2|19980916|N.A.|88.9637|
BCOM Index|0|2|19980917|N.A.|88.9341|
BCOM Index|0|2|19980918|N.A.|89.9644|
BCOM Index|0|2|19980921|N.A.|89.6711|
BCOM Index|0|2|19980922|N.A.|89.9781|
BCOM Index|0|2|19980923|N.A.|89.9435|
BCOM Index|0|2|19980924|N.A.|90.562|
BCOM Index|0|2|19980925|N.A.|90.2086|
BCOM Index|0|2|19980928|N.A.|90.1558|
BCOM Index|0|2|19980929|N.A.|90.5237|
BCOM Index|0|2|19980930|N.A.|90.4466|
BCOM Index|0|2|19981001|N.A.|89.2914|
BCOM Index|0|2|19981002|N.A.|89.6688|
BCOM Index|0|2|19981005|N.A.|89.1162|
BCOM Index|0|2|19981006|N.A.|89.4279|
BCOM Index|0|2|19981007|N.A.|89.8813|
BCOM Index|0|2|19981008|N.A.|88.5571|
BCOM Index|0|2|19981009|N.A.|88.947|
BCOM Index|0|2|19981012|N.A.|88.3342|
BCOM Index|0|2|19981013|N.A.|88.5675|
BCOM Index|0|2|19981014|N.A.|87.9463|
BCOM Index|0|2|19981015|N.A.|88.0031|
BCOM Index|0|2|19981016|N.A.|88.5226|
BCOM Index|0|2|19981019|N.A.|87.2033|
BCOM Index|0|2|19981020|N.A.|87.1835|
BCOM Index|0|2|19981021|N.A.|87.6478|
BCOM Index|0|2|19981022|N.A.|87.4468|
BCOM Index|0|2|19981023|N.A.|87.5089|
BCOM Index|0|2|19981026|N.A.|87.796|
BCOM Index|0|2|19981027|N.A.|87.1488|
BCOM Index|0|2|19981028|N.A.|87.2499|
BCOM Index|0|2|19981029|N.A.|87.1323|
BCOM Index|0|2|19981030|N.A.|87.457|
BCOM Index|0|2|19981102|N.A.|87.3715|
BCOM Index|0|2|19981103|N.A.|87.3255|
BCOM Index|0|2|19981104|N.A.|87.3134|
BCOM Index|0|2|19981105|N.A.|87.5833|
BCOM Index|0|2|19981106|N.A.|87.5077|
BCOM Index|0|2|19981109|N.A.|86.5984|
BCOM Index|0|2|19981110|N.A.|86.8199|
BCOM Index|0|2|19981111|N.A.|86.8358|
BCOM Index|0|2|19981112|N.A.|87.4784|
BCOM Index|0|2|19981113|N.A.|86.6173|
BCOM Index|0|2|19981116|N.A.|84.9609|
BCOM Index|0|2|19981117|N.A.|84.5255|
BCOM Index|0|2|19981118|N.A.|84.566|
BCOM Index|0|2|19981119|N.A.|84.2218|
BCOM Index|0|2|19981120|N.A.|84.1176|
BCOM Index|0|2|19981123|N.A.|82.6884|
BCOM Index|0|2|19981124|N.A.|82.3768|
BCOM Index|0|2|19981125|N.A.|82.1831|
BCOM Index|0|2|19981127|N.A.|82.4651|
BCOM Index|0|2|19981130|N.A.|80.8446|
BCOM Index|0|2|19981201|N.A.|80.5809|
BCOM Index|0|2|19981202|N.A.|80.3102|
BCOM Index|0|2|19981203|N.A.|79.8753|
BCOM Index|0|2|19981204|N.A.|79.7521|
BCOM Index|0|2|19981207|N.A.|80.1673|
BCOM Index|0|2|19981208|N.A.|79.1577|
BCOM Index|0|2|19981209|N.A.|78.6113|
BCOM Index|0|2|19981210|N.A.|77.9588|
BCOM Index|0|2|19981211|N.A.|77.5265|
BCOM Index|0|2|19981214|N.A.|78.3648|
BCOM Index|0|2|19981215|N.A.|78.4811|
BCOM Index|0|2|19981216|N.A.|79.9055|
BCOM Index|0|2|19981217|N.A.|77.6865|
BCOM Index|0|2|19981218|N.A.|77.4112|
BCOM Index|0|2|19981221|N.A.|76.6084|
BCOM Index|0|2|19981222|N.A.|76.6972|
BCOM Index|0|2|19981223|N.A.|76.765|
BCOM Index|0|2|19981224|N.A.|76.8466|
BCOM Index|0|2|19981228|N.A.|77.0601|
BCOM Index|0|2|19981229|N.A.|77.5308|
BCOM Index|0|2|19981230|N.A.|77.3635|
BCOM Index|0|2|19981231|N.A.|77.8027|
BCOM Index|0|2|19990104|N.A.|78.1872|
BCOM Index|0|2|19990105|N.A.|77.9675|
BCOM Index|0|2|19990106|N.A.|79.4326|
BCOM Index|0|2|19990107|N.A.|79.5896|
BCOM Index|0|2|19990108|N.A.|80.0927|
BCOM Index|0|2|19990111|N.A.|80.6867|
BCOM Index|0|2|19990112|N.A.|79.6735|
BCOM Index|0|2|19990113|N.A.|78.2126|
BCOM Index|0|2|19990114|N.A.|77.9476|
BCOM Index|0|2|19990115|N.A.|77.8091|
BCOM Index|0|2|19990119|N.A.|77.1468|
BCOM Index|0|2|19990120|N.A.|76.7741|
BCOM Index|0|2|19990121|N.A.|77.5603|
BCOM Index|0|2|19990122|N.A.|77.6183|
BCOM Index|0|2|19990125|N.A.|76.8658|
BCOM Index|0|2|19990126|N.A.|76.2375|
BCOM Index|0|2|19990127|N.A.|76.403|
BCOM Index|0|2|19990128|N.A.|76.9697|
BCOM Index|0|2|19990129|N.A.|77.1889|
BCOM Index|0|2|19990201|N.A.|76.7847|
BCOM Index|0|2|19990202|N.A.|77.1761|
BCOM Index|0|2|19990203|N.A.|77.0603|
BCOM Index|0|2|19990204|N.A.|77.2167|
BCOM Index|0|2|19990205|N.A.|77.1572|
BCOM Index|0|2|19990208|N.A.|77.2071|
BCOM Index|0|2|19990209|N.A.|76.5042|
BCOM Index|0|2|19990210|N.A.|76.3216|
BCOM Index|0|2|19990211|N.A.|76.1723|
BCOM Index|0|2|19990212|N.A.|76.0483|
BCOM Index|0|2|19990216|N.A.|74.5453|
BCOM Index|0|2|19990217|N.A.|74.6213|
BCOM Index|0|2|19990218|N.A.|75.1665|
BCOM Index|0|2|19990219|N.A.|74.9579|
BCOM Index|0|2|19990222|N.A.|74.5578|
BCOM Index|0|2|19990223|N.A.|75.3077|
BCOM Index|0|2|19990224|N.A.|74.9005|
BCOM Index|0|2|19990225|N.A.|75.2478|
BCOM Index|0|2|19990226|N.A.|74.2411|
