Date,DXY
20151211,97.565
20151214,97.604
20151215,98.217
20151216,97.871
20151217,99.27
20151218,98.703
20151221,98.363
20151222,98.235
20151223,98.341
20151224,97.984
20151225,97.847
20151228,97.919
20151229,98.101
20151230,98.266
20151231,98.631
20160101,98.683
20160104,98.869
20160105,99.404
20160106,99.181
20160107,98.219
20160108,98.54
20160111,98.725
20160112,98.974
20160113,98.933
20160114,99.089
20160115,98.956
20160118,98.956
20160119,98.991
20160120,99.091
20160121,99.056
20160122,99.574
20160125,99.36
20160126,99.087
20160127,98.902
20160128,98.51
20160129,99.606
20160201,99.009
20160202,98.872
20160203,97.288
20160204,96.474
20160205,97.031
20160208,96.57
20160209,96.071
20160210,95.888
20160211,95.562
20160212,95.94
20160215,95.94
20160216,96.868
20160217,96.786
20160218,96.951
20160219,96.6
20160222,97.379
20160223,97.481
20160224,97.458
20160225,97.287
20160226,98.148
20160229,98.211
20160301,98.352
20160302,98.214
20160303,97.592
20160304,97.34
20160307,97.071
20160308,97.209
20160309,97.173
20160310,96.066
20160311,96.172
20160314,96.624
20160315,96.633
20160316,95.89
20160317,94.76
20160318,95.086
20160321,95.288
20160322,95.648
20160323,96.046
20160324,96.142
20160325,96.273
20160328,95.943
20160329,95.16
20160330,94.841
20160331,94.586
20160401,94.619
20160404,94.51
20160405,94.631
20160406,94.43
20160407,94.482
20160408,94.235
20160411,93.95
20160412,93.959
20160413,94.744
20160414,94.902
20160415,94.696
20160418,94.49
20160419,93.976
20160420,94.492
20160421,94.599
20160422,95.116
20160425,94.842
20160426,94.573
20160427,94.387
20160428,93.761
20160429,93.082
20160502,92.626
20160503,92.944
20160504,93.179
20160505,93.78
20160506,93.888
20160509,94.128
20160510,94.29
20160511,93.823
20160512,94.15
20160513,94.608
20160516,94.572
20160517,94.548
20160518,95.08
20160519,95.287
20160520,95.334
20160523,95.231
20160524,95.571
20160525,95.354
20160526,95.168
20160527,95.521
20160530,95.521
20160531,95.891
20160601,95.455
20160602,95.564
20160603,94.029
20160606,93.902
20160607,93.828
20160608,93.59
20160609,93.953
20160610,94.571
20160613,94.362
20160614,94.928
20160615,94.61
20160616,94.569
20160617,94.206
20160620,93.611
20160621,94.017
20160622,93.716
20160623,93.529
20160624,95.448
20160627,96.544
20160628,96.245
20160629,95.769
20160630,96.143
20160701,95.649
20160704,95.649
20160705,96.166
20160706,96.053
20160707,96.328
20160708,96.302
20160711,96.571
20160712,96.441
20160713,96.216
20160714,96.077
20160715,96.58
20160718,96.562
20160719,97.063
20160720,97.201
20160721,97
20160722,97.467
20160725,97.286
20160726,97.156
20160727,97.053
20160728,96.739
20160729,95.53
20160801,95.713
20160802,95.064
20160803,95.563
20160804,95.758
20160805,96.194
20160808,96.401
20160809,96.183
20160810,95.65
20160811,95.857
20160812,95.722
20160815,95.629
20160816,94.791
20160817,94.718
20160818,94.157
20160819,94.511
20160822,94.519
20160823,94.539
20160824,94.786
20160825,94.772
20160826,95.566
20160829,95.58
20160830,96.054
20160831,96.022
20160901,95.653
20160902,95.844
20160905,95.844
20160906,94.823
20160907,94.956
20160908,95.027
20160909,95.336
20160912,95.095
20160913,95.633
20160914,95.327
20160915,95.288
20160916,96.108
20160919,95.841
20160920,96.019
20160921,95.66
20160922,95.448
20160923,95.477
20160926,95.297
20160927,95.435
20160928,95.431
20160929,95.535
20160930,95.463
20161003,95.695
20161004,96.169
20161005,96.125
20161006,96.765
20161007,96.632
20161010,96.929
20161011,97.69
20161012,97.966
20161013,97.516
20161014,98.019
20161017,97.888
20161018,97.895
20161019,97.92
20161020,98.315
20161021,98.695
20161024,98.756
20161025,98.719
20161026,98.629
20161027,98.888
20161028,98.348
20161031,98.445
20161101,97.699
20161102,97.398
20161103,97.157
20161104,97.065
20161107,97.781
20161108,97.861
20161109,98.504
20161110,98.785
20161111,99.06
20161114,100.11
20161115,100.23
20161116,100.41
20161117,100.89
20161118,101.21
20161121,101.05
20161122,101.04
20161123,101.7
20161124,101.7
20161125,101.49
20161128,101.33
20161129,100.93
20161130,101.5
20161201,101.04
20161202,100.77
20161205,100.09
20161206,100.49
20161207,100.23
20161208,101.1
20161209,101.59
20161212,101.03
20161213,101.07
20161214,101.76
20161215,103.02
20161216,102.95
20161219,103.14
20161220,103.29
20161221,103.02
20161222,103.09
20161223,103.01
20161226,102.97
20161227,103.02
20161228,103.3
20161229,102.68
20161230,102.21
20170102,102.78
20170103,103.21
20170104,102.7
20170105,101.52
20170106,102.22
20170109,101.93
20170110,102.01
20170111,101.78
20170112,101.35
20170113,101.18
20170116,101.18
20170117,100.33
20170118,100.93
20170119,101.15
20170120,100.74
20170123,100.16
20170124,100.35
20170125,100.03
20170126,100.38
20170127,100.53
20170130,100.43
20170131,99.512
20170201,99.641
20170202,99.79
20170203,99.868
20170206,99.907
20170207,100.26
20170208,100.28
20170209,100.65
20170210,100.8
20170213,100.96
20170214,101.25
20170215,101.18
20170216,100.44
20170217,100.95
20170220,100.95
20170221,101.37
20170222,101.22
20170223,101.05
20170224,101.09
20170227,101.13
20170228,101.12
20170301,101.78
20170302,102.2
20170303,101.54
20170306,101.64
20170307,101.81
20170308,102.07
20170309,101.85
20170310,101.25
20170313,101.31
20170314,101.7
20170315,100.74
20170316,100.36
20170317,100.3
20170320,100.41
20170321,99.813
20170322,99.677
20170323,99.76
20170324,99.627
20170327,99.166
20170328,99.712
20170329,99.998
20170330,100.41
20170331,100.35
20170403,100.54
20170404,100.54
20170405,100.56
20170406,100.67
20170407,101.18
20170410,101.02
20170411,100.71
20170412,100.78
20170413,100.49
20170414,100.51
20170417,100.29
20170418,99.499
20170419,99.738
20170420,99.778
20170421,99.977
20170424,99.092
20170425,98.785
20170426,99.045
20170427,99.076
20170428,99.05
20170501,99.077
20170502,98.976
20170503,99.209
20170504,98.797
20170505,98.648
20170508,99.06
20170509,99.658
20170510,99.669
20170511,99.623
20170512,99.252
20170515,98.911
20170516,98.105
20170517,97.575
20170518,97.879
20170519,97.142
20170522,96.984
20170523,97.351
20170524,97.238
20170525,97.248
20170526,97.442
20170529,97.442
20170530,97.28
20170531,96.922
20170601,97.198
20170602,96.715
20170605,96.799
20170606,96.636
20170607,96.748
20170608,96.918
20170609,97.274
20170612,97.138
20170613,96.975
20170614,96.939
20170615,97.433
20170616,97.164
20170619,97.548
20170620,97.76
20170621,97.559
20170622,97.593
20170623,97.264
20170626,97.426
20170627,96.394
20170628,96.01
20170629,95.628
20170630,95.628
20170703,96.218
20170704,96.218
20170705,96.29
20170706,95.802
20170707,96.008
20170710,96.022
20170711,95.669
20170712,95.761
20170713,95.728
20170714,95.153
20170717,95.128
20170718,94.604
20170719,94.779
20170720,94.306
20170721,93.858
20170724,93.977
20170725,94.054
20170726,93.672
20170727,93.864
20170728,93.259
20170731,92.863
20170801,93.043
20170802,92.836
20170803,92.839
20170804,93.542
20170807,93.432
20170808,93.647
20170809,93.548
20170810,93.401
20170811,93.069
20170814,93.411
20170815,93.853
20170816,93.541
20170817,93.622
20170818,93.434
20170821,93.095
20170822,93.545
20170823,93.147
20170824,93.277
20170825,92.74
20170828,92.207
20170829,92.249
20170830,92.884
20170831,92.668
20170901,92.814
20170904,92.635
20170905,92.252
20170906,92.29
20170907,91.663
20170908,91.352
20170911,91.875
20170912,91.882
20170913,92.52
20170914,92.124
20170915,91.872
20170918,92.047
20170919,91.793
20170920,92.508
20170921,92.259
20170922,92.171
20170925,92.648
20170926,92.966
20170927,93.361
20170928,93.085
20170929,93.076
20171002,93.559
20171003,93.569
20171004,93.458
20171005,93.961
20171006,93.8
20171009,93.675
20171010,93.29
20171011,93.015
20171012,93.057
20171013,93.091
20171016,93.312
20171017,93.486
20171018,93.363
20171019,93.266
20171020,93.701
20171023,93.936
20171024,93.772
20171025,93.711
20171026,94.612
20171027,94.916
20171030,94.56
20171031,94.552
20171101,94.815
20171102,94.685
20171103,94.941
20171106,94.757
20171107,94.913
20171108,94.866
20171109,94.444
20171110,94.391
20171113,94.49
20171114,93.827
20171115,93.813
20171116,93.932
20171117,93.662
20171120,94.08
20171121,93.952
20171122,93.22
20171123,93.22
20171124,92.782
20171127,92.904
20171128,93.27
20171129,93.164
20171130,93.047
20171201,92.885
20171204,93.188
20171205,93.379
20171206,93.61
20171207,93.795
20171208,93.901
20171211,93.866
20171212,94.101
20171213,93.429
20171214,93.489
20171215,93.932
20171218,93.695
20171219,93.441
20171220,93.313
20171221,93.278
20171222,93.347
20171225,93.267
20171226,93.257
20171227,93.025
20171228,92.602
20171229,92.124
20180101,92.24
20180102,91.872
20180103,92.162
20180104,91.853
20180105,91.949
20180108,92.358
20180109,92.528
20180110,92.332
20180111,91.852
20180112,90.974
20180115,90.974
20180116,90.393
20180117,90.541
20180118,90.498
20180119,90.572
20180122,90.401
20180123,90.124
20180124,89.206
20180125,89.391
20180126,89.067
20180129,89.308
20180130,89.16
20180131,89.133
20180201,88.671
20180202,89.195
20180205,89.554
20180206,89.585
20180207,90.255
20180208,90.229
20180209,90.442
20180212,90.208
20180213,89.703
20180214,89.121
20180215,88.593
20180216,89.1
20180219,89.1
20180220,89.716
20180221,90
20180222,89.736
20180223,89.883
20180226,89.853
20180227,90.355
20180228,90.613
20180301,90.324
20180302,89.935
20180305,90.08
20180306,89.618
20180307,89.637
20180308,90.179
20180309,90.093
20180312,89.895
20180313,89.664
20180314,89.704
20180315,90.139
20180316,90.233
20180319,89.765
20180320,90.371
20180321,89.783
20180322,89.857
20180323,89.436
20180326,89.027
20180327,89.372
20180328,90.058
20180329,90.151
20180330,89.974
20180402,90.052
20180403,90.2
20180404,90.142
20180405,90.46
20180406,90.108
20180409,89.838
20180410,89.587
20180411,89.568
20180412,89.751
20180413,89.8
20180416,89.425
20180417,89.516
20180418,89.623
20180419,89.94
20180420,90.316
20180423,90.946
20180424,90.766
20180425,91.172
20180426,91.561
20180427,91.542
20180430,91.841
20180501,92.449
20180502,92.512
20180503,92.414
20180504,92.566
20180507,92.749
20180508,93.12
20180509,93.04
20180510,92.65
20180511,92.537
20180514,92.587
20180515,93.219
20180516,93.392
20180517,93.469
20180518,93.637
20180521,93.677
20180522,93.609
20180523,94.003
20180524,93.775
20180525,94.253
20180528,94.418
20180529,94.82
20180530,94.069
20180531,93.979
20180601,94.156
20180604,94.038
20180605,93.876
20180606,93.614
20180607,93.435
20180608,93.535
20180611,93.608
20180612,93.818
20180613,93.544
20180614,94.879
20180615,94.788
20180618,94.756
20180619,95.013
20180620,95.124
20180621,94.862
20180622,94.52
20180625,94.289
20180626,94.676
20180627,95.29
20180628,95.312
20180629,94.47
20180702,94.871
20180703,94.591
20180704,94.531
20180705,94.395
20180706,93.963
20180709,94.077
20180710,94.158
20180711,94.719
20180712,94.827
20180713,94.677
20180716,94.511
20180717,94.985
20180718,95.085
20180719,95.164
20180720,94.476
20180723,94.632
20180724,94.613
20180725,94.233
20180726,94.785
20180727,94.669
20180730,94.348
20180731,94.554
20180801,94.661
20180802,95.17
20180803,95.161
20180806,95.358
20180807,95.186
20180808,95.092
20180809,95.504
20180810,96.357
20180813,96.391
20180814,96.731
20180815,96.696
20180816,96.645
20180817,96.101
20180820,95.9
20180821,95.256
20180822,95.146
20180823,95.666
20180824,95.146
20180827,94.779
20180828,94.72
20180829,94.6
20180830,94.723
20180831,95.14
20180903,95.14
20180904,95.439
20180905,95.184
20180906,95.021
20180907,95.365
20180910,95.15
20180911,95.249
20180912,94.799
20180913,94.518
20180914,94.927
20180917,94.496
20180918,94.64
20180919,94.537
20180920,93.912
20180921,94.22
20180924,94.185
20180925,94.133
20180926,94.193
20180927,94.894
20180928,95.132
20181001,95.298
20181002,95.507
20181003,95.762
20181004,95.751
20181005,95.624
20181008,95.761
20181009,95.668
20181010,95.508
20181011,95.017
20181012,95.221
20181015,95.059
20181016,95.048
20181017,95.575
20181018,95.9
20181019,95.713
20181022,96.013
20181023,95.961
20181024,96.434
20181025,96.679
20181026,96.359
20181029,96.579
20181030,97.011
20181031,97.127
20181101,96.277
20181102,96.542
20181105,96.279
20181106,96.317
20181107,95.997
20181108,96.724
20181109,96.905
20181112,97.542
20181113,97.303
20181114,96.803
20181115,96.927
20181116,96.465
20181119,96.193
20181120,96.836
20181121,96.712
20181122,96.712
20181123,96.916
20181126,97.074
20181127,97.369
20181128,96.786
20181129,96.778
20181130,97.272
20181203,97.04
20181204,96.965
20181205,97.07
20181206,96.81
20181207,96.514
20181210,97.219
20181211,97.388
20181212,97.044
20181213,97.064
20181214,97.443
20181217,97.1
20181218,97.104
20181219,97.035
20181220,96.276
20181221,96.956
20181224,96.553
20181225,96.581
20181226,97.05
20181227,96.481
20181228,96.402
20181231,96.173
20190101,96.085
20190102,96.819
20190103,96.305
20190104,96.179
20190107,95.666
20190108,95.903
20190109,95.219
20190110,95.539
20190111,95.67
20190114,95.61
20190115,96.039
20190116,96.059
20190117,96.065
20190118,96.336
20190121,96.336
20190122,96.303
20190123,96.123
20190124,96.601
20190125,95.794
20190128,95.746
20190129,95.821
20190130,95.34
20190131,95.578
20190201,95.579
20190204,95.852
20190205,96.067
20190206,96.39
20190207,96.507
20190208,96.637
20190211,97.057
20190212,96.709
20190213,97.129
20190214,96.978
20190215,96.904
20190218,96.904
20190219,96.52
20190220,96.454
20190221,96.605
20190222,96.507
20190225,96.413
20190226,96.003
20190227,96.154
20190228,96.157
20190301,96.527
20190304,96.682
20190305,96.866
20190306,96.873
20190307,97.667
20190308,97.306
20190311,97.215
20190312,96.935
20190313,96.55
20190314,96.785
20190315,96.595
20190318,96.524
20190319,96.383
20190320,95.761
20190321,96.495
20190322,96.651
20190325,96.566
20190326,96.736
20190327,96.774
20190328,97.202
20190329,97.284
20190401,97.232
20190402,97.361
20190403,97.091
20190404,97.308
20190405,97.395
20190408,97.05
20190409,97.006
20190410,96.946
20190411,97.177
20190412,96.972
20190415,96.942
20190416,97.043
20190417,97.009
20190418,97.474
20190419,97.378
20190422,97.287
20190423,97.636
20190424,98.173
20190425,98.203
20190426,98.006
20190429,97.857
20190430,97.479
20190501,97.686
20190502,97.832
20190503,97.52
20190506,97.515
20190507,97.628
20190508,97.623
20190509,97.373
20190510,97.33
20190513,97.319
20190514,97.526
20190515,97.569
20190516,97.855
20190517,97.995
20190520,97.933
20190521,98.062
20190522,98.041
20190523,97.856
20190524,97.613
20190527,97.613
20190528,97.952
20190529,98.144
20190530,98.142
20190531,97.75
20190603,97.142
20190604,97.072
20190605,97.32
20190606,97.044
20190607,96.544
20190610,96.761
20190611,96.686
20190612,97
20190613,97.013
20190614,97.572
20190617,97.558
20190618,97.644
20190619,97.117
20190620,96.629
20190621,96.22
20190624,95.98
20190625,96.14
20190626,96.214
20190627,96.194
20190628,96.13
20190701,96.844
20190702,96.726
20190703,96.768
20190704,96.768
20190705,97.286
20190708,97.384
20190709,97.489
20190710,97.104
20190711,97.05
20190712,96.81
20190715,96.933
20190716,97.395
20190717,97.223
20190718,96.794
20190719,97.151
20190722,97.257
20190723,97.705
20190724,97.729
20190725,97.818
20190726,98.01
20190729,98.044
20190730,98.05
20190731,98.516
20190801,98.369
20190802,98.074
20190805,97.522
20190806,97.63
20190807,97.544
20190808,97.618
20190809,97.491
20190812,97.38
20190813,97.812
20190814,97.987
20190815,98.144
20190816,98.142
20190819,98.347
20190820,98.19
20190821,98.295
20190822,98.17
20190823,97.64
20190826,98.081
20190827,97.999
20190828,98.21
20190829,98.507
20190830,98.916
20190902,98.916
20190903,99
20190904,98.451
20190905,98.414
20190906,98.394
20190909,98.281
20190910,98.326
20190911,98.645
20190912,98.309
20190913,98.257
20190916,98.61
20190917,98.261
20190918,98.561
20190919,98.272
20190920,98.513
20190923,98.599
20190924,98.337
20190925,99.037
20190926,99.132
20190927,99.109
20190930,99.377
20191001,99.128
20191002,99.019
20191003,98.864
20191004,98.808
20191007,98.967
20191008,99.133
20191009,99.118
20191010,98.701
20191011,98.301
20191014,98.454
20191015,98.288
20191016,98.002
20191017,97.607
20191018,97.282
20191021,97.328
20191022,97.526
20191023,97.491
20191024,97.631
20191025,97.831
20191028,97.764
20191029,97.69
20191030,97.646
20191031,97.352
20191101,97.239
20191104,97.505
20191105,97.983
20191106,97.952
20191107,98.143
20191108,98.353
20191111,98.2
20191112,98.309
20191113,98.373
20191114,98.163
20191115,97.999
20191118,97.794
20191119,97.856
20191120,97.934
20191121,97.993
20191122,98.27
20191125,98.323
20191126,98.252
20191127,98.37
20191128,98.37
20191129,98.273
20191202,97.856
20191203,97.737
20191204,97.648
20191205,97.41
20191206,97.7
20191209,97.644
20191210,97.413
20191211,97.078
20191212,97.397
20191213,97.172
20191216,97.019
20191217,97.222
20191218,97.4
20191219,97.379
20191220,97.69
20191223,97.658
20191224,97.654
20191225,97.632
20191226,97.534
20191227,96.919
20191230,96.74
20191231,96.389
20200101,96.445
20200102,96.846
20200103,96.838
20200106,96.671
20200107,97.005
20200108,97.299
20200109,97.45
20200110,97.356
20200113,97.345
20200114,97.372
20200115,97.229
20200116,97.32
20200117,97.606
20200120,97.606
20200121,97.531
20200122,97.527
20200123,97.693
20200124,97.853
20200127,97.956
20200128,98.018
20200129,97.991
20200130,97.867
20200131,97.39
20200203,97.8
20200204,97.961
20200205,98.301
20200206,98.496
20200207,98.684
20200210,98.832
20200211,98.721
20200212,99.049
20200213,99.067
20200214,99.124
20200217,99.003
20200218,99.44
20200219,99.705
20200220,99.865
20200221,99.262
20200224,99.359
20200225,98.968
20200226,98.996
20200227,98.508
20200228,98.132
20200302,97.36
20200303,97.153
20200304,97.336
20200305,96.82
20200306,95.951
20200309,94.895
20200310,96.414
20200311,96.507
20200312,97.468
20200313,98.749
20200316,98.069
20200317,99.575
20200318,101.16
20200319,102.755
20200320,102.817
20200323,102.487
20200324,102.039
20200325,101.05
20200326,99.352
20200327,98.365
20200330,99.181
20200331,99.048
20200401,99.673
20200402,100.18
20200403,100.576
20200406,100.685
20200407,99.9
20200408,100.119
20200409,99.517
20200410,99.482
20200413,99.348
20200414,98.887
20200415,99.461
20200416,100.025
20200417,99.782
20200420,99.955
20200421,100.258
20200422,100.388
20200423,100.433
20200424,100.38
20200427,100.041
20200428,99.865
20200429,99.565
20200430,99.016
20200501,99.079
20200504,99.484
20200505,99.709
20200506,100.091
20200507,99.889
20200508,99.734
20200511,100.236
20200512,99.933
20200513,100.242
20200514,100.466
20200515,100.402
20200518,99.665
20200519,99.371
20200520,99.124
20200521,99.37
20200522,99.863
20200525,99.863
20200526,98.908
20200527,99.062
20200528,98.383
20200529,98.344
20200601,97.83
20200602,97.673
20200603,97.276
20200604,96.677
20200605,96.937
20200608,96.618
20200609,96.324
20200610,95.959
20200611,96.733
20200612,97.319
20200615,96.706
20200616,96.958
20200617,97.158
20200618,97.421
20200619,97.623
20200622,97.039
20200623,96.646
20200624,97.148
20200625,97.429
20200626,97.433
20200629,97.536
20200630,97.391
20200701,97.196
20200702,97.317
20200703,97.172
20200706,96.725
20200707,96.881
20200708,96.428
20200709,96.7
20200710,96.652
20200713,96.464
20200714,96.259
20200715,96.081
20200716,96.346
20200717,95.942
20200720,95.832
20200721,95.117
20200722,94.988
20200723,94.692
20200724,94.435
20200727,93.668
20200728,93.696
20200729,93.453
20200730,93.021
20200731,93.349
20200803,93.542
20200804,93.382
20200805,92.868
20200806,92.788
20200807,93.435
20200810,93.582
20200811,93.628
20200812,93.443
20200813,93.335
20200814,93.096
20200817,92.851
20200818,92.271
20200819,92.887
20200820,92.793
20200821,93.247
20200824,93.298
20200825,93.019
20200826,93.006
20200827,93.001
20200828,92.371
20200831,92.144
20200901,92.338
20200902,92.847
20200903,92.739
20200904,92.719
20200907,92.719
20200908,93.445
20200909,93.255
20200910,93.336
20200911,93.333
20200914,93.052
20200915,93.05
20200916,93.214
20200917,92.97
20200918,92.926
20200921,93.656
20200922,93.988
20200923,94.389
20200924,94.354
20200925,94.642
20200928,94.278
20200929,93.891
20200930,93.886
20201001,93.711
20201002,93.844
20201005,93.513
20201006,93.686
20201007,93.63
20201008,93.605
20201009,93.057
20201012,93.065
20201013,93.531
20201014,93.382
20201015,93.856
20201016,93.682
20201019,93.427
20201020,93.067
20201021,92.611
20201022,92.951
20201023,92.768
20201026,93.045
20201027,92.94
20201028,93.405
20201029,93.955
20201030,94.038
20201102,94.129
20201103,93.553
20201104,93.407
20201105,92.525
20201106,92.229
20201109,92.725
20201110,92.749
20201111,93.043
20201112,92.963
20201113,92.755
20201116,92.642
20201117,92.416
20201118,92.316
20201119,92.294
20201120,92.392
20201123,92.505
20201124,92.226
20201125,91.994
20201126,91.994
20201127,91.79
20201130,91.869
20201201,91.313
20201202,91.118
20201203,90.714
20201204,90.701
20201207,90.792
20201208,90.965
20201209,91.087
20201210,90.824
20201211,90.976
20201214,90.711
20201215,90.473
20201216,90.45
20201217,89.822
20201218,90.016
20201221,90.043
20201222,90.654
20201223,90.413
20201224,90.323
20201225,90.223
20201228,90.337
20201229,89.994
20201230,89.68
20201231,89.937
20210104,89.869
20210105,89.436
20210106,89.53
20210107,89.826
20210108,90.098
20210111,90.465
20210112,90.093
20210113,90.355
20210114,90.239
20210115,90.772
20210118,90.765
20210119,90.498
20210120,90.475
20210121,90.131
20210122,90.238
20210125,90.391
20210126,90.17
20210127,90.647
20210128,90.455
20210129,90.584
20210201,90.98
20210202,91.197
20210203,91.171
20210204,91.529
20210205,91.042
20210208,90.934
20210209,90.439
20210210,90.371
20210211,90.417
20210212,90.48
20210215,90.48
20210216,90.509
20210217,90.951
20210218,90.592
20210219,90.364
20210222,90.01
20210223,90.169
20210224,90.176
20210225,90.134
20210226,90.879
20210301,91.039
20210302,90.785
20210303,90.947
20210304,91.631
20210305,91.977
20210308,92.313
20210309,91.958
20210310,91.823
20210311,91.42
20210312,91.679
20210315,91.833
20210316,91.865
20210317,91.442
20210318,91.862
20210319,91.919
20210322,91.742
20210323,92.336
20210324,92.528
20210325,92.848
20210326,92.766
20210329,92.944
20210330,93.297
20210331,93.232
20210401,92.929
20210402,93.022
20210405,92.595
20210406,92.335
20210407,92.455
20210408,92.059
20210409,92.163
20210412,92.138
20210413,91.852
20210414,91.69
20210415,91.671
20210416,91.556
20210419,91.069
20210420,91.241
20210421,91.155
20210422,91.333
20210423,90.859
20210426,90.807
20210427,90.909
20210428,90.609
20210429,90.614
20210430,91.28
20210503,90.945
20210504,91.288
20210505,91.308
20210506,90.951
20210507,90.233
20210510,90.212
20210511,90.141
20210512,90.713
20210513,90.752
20210514,90.321
20210517,90.164
20210518,89.75
20210519,90.191
20210520,89.808
20210521,90.017
20210524,89.844
20210525,89.639
20210526,90.042
20210527,89.971
20210528,90.031
20210531,89.829
20210601,89.831
20210602,89.909
20210603,90.512
20210604,90.136
20210607,89.95
20210608,90.076
20210609,90.12
20210610,90.075
20210611,90.555
20210614,90.522
20210615,90.536
20210616,91.129
20210617,91.889
20210618,92.225
20210621,91.899
20210622,91.756
20210623,91.802
20210624,91.814
20210625,91.851
20210628,91.887
20210629,92.049
20210630,92.436
20210701,92.597
20210702,92.226
20210705,92.212
20210706,92.546
20210707,92.644
20210708,92.417
20210709,92.13
20210712,92.261
20210713,92.752
20210714,92.41
20210715,92.624
20210716,92.687
20210719,92.891
20210720,92.973
20210721,92.754
20210722,92.822
20210723,92.912
20210726,92.649
20210727,92.432
20210728,92.322
20210729,91.864
20210730,92.174
20210802,92.048
20210803,92.081
20210804,92.27
20210805,92.244
20210806,92.8
20210809,92.945
20210810,93.055
20210811,92.922
20210812,93.035
20210813,92.518
20210816,92.628
20210817,93.13
20210818,93.136
20210819,93.568
20210820,93.496
20210823,92.958
20210824,92.893
20210825,92.825
20210826,93.062
20210827,92.686
20210830,92.653
20210831,92.626
20210901,92.449
20210902,92.225
20210903,92.035
20210906,92.035
20210907,92.512
20210908,92.653
20210909,92.479
20210910,92.582
20210913,92.675
20210914,92.623
20210915,92.548
20210916,92.932
20210917,93.195
20210920,93.276
20210921,93.204
20210922,93.462
20210923,93.085
20210924,93.327
20210927,93.383
20210928,93.766
20210929,94.338
20210930,94.23
20211001,94.035
20211004,93.776
20211005,93.975
20211006,94.266
20211007,94.217
20211008,94.067
20211011,94.316
20211012,94.516
20211013,94.08
20211014,93.956
20211015,93.937
20211018,93.953
20211019,93.734
20211020,93.558
20211021,93.77
20211022,93.642
20211025,93.813
20211026,93.949
20211027,93.802
20211028,93.345
20211029,94.123
20211101,93.879
20211102,94.09
20211103,93.864
20211104,94.347
20211105,94.32
20211108,94.049
20211109,93.955
20211110,94.85
20211111,95.178
20211112,95.128
20211115,95.407
20211116,95.915
20211117,95.828
20211118,95.544
20211119,96.031
20211122,96.548
20211123,96.491
20211124,96.875
20211125,96.774
20211126,96.089
20211129,96.341
20211130,95.994
20211201,96.028
20211202,96.156
20211203,96.117
20211206,96.328
20211207,96.369
20211208,95.894
20211209,96.271
20211210,96.097
20211213,96.317
20211214,96.571
20211215,96.511
20211216,96.042
20211217,96.565
20211220,96.551
20211221,96.491
20211222,96.076
20211223,96.019
20211227,96.093
20211228,96.202
20211229,95.929
20211230,95.968
20211231,95.67
20220103,96.213
20220104,96.262
20220105,96.171
20220106,96.32
20220107,95.719
20220110,95.991
20220111,95.624
20220112,94.915
20220113,94.79
20220114,95.165
20220117,95.258
20220118,95.732
20220119,95.51
20220120,95.735
20220121,95.642
20220124,95.918
20220125,95.948
20220126,96.478
20220127,97.255
20220128,97.27
20220131,96.54
20220201,96.385
20220202,95.936
20220203,95.379
20220204,95.485
20220207,95.399
20220208,95.643
20220209,95.494
20220210,95.553
20220211,96.082
20220214,96.421
