Date,DXY
19970102,88.34
19970103,89.3
19970106,89.14
19970107,89.01
19970108,89.45
19970109,89.45
19970110,89.77
19970113,89.98
19970114,90.31
19970115,89.91
19970116,90.08
19970117,90.86
19970120,91.53
19970121,91.62
19970122,92.47
19970123,92.56
19970124,92.12
19970127,92.77
19970128,93.16
19970129,93.02
19970130,92.83
19970131,93.04
19970203,93.09
19970204,93.24
19970205,93.32
19970206,93.47
19970207,93.68
19970210,93.52
19970211,94.25
19970212,94.71
19970213,94.8
19970214,94.91
19970217,95.24
19970218,95.15
19970219,95.53
19970220,94.91
19970221,95.04
19970224,94.29
19970225,94.26
19970226,94.94
19970227,94.87
19970228,94.89
19970303,95.39
19970304,96.08
19970305,95.92
19970306,95.9
19970307,96.12
19970310,95.58
19970311,95.73
19970312,95.42
19970313,96.02
19970314,95.58
19970317,95.68
19970318,94.98
19970319,95.2
19970320,95.7
19970321,95.28
19970324,95.25
19970325,95.48
19970326,95.33
19970327,94.69
19970331,94.72
19970401,94.09
19970402,94.75
19970403,94.3
19970404,95.12
19970407,96.15
19970408,96.35
19970409,96.92
19970410,96.54
19970411,96.57
19970414,96.94
19970415,96.72
19970416,96.85
19970417,96.7
19970418,96.29
19970421,95.8
19970422,96.52
19970423,96.44
19970424,96.5
19970425,97.1
19970428,97.31
19970429,96.91
19970430,97.18
19970501,96.81
19970502,97.04
19970505,97.16
19970506,96.51
19970507,96.51
19970508,95.97
19970509,94.9
19970512,95.46
19970513,94.88
19970514,94.5
19970515,94.38
19970516,94.26
19970519,94.68
19970520,93.26
19970521,94.01
19970522,94.36
19970523,94.24
19970527,94.95
19970528,94.56
19970529,94.65
19970530,94.85
19970602,95.73
19970603,95.52
19970604,95.73
19970605,95.58
19970606,95.52
19970609,94.7
19970610,94.98
19970611,94.78
19970612,95.48
19970613,95.79
19970616,95.43
19970617,95.41
19970618,95.51
19970619,95.07
19970620,95.3
19970623,94.89
19970624,95.18
19970625,95.02
19970626,94.94
19970627,95.55
19970630,95.67
19970701,95.85
19970702,95.86
19970703,95.57
19970704,95.65
19970707,95.49
19970708,95.84
19970709,95.85
19970710,95.58
19970711,96.32
19970714,97.15
19970715,97.28
19970716,97.23
19970717,97.47
19970718,97.35
19970721,97.45
19970722,98.19
19970723,98.4
19970724,98.87
19970725,99.13
19970728,99.65
19970729,99.62
19970730,99.56
19970731,99.55
19970801,100.43
19970804,100.61
19970805,101.17
19970806,101.39
19970807,101.03
19970808,99.75
19970811,100.41
19970812,100.76
19970813,99.67
19970814,100.05
19970815,99.05
19970818,99.39
19970819,99.89
19970820,100.47
19970821,99.82
19970822,99.06
19970825,99.26
19970826,98.36
19970827,98.6
19970828,98.2
19970829,99
19970901,99.05
19970902,100.07
19970903,99.6
19970904,99.47
19970905,98.86
19970908,99.07
19970909,99.05
19970910,98.71
19970911,97.96
19970912,97.73
19970915,97.28
19970916,97.68
19970917,97.7
19970918,97.99
19970919,97.83
19970922,98.43
19970923,98.39
19970924,97.49
19970925,97.05
19970926,97.25
19970929,97.26
19970930,97.11
19971001,97.6
19971002,97.64
19971003,97.08
19971006,97.13
19971007,97.13
19971008,96.69
19971009,96.61
19971010,96.66
19971013,96.87
19971014,96.95
19971015,96.72
19971016,96.49
19971017,97.54
19971020,97.49
19971021,98.1
19971022,97.98
19971023,97.44
19971024,97.73
19971027,97.01
19971028,96.06
19971029,95.77
19971030,95.46
19971031,95.64
19971103,96.07
19971104,95.54
19971105,95.52
19971106,95.65
19971107,95.25
19971110,95.2
19971111,95.21
19971112,95.76
19971113,95.95
19971114,96.15
19971117,96.19
19971118,96.19
19971119,96.39
19971120,96.72
19971121,96.6
19971124,96.68
19971125,97.23
19971126,97.66
19971127,97.88
19971128,97.77
19971201,98.4
19971202,98.32
19971203,98.1
19971204,98.35
19971205,98.86
19971208,99.24
19971209,99.16
19971210,98.98
19971211,98.18
19971212,98.72
19971215,98.76
19971216,99.06
19971217,98.28
19971218,98.47
19971219,98.54
19971222,98.83
19971223,98.57
19971224,98.51
19971226,98.51
19971229,99.1
19971230,99.28
19971231,99.65
19980102,100.1
19980105,101.06
19980106,101.4
19980107,100.64
19980108,101.02
19980109,100.93
19980112,100.93
19980113,100.71
19980114,100.74
19980115,100.98
19980116,100.99
19980119,101.04
19980120,101.2
19980121,100.24
19980122,99.76
19980123,98.44
19980126,99.16
19980127,98.98
19980128,99.82
19980129,100.58
19980130,100.72
19980202,100.27
19980203,99.86
19980204,99.14
19980205,98.55
19980206,99.52
19980209,99.93
19980210,99.57
19980211,99.94
19980212,99.59
19980213,100.01
19980216,100.12
19980217,100.51
19980218,100.17
19980219,100
19980220,100.32
19980223,99.32
19980224,99.35
19980225,100.19
19980226,99.94
19980227,99.83
19980302,99.58
19980303,99.55
19980304,99.9
19980305,100.83
19980306,100.63
19980309,100.31
19980310,100.4
19980311,100.58
19980312,100.39
19980313,99.8
19980316,100.06
19980317,99.99
19980318,100.42
19980319,100.77
19980320,100.64
19980323,100.35
19980324,100.4
19980325,100.2
19980326,99.77
19980327,100.33
19980330,101.34
19980331,101.5
19980401,101.71
19980402,101.84
19980403,101.85
19980406,101.5
19980407,101.22
19980408,100.21
19980409,100.54
19980413,100.44
19980414,99.51
19980415,99.59
19980416,99.81
19980417,99.92
19980420,99.74
19980421,99.22
19980422,99.28
19980423,99.56
19980424,99.38
19980427,99.34
19980428,99.62
19980429,99.73
19980430,99.71
19980501,99.32
19980504,99.24
19980505,98.71
19980506,98.8
19980507,98.89
19980508,99.05
19980511,99.31
19980512,99.39
19980513,99.59
19980514,99.6
19980515,99.92
19980518,100.17
19980519,100.17
19980520,99.5
19980521,98.89
19980522,99.08
19980526,99.75
19980527,100.15
19980528,100.25
19980529,100.48
19980601,100.23
19980602,100.14
19980603,99.8
19980604,99.55
19980605,100.15
19980608,100.4
19980609,100.39
19980610,101.2
19980611,101.94
19980612,101.76
19980615,102.25
19980616,101.41
19980617,100.07
19980618,100.53
19980619,100.12
19980622,100.51
19980623,100.87
19980624,101.12
19980625,101.12
19980626,101.55
19980629,101.64
19980630,101.17
19980701,101.46
19980702,101.98
19980703,101.57
19980706,101.75
19980707,101.67
19980708,101.82
19980709,102.46
19980710,102.09
19980713,101.51
19980714,101.48
19980715,101.37
19980716,100.82
19980717,100.58
19980720,100.47
19980721,100.94
19980722,101.1
19980723,100.97
19980724,100.7
19980727,101.02
19980728,100.36
19980729,100.56
19980730,101.11
19980731,101.14
19980803,101.65
19980804,101.13
19980805,100.84
19980806,101.1
19980807,101.49
19980810,101.48
19980811,101.76
19980812,101.79
19980813,101.65
19980814,102.42
19980817,102.17
19980818,102.4
19980819,102.12
19980820,101.99
19980821,102.18
19980824,102.03
19980825,102.23
19980826,102.57
19980827,101.93
19980828,100.22
19980831,100.2
19980901,99.19
19980902,99.4
19980903,98.38
19980904,98.2
19980907,97.87
19980908,98.18
19980909,98.24
19980910,96.64
19980911,96.5
19980914,96.8
19980915,96.51
19980916,96.76
19980917,96.47
19980918,96.71
19980921,96.77
19980922,96.63
19980923,96.45
19980924,96.22
19980925,96.38
19980928,96.12
19980929,95.82
19980930,96.17
19981001,95.36
19981002,95.37
19981005,94.98
19981006,94.53
19981007,92.37
19981008,93.11
19981009,93.1
19981012,93.8
19981013,93.14
19981014,93.4
19981015,92.2
19981016,92.22
19981019,92.57
19981020,93.02
19981021,93.49
19981022,93.21
19981023,93.17
19981026,94.39
19981027,93.88
19981028,93.92
19981029,93.79
19981030,93.68
19981102,93.56
19981103,93.91
19981104,94.13
19981105,94.02
19981106,94.75
19981109,95.61
19981110,95.7
19981111,95.35
19981112,95.68
19981113,95.74
19981116,94.81
19981117,94.97
19981118,95.28
19981119,95.54
19981120,95.81
19981123,96.32
19981124,96.4
19981125,96.36
19981126,96.35
19981127,96.83
19981130,96.2
19981201,95.59
19981202,94.82
19981203,94.71
19981204,94.91
19981207,95.31
19981208,94.8
19981209,94.65
19981210,93.86
19981211,93.48
19981214,93.39
19981215,93.81
19981216,94.46
19981217,94.31
19981218,94.04
19981221,94.37
19981222,94.5
19981223,94.52
19981224,94.89
19981228,94.66
19981229,94.46
19981230,94.69
19981231,94.17
19990104,93.44
19990105,93.47
19990106,94.53
19990107,93.72
19990108,94.35
19990111,94.66
19990112,94.79
19990113,94.25
19990114,94.03
19990115,94.72
19990118,94.67
19990119,94.52
19990120,94.72
19990121,94.5
19990122,94.66
19990125,94.73
19990126,94.72
19990127,95.68
19990128,95.79
19990129,96.08
19990201,96.23
19990202,95.71
19990203,96.03
19990204,95.68
19990205,96.22
19990208,96.01
19990209,96.28
19990210,95.96
19990211,96.68
19990212,96.31
19990215,96.79
19990216,97.21
19990217,97.06
19990218,97.32
19990219,98.27
19990222,98.52
19990223,98.85
19990224,99.11
19990225,98.57
19990226,98.71
19990301,99.56
19990302,99.37
19990303,99.76
19990304,100.48
19990305,100.24
19990308,99.75
19990309,99.64
19990310,99.01
19990311,98.46
19990312,99.13
19990315,98.89
19990316,98.56
19990317,98.62
19990318,98.57
19990319,99.05
19990322,98.92
19990323,98.92
19990324,99.06
19990325,99.48
19990326,100.19
19990329,100.36
19990330,100.54
19990331,100.1
19990401,100.09
19990402,100.2
19990405,100.74
19990406,99.91
19990407,100.35
19990408,100.44
19990409,100.06
19990412,99.8
19990413,100.06
19990414,99.82
19990415,100.34
19990416,100.08
19990419,100.43
19990420,100.81
19990421,101.17
19990422,100.91
19990423,100.87
19990426,101.02
19990427,100.63
19990428,100.79
19990429,100.94
19990430,101
19990503,101.11
19990504,100.68
19990505,99.91
19990506,99.45
19990507,99.99
19990510,99.73
19990511,100.24
19990512,100.7
19990513,100.7
19990514,100.93
19990517,100.86
19990518,100.72
19990519,101.09
19990520,101.34
19990521,101.64
19990524,101.4
19990525,101.38
19990526,102.24
19990527,102.08
19990528,102.51
19990531,102.28
19990601,102.07
19990602,102.79
19990603,102.98
19990604,102.65
19990607,103.11
19990608,101.76
19990609,101.76
19990610,101.58
19990611,101
19990614,102.11
19990615,102.21
19990616,102.85
19990617,102.52
19990618,102.31
19990621,102.88
19990622,103
19990623,103.04
19990624,102.51
19990625,102.28
19990628,102.85
19990629,103.05
19990630,102.85
19990701,103.66
19990702,103.49
19990705,103.77
19990706,103.78
19990707,103.93
19990708,104.12
19990709,104.44
19990712,104.5
19990713,104.32
19990714,103.93
19990715,104
19990716,104.08
19990719,102.92
19990720,102.41
19990721,101.63
19990722,101.49
19990723,101.55
19990726,100.57
19990727,100.79
19990728,100.41
19990729,99.78
19990730,99.75
19990802,99.84
19990803,99.91
19990804,99.27
19990805,99.42
19990806,99.59
19990809,99.98
19990810,99.81
19990811,100.18
19990812,100.09
19990813,100.77
19990816,100.63
19990817,100.84
19990818,100.57
19990819,99.8
19990820,99.55
19990823,100.74
19990824,100.49
19990825,101.3
19990826,101.21
19990827,101.02
19990830,100.94
19990831,99.95
19990901,99.79
19990902,99.25
19990903,99.78
19990906,99.89
19990907,100
19990908,99.88
19990909,99.63
19990910,101.02
19990913,100.38
19990914,100.73
19990915,100.2
19990916,100.2
19990917,100.34
19990920,100.51
19990921,99.6
19990922,99.75
19990923,99.72
19990924,99.64
19990927,99.69
19990928,99.18
19990929,98.8
19990930,98.54
19991001,98.06
19991004,98.04
19991005,97.98
19991006,98.48
19991007,98.38
19991008,99.02
19991011,98.71
19991012,97.95
19991013,97.89
19991014,97.92
19991015,97.04
19991018,97.42
19991019,97.38
19991020,98.13
19991021,97.48
19991022,98.48
19991025,98.34
19991026,98.82
19991027,99.3
19991028,99.37
19991029,99.06
19991101,99.31
19991102,99.18
19991103,99.5
19991104,100.43
19991105,100.28
19991108,100.35
19991109,100.23
19991110,99.79
19991111,100.08
19991112,100.75
19991115,100.69
19991116,100.79
19991117,100.2
19991118,101
19991119,100.89
19991122,100.6
19991123,100.83
19991124,101.72
19991125,101.54
19991126,101.35
19991129,101.86
19991130,101.99
19991201,102.09
19991202,102.52
19991203,102.51
19991206,101.13
19991207,100.82
19991208,100.71
19991209,101.02
19991210,101.66
19991213,101.67
19991214,102.35
19991215,102.4
19991216,101.6
19991217,102.18
19991220,101.85
19991221,101.93
19991222,101.87
19991223,101.44
19991224,101.58
19991227,101.58
19991228,101.94
19991229,101.98
19991230,101.82
19991231,101.87
20000103,100.22
20000104,100.41
20000105,100.38
20000106,100.48
20000107,100.72
20000110,100.99
20000111,100.56
20000112,100.62
20000113,101
20000114,101.72
20000117,101.77
20000118,101.86
20000119,101.76
20000120,101.36
20000121,101.81
20000124,102.2
20000125,102.41
20000126,102.44
20000127,103.17
20000128,104.48
20000131,105.13
20000201,104.92
20000202,104.79
20000203,103.8
20000204,104.29
20000207,104.64
20000208,104.22
20000209,103.5
20000210,104.13
20000211,104.1
20000214,104.72
20000215,104.69
20000216,104.28
20000217,104.27
20000218,104.63
20000221,104.51
20000222,103.28
20000223,103.53
20000224,104.01
20000225,105.26
20000228,105.27
20000229,105.92
20000301,104.89
20000302,105.78
20000303,106
20000306,106.16
20000307,106.01
20000308,105.96
20000309,105.37
20000310,105.71
20000313,105.5
20000314,105.2
20000315,105.38
20000316,105.18
20000317,105.2
20000320,105.15
20000321,105.81
20000322,106.04
20000323,105.23
20000324,104.77
20000327,105.3
20000328,105.53
20000329,106.22
20000330,105.47
20000331,105.44
20000403,105.54
20000404,105.17
20000405,105.29
20000406,105.52
20000407,105.97
20000410,105.68
20000411,105.94
20000412,105.96
20000413,106.14
20000414,105.47
20000417,106.13
20000418,106.63
20000419,107.13
20000420,107.45
20000424,107.28
20000425,108.67
20000426,108.55
20000427,109.57
20000428,110.14
20000501,109.63
20000502,110.26
20000503,111.26
20000504,111.8
20000505,111.31
20000508,111.45
20000509,110.75
20000510,110.8
20000511,111.52
20000512,109.9
20000515,110.56
20000516,111.31
20000517,112.1
20000518,112.09
20000519,111.47
20000522,111.18
20000523,111.44
20000524,111.22
20000525,110.74
20000526,109.12
20000530,108.93
20000531,108.74
20000601,109.05
20000602,108.12
20000605,107.46
20000606,106.59
20000607,106.18
20000608,106.73
20000609,106.99
20000612,106.97
20000613,106.4
20000614,106.46
20000615,106.88
20000616,105.96
20000619,106.33
20000620,106.64
20000621,107.43
20000622,107.94
20000623,108.1
20000626,108.2
20000627,107.36
20000628,107.67
20000629,106.91
20000630,106.84
20000703,107.09
20000704,107.29
20000705,107.12
20000706,107.4
20000707,107.65
20000710,106.91
20000711,107.09
20000712,108.04
20000713,108.54
20000714,108.45
20000717,108.62
20000718,109.38
20000719,109.54
20000720,108.62
20000721,108.44
20000724,108.63
20000725,108.31
20000726,107.97
20000727,108.92
20000728,109.74
20000731,109.61
20000801,110.6
20000802,110.48
20000803,110.98
20000804,110.85
20000807,110.85
20000808,111.32
20000809,111.44
20000810,110.9
20000811,111.21
20000814,111.08
20000815,110.51
20000816,110.27
20000817,110.23
20000818,111.01
20000821,111.46
20000822,111.79
20000823,111.42
20000824,111.23
20000825,111.35
20000828,111.5
20000829,112.2
20000830,112.14
20000831,112.6
20000901,111.42
20000904,111.59
20000905,112.32
20000906,114.17
20000907,113.65
20000908,114.34
20000911,115.53
20000912,115.17
20000913,115.34
20000914,115.21
20000915,116.1
20000918,116.03
20000919,116.11
20000920,116.28
20000921,115.27
20000922,113.82
20000925,113.89
20000926,113.13
20000927,113.11
20000928,113.31
20000929,113.25
20001002,113.79
20001003,114.22
20001004,114.17
20001005,114.74
20001006,114.85
20001009,114.81
20001010,114.36
20001011,114.49
20001012,114.97
20001013,115.86
20001016,116.34
20001017,115.89
20001018,117.33
20001019,116.94
20001020,117.16
20001023,117.54
20001024,117.42
20001025,118.58
20001026,118.4
20001027,117.39
20001030,117.25
20001031,116.65
20001101,115.56
20001102,115.61
20001103,114.97
20001106,115.59
20001107,115.61
20001108,116.17
20001109,115.34
20001110,115.79
20001113,115.7
20001114,116.22
20001115,116.39
20001116,116.93
20001117,117.31
20001120,117.35
20001121,117.95
20001122,117.85
20001123,118.09
20001124,118.48
20001127,117.1
20001128,116.63
20001129,116.61
20001130,115.24
20001201,114.73
20001204,113.71
20001205,114.47
20001206,113.31
20001207,113.44
20001208,114.05
20001211,114.29
20001212,114.26
20001213,114.71
20001214,113.38
20001215,112.9
20001218,112.86
20001219,113.21
20001220,111.89
20001221,111.51
20001222,110.82
20001226,110.31
20001227,110.21
20001228,110.38
20001229,109.56
20010102,108.61
20010103,110.17
20010104,108.81
20010105,108.42
20010108,108.86
20010109,109.52
20010110,109.86
20010111,109.01
20010112,109.27
20010115,110.09
20010116,110.11
20010117,110.67
20010118,109.94
20010119,110.67
20010122,110.14
20010123,110.34
20010124,111.81
20010125,111.41
20010126,111.46
20010129,111.92
20010130,111
20010131,110.52
20010201,109.93
20010202,110.32
20010205,109.95
20010206,110.7
20010207,111.13
20010208,112.08
20010209,111.52
20010212,111.19
20010213,112.01
20010214,112.04
20010215,113.2
20010216,112.26
20010219,111.9
20010220,112.82
20010221,113.02
20010222,113.34
20010223,112.03
20010226,112.77
20010227,112.34
20010228,112.01
20010301,111.28
20010302,111.17
20010305,111.54
20010306,111.12
20010307,111.83
20010308,111.49
20010309,111.44
20010312,111.97
20010313,113.11
20010314,113.7
20010315,114.71
20010316,115.32
20010319,115.2
20010320,114.11
20010321,115.53
20010322,116.3
20010323,115.94
20010326,115.21
20010327,115.4
20010328,116.01
20010329,116.61
20010330,117.37
20010402,117.34
20010403,115.63
20010404,115.08
20010405,115.47
20010406,114.75
20010409,115.21
20010410,116.02
20010411,116.13
20010412,115.54
20010416,116.18
20010417,116.36
20010418,116.19
20010419,114.61
20010420,114.32
20010423,114.77
20010424,115.23
20010425,115
20010426,114.46
20010427,115.62
20010430,115.76
20010501,115.3
20010502,115.16
20010503,115.38
20010504,114.93
20010507,115.32
20010508,116.08
20010509,116.05
20010510,116.37
20010511,116.84
20010514,117.14
20010515,116.77
20010516,116.2
20010517,116.12
20010518,116.41
20010521,116.52
20010522,117.69
20010523,118.29
20010524,118.36
20010525,118.18
20010528,118.06
20010529,118.22
20010530,118.2
20010531,119.07
20010601,118.89
20010604,119.16
20010605,118.53
20010606,119.23
20010607,119.11
20010608,119.21
20010611,120.12
20010612,119.61
20010613,118.94
20010614,117.99
20010615,118.29
20010618,118.39
20010619,119.04
20010620,119.13
20010621,119.01
20010622,118.91
20010625,118.32
20010626,118.1
20010627,118.38
20010628,120.01
20010629,119.47
20010702,119.67
20010703,119.35
20010704,119.91
20010705,120.9
20010706,119.9
20010709,119.89
20010710,119.13
20010711,118.64
20010712,119.09
20010713,119.33
20010716,119.3
20010717,118.9
20010718,117.38
20010719,117.36
20010720,117.21
20010723,117.85
20010724,117.2
20010725,116.64
20010726,116.79
20010727,116.94
20010730,117.2
20010731,117.18
20010801,116.59
20010802,116.16
20010803,116.14
20010806,116.46
20010807,116.83
20010808,116.54
20010809,115.25
20010810,115.29
20010813,115.01
20010814,114.38
20010815,113.19
20010816,113.08
20010817,112.99
20010820,113.4
20010821,113.29
20010822,113.27
20010823,113.09
20010824,113.33
20010827,113.42
20010828,113.43
20010829,113.54
20010830,112.84
20010831,113.42
20010903,113.69
20010904,115.43
20010905,115.63
20010906,114.83
20010907,114.05
20010910,114.66
20010911,114.15
20010917,112.17
20010918,111.88
20010919,111.94
20010920,111.76
20010921,112.92
20010924,112.78
20010925,112.21
20010926,112.27
20010927,112.93
20010928,113.41
20011001,112.95
20011002,113
20011003,113.22
20011004,112.96
20011005,112.79
20011008,112.57
20011009,113.35
20011010,113.65
20011011,114.48
20011012,113.61
20011015,113.82
20011016,113.95
20011017,114.34
20011018,114.46
20011019,114.88
20011022,115.74
20011023,115.88
20011024,115.57
20011025,115.68
20011026,115.54
20011029,114.27
20011030,114.41
20011031,114.86
20011101,114.55
20011102,114.46
20011105,114.91
20011106,115.12
20011107,114.98
20011108,115.16
20011109,115.1
20011112,115.18
20011113,116.53
20011114,116.25
20011115,116.51
20011116,116.41
20011119,117.04
20011120,116.62
20011121,117.15
20011122,117.29
20011123,117.34
20011126,117.11
20011127,116.89
20011128,116.17
20011129,116.13
20011130,116.13
20011203,115.96
20011204,116.08
20011205,116.41
20011206,115.64
20011207,116.07
20011210,116.26
20011211,116.05
20011212,115.33
20011213,115.8
20011214,114.93
20011217,114.93
20011218,115.15
20011219,115.48
20011220,115.59
20011221,116.98
20011224,117.91
20011225,118.05
20011226,117.85
20011227,117.57
20011228,117.25
20011231,116.75
20020101,116.84
20020102,115.79
20020103,116.11
20020104,116.33
20020107,116.33
20020108,116.83
20020109,117.01
20020110,116.88
20020111,116.64
20020114,116.64
20020115,117.29
20020116,117.59
20020117,117.85
20020118,117.64
20020121,117.67
20020122,117.7
20020123,118.43
20020124,118.64
20020125,119.85
20020128,120.04
20020129,119.62
20020130,119.76
20020131,120.21
20020201,119.69
20020204,118.95
20020205,119.41
20020206,119.52
20020207,119.16
20020208,118.98
20020211,118.44
20020212,118.25
20020213,118.83
20020214,118.4
20020215,118.55
20020218,118.81
20020219,118.33
20020220,118.93
20020221,119.16
20020222,118.48
20020225,119.13
20020226,119.82
20020227,119.53
20020228,119.16
20020301,119.4
20020304,118.81
20020305,118.57
20020306,117.96
20020307,116.8
20020308,117.99
20020311,117.78
20020312,117.8
20020313,117.96
20020314,117.29
20020315,117.18
20020318,117.46
20020319,117.6
20020320,117.22
20020321,117.52
20020322,118.05
20020325,118.1
20020326,118.14
20020327,118.54
20020328,118.62
20020329,118.62
20020401,117.77
20020402,117.92
20020403,117.68
20020404,117.94
20020405,117.69
20020408,118.2
20020409,117.56
20020410,117.56
20020411,117.37
20020412,117.74
20020415,117.73
20020416,117.37
20020417,116.6
20020418,116.39
20020419,116.29
20020422,116.44
20020423,116.57
20020424,116.15
20020425,115.45
20020426,115.04
20020429,114.89
20020430,115.19
20020501,114.54
20020502,114.87
20020503,113.59
20020506,113.66
20020507,113.92
20020508,114.91
20020509,114.52
20020510,113.92
20020513,114.15
20020514,115.09
20020515,114.12
20020516,114.13
20020517,113
20020520,112.82
20020521,112.8
20020522,112.33
20020523,112.79
20020524,112.8
20020527,112.82
20020528,112.1
20020529,111.62
20020530,111.17
20020531,111.81
20020603,111.3
20020604,111.09
20020605,111.35
20020606,110.83
20020607,110.99
20020610,111.1
20020611,110.68
20020612,111
20020613,111.15
20020614,110.76
20020617,110.8
20020618,110.2
20020619,109.67
20020620,108.94
20020621,108.19
20020624,108.2
20020625,107.57
20020626,106.56
20020627,106.37
20020628,106.11
20020701,106.51
20020702,106.8
20020703,107.05
20020704,107.19
20020705,107.74
20020708,106.21
20020709,105.65
20020710,106.08
20020711,105.91
20020712,105.89
20020715,104.67
20020716,104.49
20020717,104.42
20020718,104.47
20020719,104.06
20020722,104.75
20020723,106.66
20020724,105.52
20020725,105.12
20020726,106.61
20020729,107.1
20020730,106.8
20020731,107.41
20020801,107.02
20020802,106.67
20020805,107.27
20020806,108.69
20020807,107.85
20020808,108.66
20020809,108.18
20020812,107.41
20020813,107.11
20020814,106.79
20020815,106.72
20020816,106.65
20020819,107.52
20020820,107.31
20020821,107.14
20020822,108.13
20020823,107.97
20020826,107.86
20020827,106.77
20020828,107.08
20020829,106.7
20020830,106.98
20020902,106.67
20020903,105.57
20020904,106.1
20020905,105.98
20020906,106.84
20020909,107.1
20020910,107.52
20020911,107.62
20020912,107.13
20020913,108.06
20020916,108.24
20020917,108.33
20020918,107.76
20020919,107
20020920,107.53
20020923,107.86
20020924,107.52
20020925,107.79
20020926,107.68
20020927,107.53
20020930,106.87
20021001,107.07
20021002,107.16
20021003,106.97
20021004,107.6
20021007,107.55
20021008,108.07
20021009,106.94
20021010,107.2
20021011,107.25
20021014,107.15
20021015,107.78
20021016,107.63
20021017,108.37
20021018,108.52
20021021,108.23
20021022,107.94
20021023,108
20021024,107.91
20021025,107.92
20021028,107.16
20021029,107.07
20021030,107.07
20021031,106.64
20021101,106.08
20021104,106.12
20021105,105.87
20021106,105.6
20021107,104.97
20021108,104.5
20021111,104.57
20021112,104.58
20021113,105.1
20021114,105.32
20021115,105.04
20021118,105.2
20021119,105.67
20021120,105.87
20021121,105.81
20021122,106.12
20021125,106.54
20021126,106.53
20021127,106.77
20021128,106.53
20021129,106.38
20021202,106.35
20021203,106.37
20021204,106.14
20021205,106.1
20021206,105.36
20021209,105.24
20021210,105.37
20021211,105.35
20021212,104.51
20021213,103.98
20021216,104.06
20021217,103.51
20021218,103.54
20021219,103.48
20021220,103.47
20021223,103.64
20021224,103.29
20021225,103.16
20021226,102.82
20021227,102.41
20021230,102.01
20021231,101.85
20030101,101.88
20030102,102.98
20030103,102.47
20030106,101.97
20030107,102.57
20030108,101.87
20030109,101.94
20030110,101.23
20030113,101.47
20030114,101.21
20030115,101.34
20030116,100.79
20030117,100.55
20030120,100.47
20030121,100.23
20030122,100.23
20030123,99.86
20030124,99.22
20030127,99.26
20030128,99.48
20030129,99.28
20030130,99.52
20030131,99.91
20030203,99.9
20030204,99.14
20030205,99.65
20030206,99.46
20030207,99.57
20030210,100.27
20030211,100.39
20030212,100.51
20030213,99.59
20030214,100.04
20030217,100.46
20030218,100.53
20030219,100
20030220,99.55
20030221,100.09
20030224,99.66
20030225,99.86
20030226,99.62
20030227,99.81
20030228,99.71
20030303,99.1
20030304,99.13
20030305,98.28
20030306,98.31
20030307,98.04
20030310,97.85
20030311,97.91
20030312,98.16
20030313,99.78
20030314,99.99
20030317,100.74
20030318,100.86
20030319,101.58
20030320,101.15
20030321,102
20030324,100.99
20030325,100.87
20030326,100.53
20030327,100.64
20030328,99.96
20030331,98.88
20030401,99.15
20030402,100.08
20030403,100.34
20030404,100.4
20030407,100.7
20030408,100.53
20030409,100.16
20030410,99.82
20030411,100.18
20030414,99.96
20030415,99.76
20030416,99.06
20030417,99.3
20030418,99.28
20030421,99.59
20030422,98.73
20030423,98.78
20030424,98.33
20030425,98.36
20030428,98.67
20030429,98.02
20030430,97.19
20030501,96.7
20030502,96.75
20030505,96.37
20030506,95.34
20030507,95.58
20030508,94.93
20030509,94.98
20030512,94.55
20030513,94.7
20030514,94.58
20030515,95.22
20030516,94.08
20030519,93.74
20030520,93.26
20030521,93.54
20030522,93.56
20030523,93.05
20030527,92.72
20030528,93.45
20030529,92.71
20030530,93.29
20030602,93.34
20030603,93.53
20030604,93.73
20030605,92.52
20030606,93.48
20030609,93.3
20030610,93.56
20030611,92.97
20030612,92.87
20030613,92.22
20030616,92.4
20030617,92.61
20030618,93.17
20030619,93.16
20030620,93.91
20030623,94.08
20030624,94.39
20030625,94.12
20030626,94.97
20030627,95.04
20030630,94.73
20030701,94.3
20030702,94.13
20030703,94.35
20030704,94.55
20030707,95.51
20030708,95.82
20030709,95.55
20030710,95.39
20030711,95.8
20030714,96.07
20030715,97
20030716,96.72
20030717,96.86
20030718,96.63
20030721,96.11
20030722,96.38
20030723,95.44
20030724,95.34
20030725,94.96
20030728,95.08
20030729,95.33
20030730,96.07
20030731,96.89
20030801,96.66
20030804,96.16
20030805,96.16
20030806,96.29
20030807,95.83
20030808,96.36
20030811,95.87
20030812,96.15
20030813,96.18
20030814,96.68
20030815,96.65
20030818,97.35
20030819,97.31
20030820,97.37
20030821,98.61
20030822,98.83
20030825,98.92
20030826,98.76
20030827,98.86
20030828,98.83
20030829,98.1
20030901,98.07
20030902,98.95
20030903,98.71
20030904,98.2
20030905,97.09
20030908,97.16
20030909,96.44
20030910,96.5
20030911,96.56
20030912,96
20030915,95.98
20030916,96.67
20030917,95.8
20030918,95.95
20030919,94.78
20030922,93.85
20030923,93.99
20030924,93.7
20030925,93.76
20030926,93.85
20030929,93.08
20030930,92.85
20031001,92.39
20031002,92.42
20031003,93.1
20031006,92.41
20031007,91.89
20031008,91.73
20031009,91.94
20031010,91.52
20031013,91.89
20031014,91.83
20031015,92.5
20031016,92.61
